smiles,CYP2C9_class
CC(C)NC(=O)c1sc2nc(-c3cccs3)cc(-c3ccc(F)cc3)c2c1N,0
CCN(Cc1ccc(N)cc1)Cc1ccc(C(=O)O)cc1,0
CC[C@@H](C)C(=O)N[C@H](CCN(C)C)c1ccc(F)cc1,0
COc1c(Cl)cc(Cl)cc1CN[C@H]1CCN(C(C)=O)C[C@H]1C,0
CCOc1cccc(CN2CCN(C(=O)[C@@H]3C[C@@H]3C)CC2)c1,0
COc1ccc(N2C(=O)c3c(n(C)c4ccccc34)C2O)cc1OCCN1CCC(C)CC1,0
CCN(CC)c1ccc(CNC(=O)c2ccc(-c3cc(Oc4ccc(OC)cc4)ncn3)cc2)cc1,0
COc1ccc(NC(=O)CNC(=O)COc2ccccc2)cc1S(=O)(=O)Nc1ccccc1Cl,0
CCCCOc1ccc(CN2CCC(C(=O)N3C[C@@H](C)O[C@H](C)C3)CC2)cc1,0
C1CCC(Nc2nc3nonc3nc2N2CCN3CCC[C@@H]3C2)C1,0
CCOC(=O)Cc1csc(NC(=O)c2cnc3sc(C)c(C)n3c2=O)n1,0
N#Cc1ccc(Oc2ccc(CO)cc2)cc1C#N,0
N#Cc1ccc(NC(=O)CSc2nnc(-c3ccccc3Cl)n2C2CCCC2)cc1Cl,0
CC(C)NC(=O)CCNC(=O)N[C@@H](c1nc(C2CC2)no1)C(C)C,0
CCC[C@H](CCO)CNC(=O)c1ccc(S(=O)(=O)C(F)F)cc1,0
Cc1noc(CN2CC3(CCCC3)c3ccccc32)n1,0
C[C@H](CNC(=O)c1n[nH]c(=O)c2ccccc12)OC12CC3CC(CC(C3)C1)C2,0
CC(C)CC(N)c1cc(C(F)(F)F)ccc1N1CCN(C(=O)C2C[S+]([O-])CC2c2ccc(Cl)cc2)CC1,0
O=C(Cc1cn2ccsc2n1)N1CCc2ccc(O)cc2C1,0
CS(=O)(=O)NC1CN(C2CCN(C(=O)c3ccc4ncccc4c3)CC2)CCC1Cc1ccc(Cl)c(Cl)c1,0
COc1ccc(OC)c([C@@H](C)N[C@H](C)c2nc(-c3ccncc3)cs2)c1,0
Cn1c(SCCCN2CC3CCN(c4ccccc4C#N)C3C2)nnc1-c1cnccn1,0
C[C@@]1(CNC(=O)c2ccc(Cl)cc2N)CCCO1,0
C[C@@H]1CCN(C(=O)C2CCCC2)C[C@@H]1O,0
CC1CCC(C)N1c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1,0
COc1ccc(OC)c(Nc2ncc3c(n2)CCN(Cc2cccc(F)c2F)C3)c1,0
COc1ccccc1N1CCN(CC2COC3(CCN(c4ccccn4)CC3)O2)CC1,0
CN(Cc1cc(C2CCNCC2)nn1C)C(=O)[C@@H]1CCCN(c2ccccn2)C1,0
CSc1ccc(C(=O)NC2(C(=O)NC(Cc3ccccc3)C(=O)NCC3CCN(CC4CCOCC4)CC3)CCCC2)cc1,0
COc1ccc([C@H]2c3c(n(C)c4ccccc34)C(=O)N2CC(=O)NCc2ccccc2C)cc1,0
CCC[C@H](Cc1ccccc1)NC(=O)N1CC[C@@H](S(=O)(=O)NCC)C1,0
COc1ccc(S(=O)(=O)CC(=O)Nc2nnc(-c3cc(OC)c(OC)c(OC)c3)o2)cc1,0
CC(C)[C@H](NCc1cccc(NC(=O)c2ccco2)c1)c1ccccc1,0
N#Cc1cccc(C(=O)Nc2ccc(Cl)cc2Cl)c1,0
O=C(c1cccnc1Cl)N1CCC(c2ccc(O)cc2)CC1,0
O=C1[C@H]2CCCN2C(=O)CCN1Cc1ccc(F)cc1,0
CC(C)(C)c1ccc(NC(=O)N2CCN(Cc3ccco3)CC2)cc1,0
Cc1ccc(-c2noc(-c3cccc(S(=O)(=O)N4CCN(c5cccc(C)c5C)CC4)c3)n2)cc1,0
CC(C)(C)c1ncc2c(n1)CN(c1cc(Sc3cccs3)nc(N)n1)C2,0
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2cccc(OCCCc3cn(CCCCCCNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)nn3)c2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,0
O=C(Nc1ccc(F)cc1)[C@H]1CCCN(c2ncnc3onc(-c4ccc(F)cc4)c23)C1,0
COc1ccc(-c2nc(NC(=O)c3ccncc3)c3nn(-c4ccccc4)cc3n2)cc1,0
O=C(NC1CCC(c2cccc(F)c2F)Cn2c(CC(F)(F)F)nnc21)N1CCC2(CC1)C(=O)Nc1ncccc12,0
CCN1CCN(c2cccc3c2CN(C(CCCNc2cncc(Cl)n2)c2ccc(OC)c(OC)c2)C3=O)CC1,0
CCC(NC(=O)CCc1cc(-c2ccc(-c3ccccc3)cc2)no1)C(=O)NC(CC(=O)O)C(N)=O,0
C#CCOc1ccc([C@H](C)NCc2ccc(C(=O)OC)c(OC)c2)cc1,0
CN(Cc1ccc(Sc2ccccc2)cc1)C[C@H](O)CN1CCOCC1,0
CCOc1ccc(CNC(=O)[C@H](C)CS(=O)(=O)c2ccc3c(c2)NC(=O)[C@@H](C)S3)cc1,0
CNC(=O)c1cc(Cl)ccc1NC(=O)c1csc(-c2ccco2)n1,0
CN(C(=O)c1ccc2c(c1)[C@H]1C=CC[C@@H]1[C@H](c1ccccc1Cl)N2)c1ccccc1,0
CCNC(=O)c1ccc(-c2ccccc2O)cc1F,0
NC(=O)c1oc2ccccc2c1NC(=O)CCCc1cccs1,0
Cc1ccc(-c2noc(-c3ccccc3OCC(=O)Nc3cc(C)ccc3C)n2)cc1,0
CN(C)C(C)(C)CNCc1ccc(OC(F)F)c(Br)c1,0
COc1ncc(C2(O)CCN(C(=O)C[C@@H](C)n3nc(C)c(Cl)c3C)CC2)c(OC)n1,0
CCOc1cccc(CNCc2ccccc2Cn2cccn2)c1,0
CCC(=O)N1Cc2nc(-c3ccccc3)nn2-c2cc(C)ccc21,0
CN(C[C@H]1CCC(C)(C)[C@H]1O)CC(F)(F)F,0
COc1ccc(CC(=O)NC[C@@H]2CCCN(Cc3cc(OC)cc(OC)c3)C2)cc1,0
COCC(=O)Nc1ncc(Cc2cccc3ccccc23)s1,0
CC(=O)OCC1OC(S(=O)(=O)Cc2nnn(-c3ccc(S(N)(=O)=O)cc3)c2I)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,0
Cc1nc(S(=O)(=O)N2CCC[C@@H]2C(=O)Nc2nccs2)cn1C,0
CCN1CCN(CCC(=O)N[C@@H](c2ccc(OC)cc2)C2CCOCC2)CC1,0
COC(=O)[C@H]1CN(C(=O)c2ccc(N)cc2Cl)C[C@@H]1C,0
Cc1ccccc1CSc1nc(O)c2cnn(-c3cccc(C)c3C)c2n1,0
COc1ccc(OCC(=O)O)c(Cc2cc(OCCCc3ccccc3)c(Cc3cc(OCC(=O)O)c(Cc4cc(OCCCc5ccccc5)c(Cc5cc(OCC(=O)O)c(Cc6cc(OCCCc7ccccc7)c(C)cc6OC)cc5OC)cc4OC)cc3OC)cc2OC)c1,0
Cc1ccc(C(C)C)c(OCCn2c(CN3CCOCC3)nc3ccccc32)c1,0
C[C@@H](NC(=O)C[C@H](O)c1ccccc1)[C@H](O)c1ccc(F)c(F)c1,0
Cc1sc(NC(=O)c2cccc(Br)c2)nc1-c1ccc2c(c1)NC(=O)[C@@H](C)O2,0
O=C(N[C@@H]1CCCn2ncnc21)c1c(Cl)ccc(Cl)c1Cl,0
CC(=O)N1c2ccc(S(=O)(=O)N[C@H](C)c3ccncc3)cc2C[C@@H]1C,0
C[C@H]1CN(Cc2csc(NC(=O)c3csc(-c4cc(Br)cs4)n3)n2)C[C@H](C)O1,0
CNC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NC(CCCNC(=N)N)C(=O)c1nc2ccc(C(=O)OC)cc2s1,0
O=C(CSc1ncnc2c1[nH]c1ccccc12)Nc1ccccc1Br,0
CCCCCCOc1cccc(NC(=O)[C@@H]2CCCC[C@@H]2C(=O)O)c1,0
Clc1cnccc1N[C@H]1CCN(C2CC2)C1,0
CC(C)(C#N)c1ccc(NCc2cc(Cl)cs2)cc1,0
CCN1C[C@@]2(CCCN(S(=O)(=O)c3c(C)nn(C)c3Cl)C2)CCC1=O,0
O=C(COc1ccc2nc3n(c(=O)c2c1)CCCCC3)Nc1ccc(F)cc1,0
Cc1[nH]c2ccccc2c1[C@@]1(O)C(=O)N(CCCC#N)c2ccccc21,0
O=C(NCc1cccnc1)c1ccccc1NC(=O)c1c(F)cccc1F,0
Cc1ccc(CN[C@@H](C)c2ccc3c(c2)NC(=O)CO3)s1,0
CC(C)(C)N(CC(=O)O)C(=O)c1cccs1,0
Cc1ccc(N(C(=O)COC[C@H]2CCCO2)C2CCCCC2)nc1,0
CCc1c(CNCC(C)C)cnn1[C@H](C)C1CC1,0
CCOC(=O)[C@](C)(NC(=O)Cc1ccc[nH]1)C(C)C,0
CCCC(=O)N1CCC(c2c(C)[nH]c3ccccc23)CC1,0
c1cc(-c2ncc(CN3CCC[C@@H](c4cn[nH]c4)C3)s2)cs1,0
CC(C)CCN(C)C(=O)NC[C@H](C)C(=O)OC(C)C,0
CNC(=O)c1cccc(N[C@H]2CC(C)(C)OC2(C)C)c1,0
Cc1cc(C(=O)CSc2nnc3n2CCCCC3)c(C)c(C)c1C,0
CCOc1ccc(NC(=O)CSc2nnc(-c3ccccc3N)n2C)cc1,0
Cc1ccc(-c2nonc2NC(=O)[C@H](C)Oc2ccc(F)cc2)cc1C,0
CCCNc1nc(-c2cnn(Cc3ccccc3)c2)nc2c1ncn2C1OC(CO)C(O)C1O,0
Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCOc2ccc(/C=N/NC(=O)c3cccc(C(=O)c4c(-c5ccc(O)cc5)sc5cc(O)ccc45)c3)cc2)C(C)(C)C)cc1,0
COc1ccc(CN(Cc2ccccc2OC)C(=O)Nc2ccccc2)cc1,0
COc1cc(-c2nc3c([nH]2)c(=O)n(C)c(=O)n3C)ccc1OCCN(C)C,0
CC[C@@H](COC)NC[C@H](C)Oc1ccccc1,0
CC(=O)Nc1nc2ccc(-c3ccnc(OCCCc4ccccc4)n3)cc2s1,0
CCCOc1ccc(CNC(=O)[C@@H](CC(C)C)N2CCCCC2=O)cn1,0
COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@H](c2ccc(OC)c(OC)c2OC)N1C(C)=O,0
Cc1nc2ncnn2c(N[C@H]2CCO[C@H]2c2ccc(Cl)cc2)c1C,0
COc1ccc(C)cc1[C@@H](C)NC(=O)Nc1ccccc1CC(=O)N(C)C,0
NC(=O)[C@H]1CCCN1C1CCN(C(=O)Cc2cc(F)ccc2F)CC1,0
O=C(NCCn1cnc2cc(C(=O)N3CCCC3)ccc21)Nc1ccc(F)cc1,0
C[C@H](OC[C@@H]1CCCO1)C(=O)N[C@H]1CCN(C)[C@@H]1c1ccc(Cl)cc1,0
COc1ccccc1N1CC[C@@H](CNc2nc(C)cc(C)n2)C1,0
O=C(O)[C@]1(NC2CC2)CC[C@H](N(CC(F)(F)F)C2CC2)C1,0
CC(C)C(=O)Nc1ccc(CNC(=O)N(C)Cc2cccc(Cl)c2)cc1,0
CSc1ccc([C@H](O)c2ccc(Br)c3ccccc23)cc1,0
O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(N2CCN(Cc3ccccc3-c3ccc(Cl)cc3)CC2)cc1Oc1ccc(Cl)cc1,0
Cc1cc(C)n(CC(=O)NCc2ccccc2)c(=O)c1-c1nc(-c2ccccc2)no1,0
CCC[C@@H](C#N)[C@H](O)c1ccc(OC)cc1,0
Cc1cccc(C(=O)N[C@@H](c2ccc(F)cc2)c2nnc(-c3ccccc3)o2)c1,0
CN(C)[C@H](CNC(=O)NCc1n[nH]c(-c2cccs2)n1)c1ccc(F)cc1,0
CC(C)c1cc(N2CCC(N)C2)nc(N)n1,0
Nc1nccnc1C(=O)Nc1cnccc1N1CCCC(N)C1,0
Cc1sc2nc(CN(C(=O)NC3CCCCC3)C3CCCCC3)nc(O)c2c1C,0
Cc1cccc2c1C(=O)N[C@@H](c1ccc3c(c1)CCO3)N2,0
CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc(C(=O)c2ccc(F)cc2)cs1)C1CCN(C(=O)COCCOCCOCCOCCOc2cc3nccc(Nc4ccc5scnc5c4)c3cc2S(=O)(=O)C(C)(C)C)CC1,0
COc1cc(F)ccc1N1CCN(Cc2ccc(OC)c(OC)c2OC)CC1,0
O=C(CCC(=O)OCC(F)(F)F)Nc1ccc(Br)cc1,0
CC(C)(C)c1csc(C[C@H](N)Cc2cccs2)n1,0
COc1ccccc1[C@@H](NC(=O)NC[C@@H](C)CN1CCOCC1)C(C)(C)C,0
Fc1ccc([C@H](NCc2ccc3c(c2)OCO3)c2nnc(-c3ccccc3)o2)cc1,0
COCCNC(=O)CSc1ccccc1C(=O)N[C@H](C)c1ccc(Cl)cc1Cl,0
COC(=O)C[C@H]1CN(Cc2cc(C)oc2C)CCO1,0
COc1cccc(N(C)CC(=O)N2CCCC(c3ccccc3)C2CN2CCCC2)c1,0
c1ccc([C@H](C[C@@H]2CCOC2)NCc2ccccc2OC2CCC2)cc1,0
CCN(C[C@H](O)c1ccc(C)cc1)C(=O)c1ncccc1OC(C)C,0
O=C(Nc1cccc2c(=O)cc(C(=O)O)oc12)c1ccc2ccccc2n1,0
O=C([C@H]1CCCO1)N1CCN(c2cccc(F)n2)CC1,0
COc1ccc(CCN2C(=O)c3oc4ccc(Br)cc4c(=O)c3[C@H]2c2ccc(OC)cc2)cc1,0
OC1(c2ccccc2)CCN(C(c2ccccc2)c2ccccc2Cl)CC1,0
COc1cc2ccccc2cc1C(=O)N1CCN(C(=O)C(C)C)CC1,0
CCCCOc1ccccc1NC(=O)CCc1cc(OC)c(OC)cc1Br,0
COc1ccc([C@H](O)CNC(=O)Nc2ccc(OC)nc2)cc1,0
C[C@@H](CNC(=O)N[C@H](CO)c1ccc(Cl)c(F)c1)CN1CCCCC1,0
CC(NC(=O)C(CC(=O)N1CCC(N2CCCCC2)CC1)N1C(=O)C(N2C(=O)OCC2c2ccccc2)C1C=Cc1cccc(I)c1)c1ccccc1,0
O=C(O)c1ccc(CN2C(=O)[C@H]3CCCN3C(=O)c3ccccc32)cc1,0
N#CCCCCS(=O)(=O)NCC1(c2ccccc2)CCCCCC1,0
CCN(CCC[C@@H](C)O)Cc1cccc(C)n1,0
Cc1nc(-c2cccc(F)c2)sc1CCNS(=O)(=O)c1cccc(F)c1,0
N#Cc1cccc(-c2ccc(CCN(CC(=O)Nc3cc(Cl)cc(Cl)c3)C(=O)CN3CCCC3)cc2)c1,0
ClC(Cn1ncc2c(NCc3ccccc3)ncnc21)c1ccccc1,0
CN(CCCNC(=O)[C@@H]1CC(=O)N(Cc2ccccn2)C1)Cc1ccccc1,0
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2cccc(OCCCc3cn(CCCCCOCCCc4cccc5c4CN(C4CCC(=O)NC4=O)C5=O)nn3)c2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,0
C#CCNC(=O)CN1CC(C)(C)C1(C)C,0
COc1cccc(/C(C)=C/C(=O)NC[C@](C)(O)c2ccccc2)c1,0
Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc4cc(Br)ccc4[nH]3)CC2)cc1,0
CC[C@H](C)CN(CC)c1cc(C)c(N)cn1,0
CC(C)COc1cc(C(=O)O)ccc1N,0
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,0
CC(C)Cc1noc(-c2cc(Cl)ccc2N)n1,0
O=C(O)CCNC1COC1,0
CO[C@@H](C)c1cccc(NC(=O)N(CCO)[C@@H]2CCc3ccccc32)c1,0
CC1CCC(NC(=O)CCNS(=O)(=O)c2cccnc2)CC1,0
C#Cc1cccc(CN(C(C)=O)c2cc(-c3nnn[nH]3)ccc2F)c1,0
O=C(O)CCNC(=O)c1ccc(-c2cc(Cl)ccc2CNc2ccc(-c3ccccc3Cl)cc2)cn1,0
CCOc1ccccc1[C@@]1(C(C)C)CCCN1,0
Cc1ccc2nc(NC(=O)c3c(C)nn(-c4ccc(F)cc4)c3C)sc2c1,0
CCC(CC)S(=O)(=O)Nc1cc(OC)cc(OC)c1,0
COc1ccc(NC(=O)[C@@]2(C)CC[C@](C)(C(=O)O)C2(C)C)cc1,0
COc1c(C)c2c(c(O)c1CCn1cc(COCC3OC(n4cnc5c(N)ncnc54)C(O)C3O)nn1)C(=O)OC2,0
C=CCc1c(C)nc(NCCC)[nH]c1=O,0
Cc1nc2ccccn2c1CNC[C@H]1CN(C)CCO1,0
O=C(O)COc1c(C(=O)O)sc(-c2cccc(NCc3ccccc3)c2)c1Br,0
Cc1nc2c(=O)n(Cc3ccccc3)nc(C3CCCC3)c2c2cc(-c3ccccc3)nn12,0
COc1cc(-c2noc(CN3CCN(c4ccccc4F)CC3)n2)cc(OC)c1OC,0
Cc1ccc([C@H](C)NC(=O)[C@H]2Cc3nc[nH]c3CN2)s1,0
COCc1cccc(C(=O)Nc2ccc(S(N)(=O)=O)c(C)c2)c1,0
CN(C(=O)c1ccccc1-c1ccccc1)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0
O=C(O)c1cn(C2CCN(C(=O)NC3N=C(c4ccccc4)c4ccccc4N(CC(F)(F)F)C3=O)CC2)c(O)n1,0
CCCN(C[C@@H]1C=c2cc(C)ccc2=NC1=O)C(=O)c1ccccc1C,0
CC1(C)C[C@H](NC2CCC(NS(C)(=O)=O)CC2)CN1Cc1ccccc1,0
COc1ccc(C2CC2COc2nc(C)ncc2CN2CCC(F)(F)C2)nc1,0
CCCN[C@@]1(C#N)CC[C@H](N2CCN(C(C)C)CC2)C1,0
O=C(CCC1CCCC1)N(CCN1C2CCC1CC(c1cccc(O)c1)C2)CC1CCCCC1,0
COc1ncccc1NC(=O)NCCCCN1CCC[C@@H](C)C1,0
COc1ccc([C@H](O)CN[C@@H](C)c2nc3c(s2)CCCC3)cc1OC,0
CC[C@@H](C)[C@@H](C(=O)NCc1ccccc1CN1CCCC1=O)c1ccccc1,0
Cc1cncc(NC(=O)c2c(-c3c(Cl)cccc3Cl)noc2C)c1,0
O=C(CC1CCOCC1)N1CC=C(c2ccccc2Cl)CC1,0
CC1CN(C(=O)N2Cc3c(N=C(O)c4ccc(C#N)cn4)n[nH]c3C2(C)C)C(C)CN1C,0
FC(F)(F)c1ccccc1C=C1CCN2Cc3ccccc3N=C12,0
CN(C[C@@H](O)C1CC1)C(=O)C1(c2ccccc2)CCC1,0
C[C@@H]1C[C@@]2(CCO1)CN=C(N)N2c1ccc(Cl)cc1,0
Cc1cc(C)cc(C(=O)N2CCOC[C@@H]2CN(C)CCO)c1,0
CC(C)[C@H](C)NC(=O)C1CCN(S(=O)(=O)c2cc(F)cc(F)c2)CC1,0
CC[C@@]1(C(=O)NCCc2ccccc2C)CCNC1,0
O=C(C1SC(n2cnc3c(NCc4cccc(I)c4)nc(Cl)nc32)C(O)C1O)N1CCSCC1,0
C[C@H](NC(=O)C1CCCCC1)C(=O)O[C@@H](C)c1ccccn1,0
COc1ccc(NC(=O)CSc2ccccc2C(=O)Nc2ccc3ccccc3c2)cc1OC,0
O=C(Cc1cccs1)N1CCC(c2onc3c2CCCCC3)CC1,0
CN[C@@H](C)c1ccc(S[C@H]2CCO[C@]3(CCOC3)C2)cc1,0
NS(=O)(=O)c1ccccc1C(=O)NNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0
COc1cc(-c2cc(C(=O)OCC(=O)N(C(C)C)C(C)C)c3ccccc3n2)cc(OC)c1OC,0
CC(=O)c1ccc(NC(=O)c2ccc(COc3ccc4c(c3)OCO4)o2)cc1,0
Cn1c(-c2ccc3c(c2)CCO3)nc2cc(F)ccc21,0
CCN(C(=O)CS(=O)(=O)NC)[C@@H](C)c1ccc(C#N)cc1,0
CCC[C@@H](C)N1C[C@@H](C(=O)Nc2cc(OC)ccc2F)CC1=O,0
C[C@H]1CCN(CC(=O)Nc2nccs2)c2ccccc21,0
CN(CC1CCOCC1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,0
CC[C@H](C)Oc1cccc(NC(=O)c2cc(C)c(C)c(S(N)(=O)=O)c2)c1,0
CN(CCc1ccccn1)Cc1ccccc1N1CCN(C(=O)C(Cc2ccc(Cl)cc2)NC(=O)C2Cc3ccccc3CN2)CC1,0
OC[C@@H]1CN(Cc2ccno2)CCO1,0
COc1ccc(OC)c(NC(=O)Cc2cs/c(=N\S(=O)(=O)c3ccc(Cl)cc3)[nH]2)c1,0
O=C(Nc1oc2ccccc2c(=O)c1-c1ccc(F)cc1)c1ccc(Cl)cc1,0
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)sc3C#N)nc12,0
NS(=O)(=O)c1nnc(NC(=O)CCSSCCC(=O)Nc2nnc(S(N)(=O)=O)s2)s1,0
CNc1snc(C)c1C(=O)NCCCc1nc2ccccc2s1,0
CC(C)CS(=O)(=O)CC(NC(=O)c1ccc(-c2ccsc2)s1)C(=O)NCC#N,0
COc1ccc(-n2nc(C(F)(F)F)c3c2C(=O)N(c2ccc(C4(C(=O)NC5CCCC5)CC4)cc2)CC3)cc1,0
C[C@@H](OC(=O)c1ccc(-c2cscn2)cc1)C1CC1,0
CCC(C)C1NCCOc2ccccc2CCCNC(=O)C(Cc2ccccc2Cl)NC(=O)C(C)N(C)C1=O,0
Cc1cccc(-c2nccnc2[C@@H]2CCCN(Cc3cnn(C)c3)C2)c1,0
COCCN1CCC(CN(C[C@@H]2CCCO2)C(=O)c2ccccc2-n2cccn2)CC1,0
O=C(CCC(=O)NC[C@H]1CCC[C@@H]1O)CCC(=O)c1cccs1,0
O=C(NC[C@@H](O)c1ccccc1F)Nn1cnc2ccccc21,0
O=c1[nH]c(=O)n(-c2ccccc2F)c2c1C(C(F)(F)F)(C(F)(F)F)N=C(c1ccncc1)N2,0
CC(C)CC(=O)N1CCc2nc(-c3cncc(-c4cncnc4)c3)nc(N(C)Cc3ccccc3)c2C1,0
O=C1CNc2ccccc2N1C[C@@H]1CSc2ccccc21,0
Cc1ccc(-c2cc(C(=O)NCc3ccccn3)c3cc(Cl)ccc3n2)c(C)c1,0
CC(C)(C)c1csc(CN2CC[C@@H](C(=O)O)C2)n1,0
Cc1ccc([C@@H](N)c2cc3nc(C)ccc3o2)cc1,0
CN(Cc1cnn(Cc2ccccc2)c1)C(=O)C1CCN(C(=O)c2cccc3ccccc23)CC1,0
Cc1ccc(N2CCN(CC(O)CN3C(=O)NC(C)(c4ccc(F)cc4)C3=O)CC2)cc1C,0
CCCCOC(=O)N1CCN(C(=O)C(CCC(=O)O)NC(=O)c2cc(OC3CCN(CCOC)CC3)cc(-c3ccccc3)n2)CC1,0
Cc1ccc(Cc2cnc(NC(=O)c3ccc4c(c3)CCCN4S(C)(=O)=O)s2)cc1,0
COc1ccc2nc(C)cc(C(=O)NCCCCn3cnnc3)c2c1,0
O=C(Cn1ccc(=O)[nH]c1=O)N[C@H](CCCc1ccccc1)c1ccccc1,0
CCCn1c(=O)c2[nH]c(-c3cc(OCc4nc5c(C)cccc5[nH]4)nn3C)nc2n(CCC)c1=O,0
COc1ccc(CCNC(=O)c2cnn(-c3cccc(C)c3)c2C)cc1OC,0
CC(C)[C@H](C)NC(=O)c1cc(CN(C)Cc2ccccc2)on1,0
Cc1ncoc1-c1nnc(SCCCN2CCC3(CC3c3ccc(F)cc3C(F)(F)F)C2)n1C,0
O=C(NCC1CN(c2ccc(N3CCC(C(=O)O)CC3)cc2)C(=O)O1)c1ccc(Cl)s1,0
COc1cc(CNCC(O)c2ccc(O)c3[nH]c(=O)ccc23)ccc1NC(=O)CCCCN(C)C(=O)CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1,0
CCN[C@@H]1[C@H](CN2CCCC(C)(C)CC2)CCC1(C)C,0
C[C@@H](C[C@H](O)CCCN(C)C)CC(C)(C)C,0
CC[C@@H](C(=O)N(C)Cc1cccc2ccccc12)c1ccccc1,0
Cc1ccc([C@@H]2c3cc(OCc4ccc(C(=O)NC[C@@H]5CCCO5)o4)ccc3CCN2C(=O)C2CC2)cc1,0
Cc1ccc(S(=O)(=O)NCCN(C)CCOCCO)cc1,0
CCCOc1ccc(CCC(=O)OC[C@H]2CC(=O)N(C3CC3)C2)cc1,0
CCN(Cc1ccccc1)C(=O)[C@@H](C)Sc1nc2sc3c(c2c(=O)n1C)CCC3,0
Cc1cccc(N2CCN(CCCN[C@H](C)c3cnc(C)s3)CC2)c1,0
Cc1nn(Cc2c(Cl)ccc3cccnc23)c(=O)c(C#N)c1C,0
CC[C@@H]1CCCCN1S(=O)(=O)c1ccc(NC(=O)c2cccc(C)c2)cc1,0
Cc1cc(C)nc(N2CC3CN(C(=O)c4cc(Cl)ccc4-n4nccn4)CC3C2)n1,0
CCc1nn2c(C)c(C(=O)Nc3ccc(F)cc3)nnc2c1-c1ccc(Cl)cc1,0
N[C@H](Cc1nc(-c2ncc(Cl)cc2Cl)no1)C1CC1,0
CC[C@H](C)NC(=O)c1ccc2c(=O)n(C)c3nnc(SCC(=O)NCc4ccc(C)cc4)n3c2c1,0
CC[C@@H](c1cccc(Cl)c1)[C@H](NC)C(C)C,0
CCc1c(CNCC(C)C)cnn1C1CCCC1,0
Cn1cc(C(=O)N2CCC[C@@H](c3cncc(Oc4cccc(F)c4)n3)C2)cn1,0
Oc1ccc2ccccc2c1[C@H]1Nc2ccc(OC[C@@H]3CCCO3)cc2[C@@H]2C=CC[C@@H]12,0
O=C(CCc1c(F)cccc1F)Nc1ccc(-n2cccn2)cc1C(F)(F)F,0
CN(Cc1cccc(F)c1)Cc1ncc(C2CC2)o1,0
O=C(O)c1ccccc1[C@H]1CCN(Cc2ccnn2-c2ccccc2)C1,0
COc1ncccc1CN(CCN)CC(C)C,0
COCCCNC(=O)c1cccc(NC(=O)c2cccnc2)c1,0
COc1ccc(CN(CC2CCC2)CC(F)(F)F)c(O)c1,0
COc1ccccc1Oc1cc([C@@H](C)O)ccn1,0
COc1ccc(OC)c(NCc2cncn2C2CC2)c1,0
O=C(Nc1nc(-c2ccc(Br)s2)ns1)c1cc(-c2ccc3c(c2)OCCO3)on1,0
CCCNC(=O)[C@@H]1CN(CC(=O)NCc2ccccc2)c2ccccc2O1,0
Cc1nn(C)cc1[C@H](C)NC(=O)N(C)[C@@H]1CCN(C)C[C@@H]1C,0
O=C(CCCn1ccnn1)Nc1cccc(-n2cnnn2)c1,0
CC[C@H](C)c1ccccc1N1C[C@H](C(=O)NCCNC(=O)C(C)C)CC1=O,0
Cc1ccc([C@@H](CNC(=O)N2CCOC[C@H]2C2CC2)N2CCOCC2)cc1,0
CC(C)c1ccccc1C(=O)N(CC1CCCC1)C1CCNC1,0
Oc1ccc2c(c1)OC(CNCc1ccc(I)cc1)CC2,0
O=C(Nc1cccc(N2CCOCC2)c1)N[C@@H]1CCCc2ccc(F)cc21,0
O=S(=O)(N[C@@H]1Cc2ccccc2[C@H]1N1CCN(Cc2ccc(Cl)cc2)CC1)c1ccccc1,0
CCC1(CC)[C@H](NC)C[C@H]1OC,0
CN1CCN(CCCN(C(=O)Nc2ccc(F)c(C(F)(F)F)c2)C2CCC3(c4ccc(C#N)cc4)CC23)CC1,0
COCCN1[C@H](NC(=O)c2ccc(Cl)cc2)[C@H](C2N=c3ccccc3=N2)[C@H](C)[C@@H]1C,0
