SMILES,challenge_cyp1a2,challenge_cyp2c9,challenge_cyp2d6,challenge_cyp3a4,qhts_cyp1a2,qhts_cyp2c9,qhts_cyp2d6,qhts_cyp3a4,pharmabench_cyp2c9,pharmabench_cyp2d6,pharmabench_cyp3a4,tox21_cyp1a2,tox21_cyp2c9,tox21_cyp2d6,tox21_cyp3a4,chembl_cyp1a2,chembl_cyp2c9,chembl_cyp2d6,chembl_cyp3a4,octant_cyp3a4,qhts_cyp1a2__lt,qhts_cyp2c9__lt,qhts_cyp2d6__lt,qhts_cyp3a4__lt
CCCCCCN1Cc2ccccc2C1,,,,,,4.2441251443275085,,4.2441251443275085,,,,,,,,4.9,,5.45,,,False,True,False,True
CCCCCCN=Cc1c(O)n(C)c(=O)n(C)c1=O,,,,,4.899998417198648,4.849999245077862,4.2441251443275085,4.2441251443275085,,,,,,,,4.9,4.85,,,,False,False,True,True
CCCCCCNC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2)cc1,,,,,,,,5.0999990348465305,,,,,,,,,,,5.1,,False,False,False,False
CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,,,,,,,,4.700000503883016,,,,,4.810029897405945,4.560029756289291,,,,5.3,4.7,,False,False,False,False
CCCCCCNCCCCCC,,,,,,,,,,,,4.448864857638396,,5.498858544712217,,,,,,,False,False,False,False
CCCCCCNCc1cccc(Br)c1,,,,,,4.2441251443275085,,4.2441251443275085,,,,,,,,5.0,,5.7,,,False,True,False,True
CCCCCCNCc1cccc(Br)c1.Cl,,,,,5.0,,5.700000503883016,,,,,,,,,,,,,,False,False,False,False
CCCCCCO,,,,,,,,,,,,4.348864512263225,,,,,,,,,False,False,False,False
CCCCCCOC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(CC)CC1,,,,,,5.100000128334196,4.59999938302362,4.550000451689026,,,,,,,,4.55,5.1,4.6,4.55,,False,False,False,False
CCCCCCOC(=O)C(C)C,,,,,,,,,,,,4.3988649544426,,4.198864633756791,,,,,,,False,False,False,False
CCCCCCOC(=O)CC(CC(=O)OCCCCCC)(OC(=O)CCC)C(=O)OCCCCCC,,,,,,,,,,,,,4.498865393540615,,5.39886386639293,,,,,,False,False,False,False
CCCCCCOC(=O)CCC(=O)CN,5.093239353,,,,,,,,,,,,,,,,,,,,False,False,False,False
CCCCCCOC(=O)CCCCC(=O)OCCCCCC,,,,,,,,,,,,,4.498865393540615,,,,,,,,False,False,False,False
CCCCCCOC(=O)CCCCCCCC(=O)OCCCCCC,,,,,,,,,,,,4.348864512263225,,,,,,,,,False,False,False,False
CCCCCCOC(=O)N=C(N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,,5.928811482,,5.497406215,,,,,,,,,,,,,,,,,False,False,False,False
CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,,,,,,,,,,,,,5.510027465964983,4.460029874171644,5.660032085297399,,,,,,False,False,False,False
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,,,,,,,,,,,,4.944297905295785,4.894299274290427,,5.15644079623161,,,,,,False,False,False,False
CCCCCCOC(C)=O,,,,,,,,,,,,4.348864512263225,,,,,,,,,False,False,False,False
CCCCCCOCCOCCO,,,,,,,,,,,,4.298687745869122,4.1485104968726825,,,,,,,,False,False,False,False
CCCCCCOc1cc(C)c(O)c(C)c1C,,,,,,,,,,,,4.993576747492357,4.593577350445455,4.593577350445455,4.493577504918692,,,,,,False,False,False,False
CCCCCCOc1ccc(-n2ccnc2)cn1,,,,,,,,,,,,,,,,,,6.0,4.11,,False,False,False,False
CCCCCCOc1cccc(C(F)(F)CNCC(=O)N(C)C)c1,,,,,,,,,,,,,,,,,,4.42,,,False,False,False,False
CCCCCCOc1cccc(CCNCC(=O)N(C)C)c1,,,,,,,,,,,,,,,,,,6.05,,,False,False,False,False
CCCCCCOc1ccccc1C(N)=O,,,,,,,,4.59999938302362,,,,4.96003097313254,5.010029874726081,,,,,,4.6,,False,False,False,False
CCCCCCS,,,,,,,,,,,,4.173145464019715,,,,,,,,,False,False,False,False
CCCCCCSc1nc2cc(OC)ccc2[nH]1,,,,,,,,,5.534617148551582,5.583359492661719,5.273272790973428,,,,,6.41,5.54,5.58,5.27,,False,False,False,False
CCCCCC[C@@H](CCC)C(=O)O,,,,,,,,,,,,,4.460029874171644,,,,,,,,False,False,False,False
CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OC,,,,,,,,,,,,4.496743323600061,4.996742013533768,,,,,,,,False,False,False,False
CCCCCC[C@@H](O)C/C=C\CCCCCCCC(=O)OCC(O)CO,,,,,,,,,,,,,4.998863636444484,4.473145949387726,4.845993174209718,,,,,,False,False,False,False
CCCCCC[C@@H]([C@@H](C)O)n1cnc2c(N)ncnc21,,,,,4.80067189392439,4.2441251443275085,4.2441251443275085,4.40000018605658,,,,,,,,4.8,,,4.4,,False,True,True,False
CCCCCC[C@@H]([C@H](C)O)n1cnc2c(N)ncnc21,,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,4.800000874803203,,,,,,,,,,,4.8,,True,True,True,False
CCCCCC[C@@H]1CCc2cc([C@H]3CC[C@](N)(CO)C3)ccc2C1,,,,,,,,,,,,,,,,,,,4.72,,False,False,False,False
CCCCCC[C@H]1C(=O)O[C@@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CC(C)C,,,,,,4.499999678657065,,,,,,,,,,,4.5,,,,False,False,False,False
CCCCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@@H]1OC(=O)CC(C)C,,,,,,,,5.199998172182031,,,,,,,,,,,5.2,,False,False,False,False
CCCCCC[C@H]1C(=O)O[C@H](C)[C@H](NC(=O)c2cccc(NC=O)c2O)C(=O)O[C@@H](C)[C@H]1OC(=O)CC(C)C,,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,5.299998902651582,,,,,,,,,,,5.3,,True,True,True,False
CCCCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,,,,,,,,,,,,,,4.748510219277646,,,,,,,False,False,False,False
CCCCCC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,,,,,,,,,,,,4.255410936814954,,4.548156787636552,,,,,,,False,False,False,False
CCCCCC[n+]1ccccc1.[Br-],,,,,,,,,,,,,,4.894629493169707,,,,,,,False,False,False,False
CCCCCC[n+]1ccccc1.[Cl-],,,,,,,,,,,,4.145686062007395,,4.795684628786348,,,,,,,False,False,False,False
CCCCCC[n+]1ccccc1.[I-],,,,,,,,,,,,,,4.498865393540615,,,,,,,False,False,False,False
CCCCCCc1c(C[C@H](N)C(=O)O)o[nH]c1=O,,,,,4.525159638303672,4.2441251443275085,4.2441251443275085,4.2441251443275085,,,,,,,,4.55,,,,,False,True,True,True
CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1,,,,,,,,,,,,4.506357953085909,4.256358555826723,4.306358335896583,,,,,,,False,False,False,False
CCCCCCc1ccc(N)cc1,,,,,,,,,,,,4.498865393540615,4.648864911118024,,4.448864857638396,,,,,,False,False,False,False
CCCCCCc1ccc(N/C=N/O)cc1,,,,,,,,,,,,,,,,,6.52,4.5,4.3,,False,False,False,False
CCCCCCc1ccc(O)cc1O,4.855454522,,4.430600932,,,,,5.900008766455316,,,,4.27315734147013,5.19886394724405,4.747450353232168,5.597446319646749,,,,5.6,,False,False,False,False
CCCCCCc1ccc(O)cc1O.Nc1c2ccccc2nc2ccccc12,,,,,,,,5.299997602857746,,,,,,,,,,,,,False,False,False,False
CCCCCCc1nc2cc(/C=C/C(=O)NO)ccc2n1CCN(C)C,,,,,,,,,,5.498940737782249,6.481486060122112,,,,,,,,,,False,False,False,False
CCCCCCc1nc2cc(/C=C/C(O)=NO)ccc2n1CCN(C)C,,,,,,,,,,,,,,,,,4.98,5.5,6.48,,False,False,False,False
CCCCCCc1nc2ccccc2c(=O)n1NC(=O)c1c(O)c2c(n(CC(C)C)c1=O)CCCC2,,,,,,6.149999867728904,4.2441251443275085,4.2441251443275085,,,,,,,,4.8,6.15,,,,False,False,True,True
CCCCCCn1c(=O)c2c(ncn2C)n(C)c1=O,,,,,,,,,,,,4.810029897405945,,,,,,,,,False,False,False,False
CCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,,,,,,,,,,,,,,4.50603475510404,,,,,,,False,False,False,False
CCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,,,,,,,,,,,,4.3421766792544245,,4.592175867093092,,,,,,,False,False,False,False
CCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,,,,,,,,,,,,4.398157210217902,5.1981574147030525,4.6981564646377985,,,,,,,False,False,False,False
CCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,,,,,,,,,,,,,,4.493227167601539,,,,,,,False,False,False,False
CCCCCCn1cc[n+](C)c1.[Br-],,,,,,,,,,,,,,4.896743766644949,,,,,,,False,False,False,False
CCCCCCn1cc[n+](C)c1.[Cl-],,,,,,,,,,,,4.2696898119121665,4.181102723199746,4.731101573399634,4.431102788174392,,,,,,False,False,False,False
CCCCCCn1cc[n+](C)c1.[I-],,,,,,,,,,,,4.389733861086099,,4.589734101420616,,,,,,,False,False,False,False
CCCCCN(CCCCC)C(=O)C(CCC(=O)[O-])NC(=O)c1ccc(Cl)c(Cl)c1.[Na+],,,,,,,,,,,,,5.510027465964983,4.510030276850633,,,,,,,False,False,False,False
CCCCCN(CCCCC)C(=O)[C@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,,,,,,,,,,,,,,,,,5.7,,4.8,,False,False,False,False
CCCCCN(CCCCC)C(=O)[C@H](CCC(=O)[O-])NC(=O)c1ccc(Cl)c(Cl)c1,,,,,4.2441251443275085,,4.2441251443275085,,,,,,,,,,,,,,True,False,True,False
CCCCCN(CCCCC)C(=O)[C@H](CCC(=O)[O-])NC(=O)c1ccc(Cl)c(Cl)c1.[Na+],,,,,,5.69999927485721,,4.79999969151181,,,,,,,,,,,,,False,False,False,False
CCCCCN(CCCOC)C(=O)C(CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1,,,,,,,,,,,,4.560029756289291,5.010029874726081,,,,,,,,False,False,False,False
CCCCCN1CC(O)=C(c2nc(-c3ccc(Cl)cc3)cs2)C1=N,,,,,5.800000874803203,6.200000237109354,4.2441251443275085,4.2441251443275085,,,,,,,,,,,,,False,False,True,True
CCCCCN=C(N)N/N=C/c1c[nH]c2ccc(OC)cc12,,,,,,,,,,,,5.360025701545049,4.410030303250599,,,,,,,,False,False,False,False
CCCCCN=c1ccn(Cc2ccccc2)c2ccccc12,,,,,4.600162830771291,6.500018906530437,5.0,4.800000874803203,,,,,,,,,,,,,False,False,False,False
CCCCCNC(=N)NN=Cc1c[nH]c2ccc(OC)cc12,5.385529017,,5.505866475,,,,,,,,,,,,,,,,,,False,False,False,False
CCCCCNCCCCC,,,,,,,,,,,,,,4.4186039670000685,,,,,,,False,False,False,False
CCCCCNCc1ccc(Br)cc1,,,,,,4.2441251443275085,,4.2441251443275085,,,,,,,,4.9,,6.0,,,False,True,False,True
CCCCCNCc1ccc(Br)cc1.Cl,,,,,4.899998417198648,,6.0,,,,,,,,,,,,,,False,False,False,False
CCCCCNCc1cccc(Br)c1,,,,,,4.2441251443275085,,4.2441251443275085,,,,,,,,4.8,,5.7,,,False,True,False,True
CCCCCNCc1cccc(Br)c1.Cl,,,,,4.800000874803203,,5.700000503883016,,,,,,,,,,,,,,False,False,False,False
CCCCCO,,,,,,,,,,,,4.199573693981921,,,,,,,,,False,False,False,False
CCCCCOC(=O)COc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl,,,,,,,,,,,,4.648864911118024,5.2488672255444015,4.598864942530007,5.2488672255444015,,,,,,False,False,False,False
CCCCCOC(=O)CSc1nc(=O)c(-c2ccccc2)n[nH]1,,,,,,,,,,,,,,,,4.8,5.7,,4.65,,False,False,False,False
CCCCCOC(=O)CSc1nnc(-c2ccccc2)c(=O)[nH]1,,,,,4.800000874803203,5.700000503883016,4.2441251443275085,4.650000220873455,,,,,,,,,,,,,False,False,True,False
CCCCCOC(=O)c1c(N)n(CCOC)c2nc3ccccc3nc12,,,,,6.0,5.300000202445418,4.59999938302362,5.049999969853415,,,,,,,,6.0,5.3,4.6,5.05,,False,False,False,False
CCCCCOC(=O)c1ccccc1C(=O)OCCCCC,,,,,,,,4.899998417198648,,,,5.02439853927588,4.849397504878542,4.249928433425534,4.478023609064382,,,,4.9,,False,False,False,False
CCCCCOC(C)=O,,,,,,,,,,,,,4.383361662220741,4.647284109885703,,,,,,,False,False,False,False
CCCCCOCC(O)CCC(=O)NN,,,,,5.349999603463148,4.2441251443275085,4.2441251443275085,4.849999245077862,,,,,,,,5.35,,,4.85,,False,True,True,False
CCCCCOc1ccc(C(=O)NCC2(c3ccccc3)CCOCC2)cc1,,,,,4.800000874803203,5.550000451689026,4.749999855918706,,,,,,,,,4.8,5.55,4.75,4.5,,False,False,False,False
CCCCCOc1ccc(C(=O)c2cccc3ccccc23)c2ccccc12,,,,,,,,,,,,,,,,,4.09,,,,False,False,False,False
CCCCCOc1ccc(C2SC(=O)NC2=O)cc1OCC,,,,,,,,,,,,,4.860029658404407,,,,,,,,False,False,False,False
CCCCCOc1ccc(NC(=O)C(=O)NCCC2=CCCCC2)cc1,,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,4.2441251443275085,,,,,,,,,,,,,True,True,True,True
CCCCCOc1ccc(OC(=O)c2ccncc2)cc1,,,,,4.899998417198648,5.550000451689026,5.40000018605658,4.59999938302362,,,,,,,,4.9,5.55,5.4,4.6,,False,False,False,False
CCCCCOc1cccc(CCNCC(=O)N(C)C)c1,,,,,,,,,,,,,,,,,,5.46,,,False,False,False,False
CCCCCOc1ccccc1/C(=C\SC)n1ccnc1,,,,,,,,,,,,5.460033632003287,5.26003230324049,5.310025555333226,7.010105436281227,,,,,,False,False,False,False
CCCCCS(=O)(=O)CCCCCCCCCCn1c(-c2ccc(O)cc2)c(C)c2cc(O)ccc21,,,,,,,,6.199970640755866,,,,,,,,,,,6.2,,False,False,False,False
CCCCCSc1nc(=O)c(C)n[nH]1,,,,,,,,,,,,,,,,5.1,5.05,,,,False,False,False,False
CCCCCSc1nc(=O)cn[nH]1,,,,,,,,,,,,,,,,,5.35,,,,False,False,False,False
CCCCCSc1nc2cc(OC)ccc2[nH]1,,,,,,,,,5.037157318798758,4.7121982700697735,4.580044251510242,,,,,6.36,5.04,4.71,4.58,,False,False,False,False
CCCCCSc1nnc(C)c(=O)[nH]1,,,,,5.100000128334196,,4.2441251443275085,4.2441251443275085,,,,,,,,,,,,,False,False,True,True
CCCCCSc1nncc(=O)[nH]1,,,,,4.2441251443275085,5.349999603463148,4.2441251443275085,4.2441251443275085,,,,,,,,,,,,,True,False,True,True
CCCCC[C@H](CC(=O)NO)C(=O)N[C@@H](C(=O)N1CCC[C@H]1CO)C(C)C,,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,5.299998902651582,,,,,,,,,,,,,True,True,True,False
CCCCC[C@H](CC(O)=NO)C(=O)N[C@@H](C(=O)N1CCC[C@H]1CO)C(C)C,,,,,,,,,,,,,,,,,,,5.3,,False,False,False,False
CCCCC[C@H](O)/C=C\[C@@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,4.2441251443275085,,,,,,,,,,,,,True,True,True,True
CCCCC[C@H](O)/C=C\[C@H]1[C@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O,,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,4.2441251443275085,,,,,,,,,,,,,True,True,True,True
CCCCC[C@H](O)C=C[C@H]1[C@H](O)CC(=O)[C@H]1CCCCCCC(=O)O,,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,4.499999678657065,,,,,,,,,,,4.5,,True,True,True,False
CCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,,,,,,,,,,,,,,,,4.72,4.734999999999999,,4.418,,False,False,False,False
CCCCC[C@H](O)CC(=O)CCc1ccc(OC)c(O)c1,,,,,,,,,,,,,,,,,,,4.44,,False,False,False,False
CCCCC[C@H](O)CCCC(=O)[O-],,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,4.2441251443275085,,,,,,,,,,,,,True,True,True,True
CCCCC[C@H](O)c1cccc(OCc2ccc3ccccc3n2)c1,,,,,6.10008981295355,4.499999678657065,4.2441251443275085,4.899998417198648,,,,,,,,6.1,4.5,,4.9,,False,False,True,False
CCCCC[Si](OCC)(OCC)OCC,,,,,,,,,,,,,4.498865393540615,,4.898864942667959,,,,,,False,False,False,False
CCCCC[n+]1ccn(-c2nc3ccccc3nc2[N-]S(=O)(=O)c2ccc(C)cc2)c1,,,,,4.2441251443275085,5.049999969853415,4.2441251443275085,5.100000128334196,,,,,,,,,,,,,True,False,True,False
CCCCCc1c2c(cc(O)c1C(=O)O)OC(=O)c1c(cc(OC)cc1C(=O)CCCC)O2,,,,,,,,4.59999938302362,,,,,,,,,,,4.6,,False,False,False,False
CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,,,,,,,,,,,,,,,,7.1,,,,,False,False,False,False
CCCCCc1cc(O)cc(O)c1,,,,,,,,4.899998417198648,,,,,,,,,,,4.9,,False,False,False,False
CCCCCc1ccc(C)cc1O,5.722820957,,,,,,,,,,,,,,,,,,,,False,False,False,False
CCCCCc1ccc(N)cc1,,,,,,,,,,,,4.498865393540615,4.498865393540615,4.498865393540615,4.548864726812244,,,,,,False,False,False,False
CCCCCc1cccc(=O)o1,,,,,,,,,,,,4.448864857638396,4.198864633756791,,,,,,,,False,False,False,False
CCCCCc1ccco1,,,,,,,,,,,,4.434594962484875,4.634596261433623,,4.634596261433623,,,,,,False,False,False,False
CCCCCc1nc2c(=O)[nH]c3ccccc3c2o1,,,,,6.40000018605658,4.2441251443275085,4.2441251443275085,4.2441251443275085,,,,,,,,6.4,,,,,False,True,True,True
CCCCCc1nc2c(C#N)c(-c3ccc(Cl)cc3)ccn2n1,,,,,5.049999969853415,5.450000476425332,4.2441251443275085,4.59999938302362,,,,,,,,5.05,5.45,,4.6,,False,False,True,False
CCCCCc1nnc(NC(=O)C(=O)OCC)s1,,,,,4.2441251443275085,,4.2441251443275085,4.2441251443275085,,,,,,,,,4.55,,,,True,False,True,True
CCCCCl,,,,,,,,,,,,4.211583430473685,,4.73730216821085,,,,,,,False,False,False,False
CCCCCn1c(=O)c(C(=O)c2ccccc2)nc2ccccc21,,,,,6.149999867728904,4.849999245077862,,4.2441251443275085,,,,,,,,6.15,4.85,4.55,,,False,False,False,True
CCCCCn1c(CN2CCCCC2C)nc2c1c(=O)n(C)c(=O)n2C,,,,,4.2441251443275085,4.800000874803203,4.849999245077862,5.300000202445418,,,,,,,,,4.8,4.85,5.3,,True,False,False,False
CCCCCn1c(CN2CCN(c3cc(Cl)ccc3C)CC2)nc2c1c(=O)[nH]c(=O)n2C,,,,,4.2441251443275085,5.450000476425332,5.049999969853415,5.650000220873455,,,,,,,,,5.45,5.05,5.65,,True,False,False,False
CCCCCn1c(N)c(C(=O)NCc2cccs2)c2nc3ccccc3nc21,,,,,5.100000128334196,5.450000476425332,4.2441251443275085,5.200000237109354,,,,,,,,5.1,5.45,,5.2,,False,False,True,False
CCCCCn1c(SCC(=O)c2ccccc2)nc2cc(C(=O)NCc3ccco3)ccc2c1=O,,,,,4.2441251443275085,5.40000018605658,4.2441251443275085,4.2441251443275085,,,,,,,,,5.4,,,,True,False,True,True
CCCCCn1c(SCc2ccncc2)nc2cc(C(=O)NCc3ccco3)ccc2c1=O,,,,,5.349999603463148,6.899998417198648,6.100000128334196,6.100000128334196,,,,,,,,5.35,6.9,6.1,6.1,,False,False,False,False
CCCCCn1cc(O)c(-c2nc(-c3ccc(Cl)cc3)cs2)c1N,,,,,,,,,,,,,,,,5.8,6.2,,,,False,False,False,False
CCCCCn1cc[n+](-c2nc3ccccc3nc2[N-]S(=O)(=O)c2ccc(C)cc2)c1,,,,,,,,,,,,,,,,,5.05,,5.1,,False,False,False,False
CCCCCn1nc(-c2ccccc2)c2nc3ccccc3nc21,,,,,5.499999678657065,4.749999855918706,4.2441251443275085,4.2441251443275085,,,,,,,,5.5,4.75,,,,False,False,True,True
CCCCN(C(=O)NC(=O)Nc1ccccc1OCC)S(C)(=O)=O,,,,,4.700000503883016,,4.2441251443275085,4.2441251443275085,,,,,,,,4.7,5.05,,,,False,False,True,True
CCCCN(C(=O)Nc1ccc(OCC)cc1)C1CCN(C(C)=O)CC1,,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,4.2441251443275085,,,,,,,,,,,,,True,True,True,True
CCCCN(C(=O)c1c(C)[nH]c(C(=O)OCC)c1C)c1ccccc1,,,,,4.749999855918706,4.949999401714239,4.2441251443275085,5.349999603463148,,,,,,,,4.75,4.95,,5.35,,False,False,True,False
CCCCN(C(=S)Nc1ccccc1)C1CCS(=O)(=O)C1,,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,,,,,,,,,,,,4.65,,True,True,True,False
CCCCN(C)C(=O)CSc1c2c(nc3ccc(Cl)cc13)CCCC2,,,,,,,,,,,,,,,,,,,,6.3151713,False,False,False,False
CCCCN(C)C(=O)N1CCC(=CC#Cc2cccc(C)n2)CC1,,,,,,,,,,,4.872895201635192,,,,,,,,4.87,,False,False,False,False
CCCCN(C)C(=O)c1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1,,,,,,,,,,5.096910013008056,,,,,,,5.22,5.1,,,False,False,False,False
CCCCN(C)C(=O)c1coc(=O)c2ccccc12,,,,,,,4.2441251443275085,4.2441251443275085,,,,,,,,5.6,,,,,False,False,True,True
CCCCN(C)CCCNC(=O)CCn1nc(-c2ccccc2)ccc1=O,,,,,4.2441251443275085,4.2441251443275085,4.2441251443275085,4.2441251443275085,,,,,,,,,,,,,True,True,True,True
CCCCN(C)CCCNC(=O)CS(=O)Cc1nc(-c2ccc(OC)c(OC)c2)oc1C,,,,,4.2441251443275085,,4.949999401714239,4.849999245077862,,,,,,,,,,,,,True,False,False,False
CCCCN(C)CCCNC(=O)C[S+]([O-])Cc1nc(-c2ccc(OC)c(OC)c2)oc1C,,,,,,,,,,,,,,,,,,4.95,4.85,,False,False,False,False
CCCCN(C)CCCNC(=O)c1cc(Nc2cccc(SC)c2)nc2ccccc12,,,,,,,,,,,,,,,,,,,,5.0558127,False,False,False,False
CCCCN(C)CCCNC(=O)c1ccc(N2CCCC2=O)cc1,,,,,6.899998417198648,4.2441251443275085,4.2441251443275085,4.2441251443275085,,,,,,,,6.9,,,,,False,True,True,True
CCCCN(C)CCCNC(=O)c1cn(CC)c2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2c1=O,,,,,,,,,,,,,,,,,,,,5.2702969725,False,False,False,False
CCCCN(C)Cc1c(C)[nH]c2ccc(Cl)cc2c1=O,,,,,5.300000202445418,4.2441251443275085,5.499999678657065,4.2441251443275085,,,,,,,,5.3,,5.5,,,False,True,False,True
CCCCN(C)S(=O)(=O)c1ccc(C(=O)Nc2nnc(CSC)o2)cc1,,,,,4.2441251443275085,6.100000128334196,4.2441251443275085,4.2441251443275085,,,,,,,,,6.1,,,,True,False,True,True
CCCCN(C)[C@H](C)[C@@H](c1ccc2cc(OCC(C)(C)C(=O)O)ccc2c1)n1ccnc1,,,,,,,,,,,,,,,,,,,5.64,,False,False,False,False
CCCCN(CC)C(=O)Cc1ccccc1OC,,,,,4.849999245077862,4.2441251443275085,,4.800000874803203,,,,,,,,4.85,,4.55,4.8,,False,True,False,False
CCCCN(CC)C(=O)SCCC,,,,,,,,,,,,,,4.4442793609000795,,,,,,,False,False,False,False
CCCCN(CC)CCCNC(=O)Cn1cnc2onc(-c3ccc(F)cc3)c2c1=O,,,,,,,,,,,,,,,,,,,,4.71603401,False,False,False,False
CCCCN(CC)CCCNC(=O)c1nn(-c2ccc(OC)cc2)c(=O)c2c1c1ccccc1n2C,,,,,,,,,,,,,,,,,,,,4.6074149875,False,False,False,False
CCCCN(CC)CCNC(=O)CNC(=O)Cn1cnc2ccccc2c1=O,,,,,,,,,,,,,,,,,,,,3.22371021,False,False,False,False
CCCCN(CC)Cc1ccc(CNC(=O)Nc2ccc(OC)cc2OC)o1,,,,,4.2441251443275085,4.2441251443275085,6.300000202445418,4.650000220873455,,,,,,,,,,6.3,4.65,,True,True,False,False
CCCCN(CC)S(=O)(=O)N1CCC(C(=O)NCCCN2CCOCC2)CC1,,,,,4.2441251443275085,4.59999938302362,4.2441251443275085,4.949999401714239,,,,,,,,,4.6,,4.95,,True,False,True,False
CCCCN(CC)S(=O)(=O)c1ccc(C(=O)Nc2nnc(CSC)o2)cc1,,,,,4.2441251443275085,6.049999969853415,,4.2441251443275085,,,,,,,,,6.05,4.45,,,True,False,False,True
CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],,,,,,,,4.800000874803203,,,,4.648864911118024,4.598864942530007,,,,,,4.8,,False,False,False,False
CCCCN(CCC(=O)OCC)C(C)=O,,,,,,,,,,,,4.306118789647335,,,,,,,,,False,False,False,False
CCCCN(CCCC)C(=O)N(CCCC)CCCC,,,,,,,,,,,,4.306118789647335,,,5.2488672255444015,,,,,,False,False,False,False
CCCCN(CCCC)C(=S)SSC(=S)N(CCCC)CCCC,,,,,,,,,,,,4.403133615351843,5.553136768517484,4.753134738002962,5.253132372149571,,,,,,False,False,False,False
CCCCN(CCCC)C(=S)[S-].CCCCN(CCCC)C(=S)[S-].[Zn+2],,,,,,,,,,,,4.498865393540615,4.798865170407076,4.198864633756791,4.495992904343289,,,,,,False,False,False,False
CCCCN(CCCC)C(=S)[S-].[Na+],,,,,,,,,,,,,4.198864633756791,5.798876102792621,4.173145464019715,,,,,,False,False,False,False
CCCCN(CCCC)C(C(N)=O)c1ccc(OC)cc1,,,,,,,,,,,,,4.460029874171644,5.96003097313254,4.860029658404407,,,,,,False,False,False,False
CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1/C2=C/c1ccc(Cl)cc1,,,5.453308318,,,,,,,,,4.790600276454826,4.760030197409634,6.209996479609511,4.810029897405945,,,,,,False,False,False,False
CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,,,5.482231925,,,4.2441251443275085,,,,,,,,,,4.7,,5.4,5.0,,False,True,False,False
CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12.Cl,,,,,4.698970004336019,,5.39999854971442,5.0,,,,4.710029980825098,,6.010016541698601,5.660032085297399,,,,,,False,False,False,False
CCCCN(CCCC)CCCC,,,,,,,,,,,,4.399573853919421,4.39921940920218,4.199573693981921,,,,,,,False,False,False,False
CCCCN(CCCC)CCCCCCN(CCCC)CCCC,,,,,,,,,,,,,,5.19886394724405,,,,,,,False,False,False,False
CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,,,,,5.0,4.2441251443275085,8.200329843827886,4.40000018605658,,,,,,7.510041520575165,,5.0,,8.2,4.4,,False,True,False,False
CCCCN(CCCC)CCNC(=O)CC1Oc2ccccc2NC1=O,,,,,,,,,,,,,,,,,,,,4.06751789,False,False,False,False
