SMILES,challenge_cyp1a2,challenge_cyp2c9,challenge_cyp2d6,challenge_cyp3a4,qhts_cyp1a2,qhts_cyp2c9,qhts_cyp2d6,qhts_cyp3a4,pharmabench_cyp2c9,pharmabench_cyp2d6,pharmabench_cyp3a4,tox21_cyp1a2,tox21_cyp2c9,tox21_cyp2d6,tox21_cyp3a4
CC(=O)OC1CC[C@]2(C)C(CC(OC(C)=O)[C@@]3(C)C4=CC(=O)OC(c5ccoc5)[C@]4(C)CCC23)C1(C)C,,,,,,,,5.199998172182031,,,,,,,
CC(=O)OC1CC[C@]2(C)C(CC(OC(C)=O)[C@]3(C)C2CC[C@@]2(C)C(c4ccoc4)OC(=O)C4O[C@]432)C1(C)C,,,,,,,,5.399996913372259,,,,,,,
CC(=O)OC1CC[C@]2(C)C(CC[C@@]3(C)C2C(=O)C=C2C4C(C)C(C)CC[C@@]4(C(=O)O)CCC23C)C1(C)C,,,,,,,,4.59999938302362,,,,,,,
CC(=O)OC1COC(N2CCc3cc([N+](=O)[O-])ccc32)C(OC(C)=O)C1OC(C)=O,,,,,,6.049999969853415,,4.59999938302362,,,,,,,
CC(=O)OC1C[C@@]2(C)C(c3ccoc3)C[C@H]3O[C@@]32[C@@]2(C)C(=O)C(O)=C3C(C)(C)C(=O)C=C[C@]3(C)C12,,,,,,,,6.400007822415902,,,,,,,
CC(=O)OC1C[C@@]2(C)C(c3ccoc3)OC(=O)C3O[C@@]32[C@]2(C)C(OC(C)=O)CC3C(C)(C)C(OC(C)=O)CC(OC(C)=O)[C@@]3(C)C12,,,,,,,,5.299997602857746,,,,,,,
CC(=O)OC1C[C@]2(C)C(C(C)=O)CCC2C2CCC3=CC(=O)CC[C@@]3(C)C12,,,,,,,,5.0999990348465305,,,,,,,
CC(=O)OC1N=C(c2ccccc2)c2cc(Br)ccc2N(C)C1=O,,,,,,4.749999855918706,,,,,,,,,
CC(=O)OC1c2c(ccc3ccc(=O)oc23)OC(C)(C)C1OC(=O)CC(C)C,,,,,,,,4.700000503883016,,,,,,,
CC(=O)OCC(=O)C1CCC2C3CCC4=CC(=O)CC[C@@]4(C)C3CC[C@]12C,,,,,,,,5.499996931948306,,,,,,,
CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1.Cl,,,,,,,,,,,,,,4.810029897405945,
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3C(O)CC21C,,,,,,,,4.899998417198648,,,,,,,
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@@]21C,,,,,,,,,,,,,4.760030197409634,4.478585991510725,
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CC[C@H]4CC(O)CC[C@@]4(C)C3C(=O)C[C@]21C,,,,,,,,4.899998417198648,,,,,,,
CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@@H](O)C[C@@]21C,,,,,,,,4.899998417198648,,,,,,,
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,,,,,,,,,,,,4.70496867700259,,4.9100313379205005
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,,,,,,,,,,,,,,,4.560029756289291
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,,,,,,,,,,,,,,5.010029874726081,
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@@H](O)C[C@@]21C,,,,,,5.199998172182031,,,,,,,,,
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,,,4.239855262,,,,,,,,,4.810029897405945,,5.060031709448664
CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,,,,,,,,,,,,,,4.760030197409634
CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,,,,,,,,,,,,4.760030197409634,,
CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@@]4(C)[C@]3(F)[C@H](O)C[C@@]21C,,,,,4.899629454882437,,,5.199998172182031,,,,,,,
CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,,,,,,,,,,,,4.760030197409634,4.198864633756791,,
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,,,,,,,,,,,,,5.410028070483141,,
CC(=O)OCC(=O)[C@@]12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)C(O)C[C@]12C,,,,,,,,5.499996931948306,,,,,,,
CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,,,,,,,,,,,,,5.310025555333226,4.760030197409634,
CC(=O)OCC(=O)[C@]1(O)C(C)CC2C3CCC4=CC(=O)C=C[C@@]4(C)[C@]3(F)C(O)C[C@@]21C,,,,,,,,4.40000018605658,,,,,,,
CC(=O)OCC(=O)[C@]12OC(C)(C)O[C@@H]1C[C@H]1[C@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,,,,,,5.0999990348465305,,5.499996931948306,,,,,,,
CC(=O)OCC(COC(C)=O)OC(C)=O,,,,,,,,,,,,4.454206894211393,,,
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1,,,,,,,,,,,,4.8212647142114955,,4.895545325414448,
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,,,,,,,,,,,,,4.760030197409634,,
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)CSc3ccncc3)[C@@H]2SC1.[Na+],,,,,,,,4.499999678657065,,,,,,,
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(NC(=O)Cc3cccs3)C2SC1.[Na+],,,,,,,,4.499999678657065,,,,,,,
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CCC[C@@H](N)C(=O)[O-])[C@@H]2SC1.[Zn+2],,,,,,4.40000018605658,,,,,,,,,
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@@H]2SC1.[Na+],,,,,,,4.899998417198648,4.9499992085993245,,,,,,,
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1.[Na+],,,,,,,,,,,,,4.860029658404407,4.96003097313254,5.060031709448664
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@@H]2SC1.[Na+],,,,,,,,4.899998417198648,,,,,,,
CC(=O)OCC1C2CC[C@H]3C(OCc4ccc(F)cc4C(F)(F)F)OC[C@]4(C)[C@H]3C2=C(CN4C(=O)OC(C)(C)C)[C@H](C)C1COC(C)=O,,,,,5.0,,,4.899998417198648,,,,,,,
CC(=O)OCC1OC(C#CCC2CCCCC2)C=CC1OC(C)=O,,,,,,,,5.499996931948306,,,,,,,
CC(=O)OCC1OC(C#CCCCc2ccccc2)C=CC1OC(C)=O,,,,,,5.599997654072044,5.449996922660283,5.399996913372259,,,,,,,
CC(=O)OCC1OC(C#CCCc2ccccc2)C=CC1OC(C)=O,,,,,,,,5.499996931948306,,,,,,,
CC(=O)OCC1OC(C#Cc2ccc(Br)cc2)C=CC1OC(C)=O,,,,,,,,5.499996931948306,,,,,,,
CC(=O)OCC1OC(C#Cc2ccc(C(C)(C)C)cc2)C=CC1OC(C)=O,,,,,,5.199998172182031,,,,,,,,,
CC(=O)OCC1OC(C#Cc2ccc(C)cc2C)C=CC1OC(C)=O,,,,,,5.599997654072044,5.399996913372259,5.499996931948306,,,,,,,
CC(=O)OCC1OC(C#Cc2ccc(Cl)cc2)C=CC1OC(C)=O,,,,,,,5.299997602857746,,,,,,,,
CC(=O)OCC1OC(C#Cc2ccc(F)cc2F)C=CC1OC(C)=O,,,,,,5.299997602857746,5.199998172182031,5.499996931948306,,,,,,,
CC(=O)OCC1OC(C#Cc2ccccc2)C=CC1OC(C)=O,,,,,,5.199998172182031,9.0,5.399996913372259,,,,,,,
CC(=O)OCC1OC(C#Cc2ccccc2Cl)C=CC1OC(C)=O,,,,,,,,5.399996913372259,,,,,,,
CC(=O)OCC1OC(Oc2cc(OC(C)=O)c3c(=O)cc(-c4ccc(OC(C)=O)c(OC(C)=O)c4)oc3c2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,,,,,,,,5.399996913372259,,,,,,,
CC(=O)OCC1OC(Oc2cc(OC(C)=O)c3c(=O)cc(-c4ccc(OC(C)=O)cc4)oc3c2)[C@@H](OC(C)=O)C(OC(C)=O)C1OC(C)=O,,,,,,,,5.0,,,,,,,
CC(=O)OCC1OC(c2cc(C)cc(C)c2)C=CC1OC(C)=O,,,,,,,,5.499996931948306,,,,,,,
CC(=O)OCC1OC(c2ccc3c(c2)OCO3)C=CC1OC(C)=O,,,,,,5.299997602857746,5.0999990348465305,5.399996913372259,,,,,,,
CC(=O)OCCC(C)C,,,,,,,,,,,,4.267066522451282,,,
CC(=O)OCCC(C)CC(C)(C)C,,,,,,,,,,,,,,4.148864616843579,
CC(=O)OCCC1CCCCC1,,,,,,,,,,,,4.198864633756791,,,
CC(=O)OCCCN1c2ccccc2Nc2nnc(-c3ccccc3)cc21,,,,,5.300000202445418,5.749999855918706,4.800000874803203,4.899998417198648,,,,,,,
CC(=O)OCCN(CCOC(C)=O)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2C#N)cc1,,,,,,,,,,,,4.448864857638396,4.798865170407076,,5.59885804480627
CC(=O)OCCNC(=O)c1cccnc1,,,,,4.500312917381596,,,4.700000503883016,,,,,,,
CC(=O)OCC[N+](C)(C)C.[Cl-],,,,,,,,,,,,4.560029756289291,,,
CC(=O)OC[C@@H]1O[C@@H](O/N=C2/C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]4C(=O)N(C(C)(C)C)C(=O)[C@H]4CC[C@@H]23)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,,,,,,6.899974269892137,,,,,,,,,
CC(=O)OC[C@@H]1O[C@@H](O/N=C2/C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]4C(=O)N(C5CCCCC5)C(=O)[C@H]4CC[C@@H]23)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,,,,,,5.900008766455316,5.499998305302686,,,,,,,,
CC(=O)OC[C@@H]1O[C@@H](O/N=C2/C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]4C(=O)N(C5CCCCC5)C(=O)[C@H]4CC[C@H]23)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,,,,,,,5.39999854971442,,,,,,,,
CC(=O)OC[C@@H]1O[C@@H](O/N=C2/C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]4C(=O)N(C[C@@H]5CCCO5)C(=O)[C@H]4CC[C@@H]23)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,,,,,,,5.39999854971442,,,,,,,,
CC(=O)OC[C@@H]1O[C@@H](O/N=C2/C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]4C(=O)N(C[C@@H]5CCCO5)C(=O)[C@H]4CC[C@H]23)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,,,,,,,5.299997602857746,,,,,,,,
CC(=O)OC[C@@H]1O[C@@H](O/N=C2/C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]4C(=O)N(Cc5ccc6c(c5)OCO6)C(=O)[C@H]4CC[C@@H]23)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,,,,,,,,6.100007782892403,,,,,,,
CC(=O)OC[C@@H]1O[C@@H](O/N=C2/C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]4C(=O)N(Cc5ccc6c(c5)OCO6)C(=O)[C@H]4CC[C@H]23)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,,,,,,,5.499998305302686,5.299998902651582,,,,,,,
CC(=O)OC[C@@H]1O[C@@H](O/N=C2/C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]4C(=O)N(Cc5ccccc5)C(=O)[C@H]4CC[C@@H]23)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,,,,,,,5.39999854971442,,,,,,,,
CC(=O)OC[C@@H]1O[C@@H](O/N=C2/C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]4C(=O)N(Cc5ccccc5)C(=O)[C@H]4CC[C@H]23)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,,,,,,,5.499998305302686,,,,,,,,
CC(=O)OC[C@@H]1O[C@@H](O/N=C2/C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]4C(=O)N([C@@H](C)c5ccccc5)C(=O)[C@H]4CC[C@H]23)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,,,,,,,5.39999854971442,,,,,,,,
CC(=O)OC[C@@H]1O[C@@H](O/N=C2/C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]4C(=O)N(c5cccc(Oc6ccccc6)c5)C(=O)[C@H]4CC[C@@H]23)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,,,,,,,5.0999990348465305,,,,,,,,
CC(=O)OC[C@@H]1O[C@@H](O/N=C2/C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]4C(=O)N(c5cccc(Oc6ccccc6)c5)C(=O)[C@H]4CC[C@H]23)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,,,,,,,,5.499998305302686,,,,,,,
CC(=O)OC[C@@H]1O[C@@H](O/N=C2/C[C@@H](O)[C@@H](O)[C@@H]3[C@H]4C(=O)N(c5ccc(F)cc5F)C(=O)[C@@H]4CC[C@@H]23)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,,,,,,,5.399996913372259,,,,,,,,
CC(=O)OC[C@@H]1O[C@@H](O/N=C2/C[C@@H](O)[C@@H](O)[C@@H]3[C@H]4C(=O)N(c5ccc(F)cc5F)C(=O)[C@@H]4CC[C@H]23)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,,,,,,,5.499998305302686,,,,,,,,
CC(=O)OC[C@@H]1O[C@@H](Oc2cc(OC(C)=O)c3c(=O)cc(-c4ccc(OC(C)=O)c(OC(C)=O)c4)oc3c2)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,,,,,5.100179497572904,,,,,,,,,,
CC(=O)OC[C@@H]1O[C@H](C/C=N\OCC[C@H]2C=C[C@H](OC(C)=O)[C@@H](COC(C)=O)O2)C=C[C@@H]1OC(C)=O,,,,,,,,5.499998305302686,,,,,,,
CC(=O)OC[C@@H]1O[C@H](C/C=N\OC[C@@H](C)[C@H](OCc2ccccc2)C(C)C)C=C[C@@H]1OC(C)=O,,,,,,5.199998172182031,,,,,,,,,
CC(=O)OC[C@@H]1O[C@H](C/C=N\O[C@@H](C)CN2CCCCc3nc(C)c(C)cc32)C=C[C@@H]1OC(C)=O,,,,,,,5.499998305302686,5.499996931948306,,,,,,,
CC(=O)OC[C@@H]1O[C@H](C/C=N\O[C@@H](C)CN2CCCc3nc(C)c(C)cc32)C=C[C@@H]1OC(C)=O,,,,,,,5.499998305302686,5.39999854971442,,,,,,,
CC(=O)OC[C@@H]1O[C@H](C/C=N\O[C@@H](C)c2cc(-c3c(C)cc(C)cc3C)no2)C=C[C@@H]1OC(C)=O,,,,,,5.499996931948306,,5.499998305302686,,,,,,,
CC(=O)OC[C@@H]1O[C@H](C/C=N\O[C@@H](C)c2cn([C@H](CO)Cc3ccccc3)nn2)C=C[C@@H]1OC(C)=O,,,,,,,,5.349998726183001,,,,,,,
CC(=O)OC[C@@H]1O[C@H](C/C=N\O[C@@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)C=C[C@@H]1OC(C)=O,,,,,,,5.39999854971442,,,,,,,,
CC(=O)OC[C@@H]1O[C@H](CCO/N=C(\C)CCC(=O)OC[C@@H]2O[C@H](C#Cc3ccccc3)C=C[C@@H]2Oc2ccc(C)cc2)C=C[C@@H]1OC(C)=O,,,,,,5.199998172182031,,5.499998305302686,,,,,,,
CC(=O)OC[C@@H]1O[C@H](CCO/N=C(\C)CCN2CCCCc3nc(C)c(C)cc32)C=C[C@@H]1OC(C)=O,,,,,,,,5.499998305302686,,,,,,,
CC(=O)OC[C@@H]1O[C@H](CCO/N=C(\C)CCN2CCCc3nc(C)c(C)cc32)C=C[C@@H]1OC(C)=O,,,,,,,,5.399996913372259,,,,,,,
CC(=O)OC[C@@H]1O[C@H](CCO/N=C(\C)CCN2CCc3nc(-c4ccccc4)c(-c4ccccc4)cc3C2)C=C[C@@H]1OC(C)=O,,,,,,5.499998305302686,,5.399996913372259,,,,,,,
CC(=O)OC[C@@]1(O)C[C@]23CCC4c5ccoc5CC[C@@]4(C)C2CCC1C3,,,,,,,,4.499999678657065,,,,,,,
CC(=O)OC[C@H]1O[C@@H](O/N=C(\C)CCC(=O)OC[C@@H]2O[C@H](C#Cc3ccccc3)C=C[C@@H]2Oc2ccc(C)cc2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,,,,,,,5.39999854971442,5.499998305302686,,,,,,,
CC(=O)OC[C@H]1O[C@@H](O/N=C(\C)CCN2CCCCc3nc(C)c(C)cc32)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,,,,,,,5.39999854971442,5.39999854971442,,,,,,,
CC(=O)OC[C@H]1O[C@@H](O/N=C(\C)CCN2CCCc3nc(C)c(C)cc32)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,,,,,,,5.499998305302686,5.39999854971442,,,,,,,
CC(=O)OC[C@H]1O[C@@H](O/N=C(\C)CCN2CCc3nc(-c4ccccc4)c(-c4ccccc4)cc3C2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,,,,,,,5.499998305302686,5.299998902651582,,,,,,,
CC(=O)OC[C@H]1O[C@@H](O/N=C2/[C@H]3O[C@@H]3[C@@H](O)[C@H]3[C@H]2CCn2c(=O)n(-c4ccccc4)c(=O)n23)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,,,,,,,5.499998305302686,,,,,,,,
CC(=O)OC[C@H]1O[C@@H](O/N=C\[C@@H](C)[C@H](OCc2ccccc2)C(C)C)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,,,,,,,5.39999854971442,,,,,,,,
CC(=O)OC[C@H]1O[C@@H](ON=C(C)C)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,,,,,,,5.499998305302686,,,,,,,,
CC(=O)OC[C@H]1O[C@@H](n2ncc(=O)[nH]c2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,,,,,,,,,,,,,,5.360025701545049,
CC(=O)OC[C@H]1O[C@@](COC(C)=O)(O[C@H]2O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]2OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,,,,,,,,,,,,,4.446081794501688,,5.1780562606453255
CC(=O)OCc1c(C(F)(F)F)nn(C)c1Sc1ccccc1,,,,,4.800000874803203,,,,,,,,,,
CC(=O)OCc1ccc2c(c1)OCO2,,,,,,,,5.0,,,,5.648328517100444,4.498333886389085,4.197803209322238,4.498333607921229
CC(=O)OCc1ccco1,,,,,,,,,,,,,4.151350959282658,,
CC(=O)OCc1nc2ccccc2s1,,,,,5.550000451689026,,,,,,,,,,
CC(=O)O[C@@H]1C(=O)O[C@@H]2[C@H]1OC(=O)[C@@H]2OC(C)=O,,,,,,,,,,,,4.510030276850633,,,
CC(=O)O[C@@H]1CC2C3CCc4cc(OC(=O)c5ccccc5)ccc4C3CCC2(C)[C@H]1OC(C)=O,,,,,,,,,,,,,4.641729085798009,,
CC(=O)O[C@@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@H](C[C@H]5CCCC[C@@]54C(C)=O)[C@@H]3CC(=O)[C@@]2(O)C1,,,,,4.698970004336019,4.59999938302362,,,,,,,,,
CC(=O)O[C@@H]1CN2CCC1CC2,,,,,,,4.800000874803203,,,,,,,,
CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,,,,,,,,,,,,4.3988649544426,,,
CC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)O[C@H]1C,,,,,,,,,,,4.045757490560675,,,,
CC(=O)O[C@@H]1[C@@H](O)[C@@H](OC(C)=O)[C@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)O[C@H]1C,,,,,,,,,,,4.500312917381596,,,,
CC(=O)O[C@@H]1[C@@H](O)[C@H](C)O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@@H]1O,,,,,,,,,,,4.007446482167865,,,,
CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@@H](O)[C@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)O[C@H]1C,,,,,,,,,,,4.686132779630847,,,,
CC(=O)O[C@@H]1[C@@H](OC(C)=O)[C@H](C)O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@@H]1OC(C)=O,,,,,,,,,,,4.84163750790475,,,,
CC(=O)O[C@@H]1[C@H]([N+]2(C)CCCCC2)C[C@@H]2[C@@H]3CC[C@@H]4C[C@@H](OC(C)=O)[C@H]([N+]5(C)CCCCC5)C[C@@]4(C)[C@H]3CC[C@]21C,,,,,,,,6.0,,,,,,,
CC(=O)O[C@@]1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)CC[C@]4(C)C3CC[C@]21C,,,,,,,,5.499996931948306,,,,,,,
CC(=O)O[C@@]1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CC[C@@]4(C)C3CC[C@]21C,,,,,,,,4.40000018605658,,,,,,,
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,,,,,,,,,,,5.698970004336019,,,4.410030303250599,6.360015751958412
CC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,,,,,4.400116927926312,,,,,,,,,,
CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C.Cl,,,,,,,,,,,,,,4.298864798175959,
CC(=O)O[C@H]1C(=O)[C@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,,,,,4.500156298019331,4.59999938302362,,5.900003591826982,,,,,,,
CC(=O)O[C@H]1C2=CO[C@H](C)[C@H]3[C@H]4C5=C([C@H](O)[C@H]6O[C@@H]6C5=O)[C@H](O[C@H]4C)[C@@]23C(=O)[C@H]2O[C@@H]21,,,,,,,,5.39999854971442,,,,,,,
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]32)C1,,,,,,,,,,,,,4.498865393540615,,
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]4CC[C@H](c5cc(C(F)(F)F)n(C(C)=O)n5)[C@]4(C)CC[C@@H]32)C1,,,,,,,,6.199970640755866,,,,,,,
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@H]2CC[C@]2(C)C(=O)CC[C@H]32)C1,,,,,,4.800000874803203,,4.899998417198648,,,,,,,
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@H]4CC[C@@H]([C@H](C)C(=O)O)[C@]4(C)CC[C@H]32)C1,,,,,5.500156298019331,,,,,,,,,,
CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@H]3[C@H]2CC(=O)[C@@]2(C)[C@@H]3C[C@H]3CC(C)=CC(=O)[C@H]32)C1,,,,,,,,5.699991797446187,,,,,,,
CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@H]3[C@H]2CC(=O)[C@]2(C)[C@@H]3C[C@@H](N3CC3)[C@H]2C(C)=O)C1,,,,,7.400058556991446,,,5.399996913372259,,,,,,,
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1.[Br-],,,,,,,,,,,,,,,4.860029658404407
CC(=O)O[C@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,,,,,,,,,,,,4.198864633756791,,,
CC(=O)O[C@H]1C[C@H]2CC[C@@H]3[C@H]4C[C@@H]([N+]5(C)CCCCC5)[C@@H](OC(C)=O)[C@]4(C)CC[C@@H]3[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1,,,,,,4.59999938302362,,,,,,,,,
CC(=O)O[C@H]1[C@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)O[C@@H](C)[C@H](O)[C@H]1O,,,,,,,,,,,4.229147988357855,,,,
CC(=O)O[C@](C)(CCC=C(C)C)C1CC=C(C)CC1,,,,,,,,4.499999678657065,,,,,,,
CC(=O)O[C@]1(C(C)=O)CC[C@@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@]4(C)[C@H]3CC[C@]21C,,,,,,4.899998417198648,,5.499996931948306,,,,,,,
CC(=O)O[C@]1(C(C)=O)CC[C@@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]21C,,,,,,4.650000276730134,,5.249998465974153,,,,,,,
CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,,,,,,,,,5.0,,,,5.079447502453506,,
