SMILES,challenge_cyp1a2,challenge_cyp2c9,challenge_cyp2d6,challenge_cyp3a4,pharmabench_cyp2c9,pharmabench_cyp2d6,pharmabench_cyp3a4,tox21_cyp1a2,tox21_cyp2c9,tox21_cyp2d6,tox21_cyp3a4,chembl_cyp1a2,chembl_cyp2c9,chembl_cyp2d6,chembl_cyp3a4,octant_cyp3a4,aid1851_cyp1a2,aid1851_cyp2c9,aid1851_cyp2d6,aid1851_cyp3a4,aid1851_cyp2c19
C=CCNC(=S)N/N=C/c1ccc(-c2cc(Cl)ccc2Cl)o1,,,,,,,,,,,,6.95,,,5.0,,6.949999401714239,,,5.0,5.499999678657065
C=CCNC(=S)N/N=C/c1ccc(OCc2ccccc2)cc1,,,,,,,,,,,,4.85,4.8,,,,4.849999245077862,4.800000874803203,,,
C=CCNC(=S)N1CCN(c2ncc3c(=O)c(C(=O)O)cn(CC)c3n2)CC1,,,,,,,,,,,,,6.65,,,,,6.650000220873455,,,
C=CCNC(=S)NNC(=O)c1ccc2c(c1)OCO2,,,,,,,,,,,,4.85,,5.0,,,4.849999245077862,,5.0,,
C=CCNC(=S)NNc1ncnc2sc3c(c12)CC(C)(C)OC3,,,,,,,,,,,,4.9,5.05,,4.75,,4.899998417198648,5.049999969853415,,4.749999855918706,5.049999969853415
C=CCNC(=S)Nc1ccc2nc(C)c(C)nc2c1,,,,,,,,,,,,5.35,4.9,,4.8,,5.349999603463148,4.899998417198648,,4.800000874803203,
C=CCNC(N)=S,,,,,,,,4.449176276598058,4.408519115269048,4.232799964332092,4.333114335195921,,,,,,,,,,
C=CCNCC=C,,,,,,,,4.448864857638396,,,,,,,,,,,,,
C=CCNCCCCOc1c(Cl)cc(C)cc1Br,,,,,,,,,,,,6.7,,6.75,4.85,,,,,,
C=CCNCCCCOc1c(Cl)cc(C)cc1Br.O=C(O)C(=O)O,,,,,,,,,,,,,,,,,6.700000503883016,,6.749999855918706,4.849999245077862,5.049999969853415
C=CCNCCOCCOc1ccc(C)cc1[N+](=O)[O-],,,,,,,,,,,,6.1,,5.5,4.9,,6.100000128334196,,5.499999678657065,4.899998417198648,
C=CCNS(=O)(=O)c1cccc2cc(C(=O)O)c(O)cc12,,,,,,,,,,,,5.8,5.55,4.65,,,5.800000874803204,5.550000451689026,4.650000220873455,,
C=CCNc1cnn(-c2ccc(C)cc2)c(=O)c1Cl,,,,,,,,,,,,4.55,,,5.35,,4.550000451689026,,,5.349999603463148,4.949999401714239
C=CCNc1nc(-c2ccc(Cl)cc2)cs1,,,,,,,,,,,,5.65,4.65,4.6,4.85,,5.650000220873455,4.650000220873455,4.59999938302362,4.849999245077862,5.499999678657065
C=CCNc1nc(Cl)nc(Nc2ccc(OC)cc2)n1,,,,,,,,,,,,5.6,4.85,,4.85,,5.59999938302362,4.849999245077862,,4.849999245077862,6.650000220873455
C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1.CS(=O)(=O)O.CS(=O)(=O)O,,,,,,,,,,4.810029897405945,5.8600265120155415,,,,,,,,,,
C=CCNc1nc(SCC=C)nc2ccsc12,,,,,,,,,,,,6.3,,4.8,4.9,,6.300000202445418,,4.800000874803203,4.899998417198648,5.049999969853415
C=CCNc1oc(/C=C/c2ccccc2)nc1C#N,,,,,,,,,,,,5.45,5.35,4.7,4.8,,5.450000476425332,5.349999603463148,4.700000503883016,4.800000874803203,5.349999603463148
C=CCNc1sc(C(=O)c2ccc(C)cc2)c(N)c1C#N,,,,,,,,,,,,5.75,,,4.5,,5.749999855918706,,,4.499999678657065,5.149999867728904
C=CCNc1sc(C(=O)c2ccccc2)c(N)c1C#N,,,,,,,,,,,,5.5,,,,,5.499999678657065,,,,5.200000237109354
C=CCO,,,,,,,,4.373145559845744,,,,,,,,,,,,,
C=CCOC(=O)/C(=C\c1cccc2ccccc12)NC(=O)c1ccccc1,,,,,,,,,,,,,,,,,5.149999867728904,5.849999245077863,4.650000220873455,6.700000503883016,6.40000018605658
C=CCOC(=O)/C=C\C(=O)OCC=C,,,,,,,,4.491128366669093,4.241128209815033,,4.4411282997502255,,,,,,,,,,
C=CCOC(=O)C(=C)C,,,,,,,,4.3988649544426,,,,,,,,,,,,,
C=CCOC(=O)C(C(=O)CC)C(NC(=O)OC)c1ccc(F)cc1,,,,,,,,,,,,,,,5.5,,,,,,
C=CCOC(=O)C(C(C)=O)C(NC(=O)OC)c1ccc(Cl)cc1,,,,,,,,,,,,,5.5,,5.9,,,,,,
C=CCOC(=O)C(C(C)=O)C(NC(=O)OC)c1ccc(F)cc1,,,,,,,,,,,,,,,5.5,,,,,,
C=CCOC(=O)C(C(C)=O)C(NC(=O)OC)c1ccc2ccccc2c1,,,,,,,,,,,,,,,6.0,,,,,,
C=CCOC(=O)C(C(C)=O)C(NC(=O)OC)c1cccc(C(F)(F)F)c1,,,,,,,,,,,,,,5.4,5.8,,,,,,
C=CCOC(=O)C(C(C)=O)C(NC(=O)OC)c1cccc(C)c1,,,,,,,,,,,,,5.4,,5.6,,,,,,
C=CCOC(=O)C(C(C)=O)C(NC(=O)OC)c1cccc(F)c1,,,,,,,,,,,,,6.0,,7.1,,,,,,
C=CCOC(=O)C(C(C)=O)C(NC(=O)OC)c1ccccc1,,,,,,,,,,,,,,,5.4,,,,,,
C=CCOC(=O)C(C(C)=O)C(NC(=O)OC)c1ccco1,,,,,,,,,,,,,,,5.3,,,,,,
C=CCOC(=O)C(C(C)=O)C(NC(=O)OC)c1cccs1,,,,,,,,,,,,,,5.3,5.5,,,,,,
C=CCOC(=O)C(C)(C)OC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)ccc1Cl,,,,,,,,4.45707752093567,4.557078322107685,4.557078322107685,6.257039329785847,,,,,,,,,,
C=CCOC(=O)C(Cc1cccc2ccccc12)=NC(=O)c1ccccc1,,,,,,,,,,,,5.15,5.85,4.65,6.7,,,,,,
C=CCOC(=O)C1=C(C)NC(SC)=C(C#N)C1c1cccs1,,,,,,,,,,,,,,,,,5.700000503883016,5.749999855918706,4.59999938302362,5.499999678657065,6.749999855918706
C=CCOC(=O)C1=C(C)NC(SCC(=O)Nc2nccs2)=C(C#N)C1c1ccc(Cl)cc1,,,,,,,,,,,,,,,,,4.800000874803203,5.59999938302362,4.59999938302362,5.899998417198648,5.700000503883016
C=CCOC(=O)C1=C(C)NC(SCC(=O)OCC)=C(C#N)C1c1ccc(C)cc1,,,,,,,,,,,,,,,,,4.899998417198648,5.100000128334196,4.849999245077862,5.650000220873455,5.550000451689026
C=CCOC(=O)C1C(C)=NC(SC)=C(C#N)C1c1cccs1,,,,,,,,,,,,5.7,5.75,4.6,5.5,,,,,,
C=CCOC(=O)C1C(C)=NC(SCC(=O)Nc2nccs2)=C(C#N)C1c1ccc(Cl)cc1,,,,,,,,,,,,4.8,5.6,4.6,5.9,,,,,,
C=CCOC(=O)C1C(C)=NC(SCC(=O)OCC)=C(C#N)C1c1ccc(C)cc1,,,,,,,,,,,,4.9,5.1,4.85,5.65,,,,,,
C=CCOC(=O)CC=NC(=O)/C=C/C=C/CCCCCCCC(C)O,,,,,,,,,,,,,5.5,,5.45,,,,,,
C=CCOC(=O)CCCCCCCC,,,,,,,,4.395333393952827,,4.195333870479099,,,,,,,,,,,
C=CCOC(=O)COCCC(C)C,,,,,,,,,,4.156358666385592,,,,,,,,,,,
C=CCOC(=O)NCC1(CNS(=O)(=O)C(F)(F)F)CCN(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c2ccccc2F)CC1,,,,,4.886056647693163,,,,,,,,4.89,,,,,,,,
C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1,,,,,,,,5.2488672255444015,6.498803757972912,4.3988649544426,5.798876102792621,,,,,,,,,,
C=CCOC(=O)c1ccccc1C(=O)OCC=C,,,,,,,,5.552257165016417,5.32725391434246,4.205640239035108,5.252252239670919,,,,5.3,,,,,,
C=CCOC(=O)c1ccccc1N,,,,,,,,4.845685603436225,4.39568644863326,4.195686066796907,4.39568644863326,,,,,,,,,,
C=CCOC(C)=O,,,,,,,,4.404922842992303,4.254922865108714,,,,,,,,,,,,
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,,,,,,,,5.723149829039327,6.073159227373214,5.273158034247439,6.823224214793078,,,,,,,,,,
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl.O=S(=O)(O)O,,,,,,,,5.840613299038245,6.160019442321658,5.310025555333226,6.910094888560602,,,,,,,,,,
C=CCOCC(CC)(CO)COCC=C,,,,,,,,4.548864726812244,4.498865393540615,,4.448864857638396,,,,,,,,,,
C=CCOCC(CO)(COCC=C)COCC=C,,,,,,,,4.644299507218118,5.244300421325839,,4.894299108158815,,,,,,,,,,
C=CCOCC(O)CCl,,,,,,,,4.3988649544426,,,,,,,,,,,,,
C=CCOCC(O)CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,,,,,,,,,,,,,,7.0,,,,,,,
C=CCOCC/C=C1/c2ccccc2C(OC)C1C,,,,,,,,,,,,,7.5,5.5,5.5,,,,,,
C=CCOCC1CO1,,,,,,,,,,,4.459602945735281,,,,,,,,,,
C=CCON/C(CCC)=C1\C(=O)CC(C)(C)C(C(=O)OC)=C1[O-].[Na+],,,,,,,,4.311102538828902,4.453848624531033,,4.453848624531033,,,,,,,,,,
C=CCO[C@@H](Cn1ccnc1)c1ccc(Cl)cc1Cl,,,,,,,,,,,,7.5,7.0,5.3,6.7,,7.499999678657065,7.0,5.300000202445418,6.700000503883016,8.0
C=CCOc1c(Br)cc(Br)cc1Br,,,,,,,,5.59885804480627,4.948862919408721,,4.645993420617777,,,,,,,,,,
C=CCOc1c(Br)cc(CNc2ccc(NC(=O)C(C)C)c(OC)c2)cc1OC,,,,,,,,,,,,4.8,8.25,,5.45,,4.800000874803203,8.250000251143582,,5.450000476425332,5.450000476425332
C=CCOc1c2ccc(C(=O)NC3CCCc4ccccc43)cc2nn1C,,,,,,,,,,,,4.8,,4.65,,,4.800000874803203,,4.650000220873455,,
C=CCOc1c2ccc(C(=O)NCc3ccccc3OC)cc2nn1C,,,,,,,,,,,,4.8,,,,,4.800000874803203,,,,4.550000451689026
C=CCOc1cc(Cl)ccc1C(=O)NCCN(CC)CC,,,,,,,,5.510027465964983,,6.560036064079095,4.760030197409634,,,,,,,,,,
C=CCOc1ccc(CNC(C)(C)CO)cc1OC,,,,,,,,,,,,,,5.85,,,,,,,
C=CCOc1ccc(CNC(C)(C)CO)cc1OC.Cl,,,,,,,,,,,,,,,,,,,5.849999245077863,,
C=CCOc1ccc(CNC(C)(C)CO)cc1OCC,,,,,,,,,,,,,,5.85,,,,,,,
C=CCOc1ccc(CNC(C)(C)CO)cc1OCC.Cl,,,,,,,,,,,,,,,,,,,5.849999245077863,,
C=CCOc1ccc(OCC(O)CNC(C)C)cc1,,,,,,4.6777807052660805,,,,,,,,4.68,,,,,,,
C=CCOc1ccc2cccc(/C=N/NC(=O)c3cc4cc([N+](=O)[O-])ccc4s3)c2c1,,,,,,,,,,,,5.65,,,5.6,,5.650000220873455,,,5.59999938302362,6.40000018605658
C=CCOc1cccc(CNn2cn[nH]c2=S)c1,,,,,,,,,,,,5.5,5.2,,4.55,,5.499999678657065,5.200000237109354,,4.550000451689026,5.100000128334196
C=CCOc1cccc2oc(=O)ccc12,,,,,,,,,,,,,,,4.55,,,,,,
C=CCOc1ccccc1CNC(=O)c1cnn(-c2ccc(=O)[nH]n2)c1C,,,4.56712387,,,,,,,,,,,,,,,,,,
C=CCOc1ccccc1OCC(O)CNC(C)C.Cl,,,,,,,,4.860029658404407,,5.010029874726081,,,,,,,,,,,
C=CCOc1ccccc1OC[C@H](O)CNC(C)C,,,,,,,,,,,,5.3,,5.1,,,5.300000202445418,,5.100000128334196,,
C=CCOc1nc(OCC=C)nc(OCC=C)n1,,,,,,,,5.2488672255444015,4.898864942667959,4.448864857638396,4.898864942667959,,,,,,,,,,
C=CCOc1nccc(C(F)(F)F)c1C(=O)N1CCC[C@@](Oc2csc(C(F)(F)F)c2)(C(=O)N2CCN(c3ccccc3OCCO)CC2)[C@H]1CCC,,,,,,,,,,,,,,,4.77,,,,,,
C=CCSC1=Nc2sccc2C2=NC(=O)CN12,,,,,,,,,,,,,,,,,5.749999855918706,,,5.100000128334196,5.100000128334196
C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,,,,,,,,,,,4.760030197409634,,,,4.4,,,,,,
C=CCSC[C@@H]1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,,,,,,,,,,,,,6.9,,,,,,,,
C=CCSSCC=C,,,,,,,,4.498865393540615,,,,,,,4.6,,,,,,
C=CCSSCCC,,,,,,,,,,4.200283913762908,,,,,,,,,,,
C=CCSSSCC=C,,,,,,,,,,,,,,,4.4,,,,,,
C=CCSc1ccccc1NC(=O)C(=O)N1CCN(C(=O)c2ccc(F)cc2)CC1,,4.681246973,,,,,,,,,,,,,,,,,,,
C=CCSc1nc(=O)c2sc3nc(C)cc(C)c3c2[nH]1,,,,,,,,,,,,5.95,5.1,,4.95,,,,,,
C=CCSc1nc(C)cc(/C=C\c2ccccc2)c1C#N,,,,,,,,,,,,5.6,,5.55,5.35,,5.59999938302362,,5.550000451689026,5.349999603463148,5.250000251143582
C=CCSc1nc(NC)c2sccc2n1,,,,,,,,,,,,6.0,,,4.6,,6.0,,,4.59999938302362,4.849999245077862
C=CCSc1nc(Oc2ccccc2)c2sccc2n1,,,,,,,,,,,,5.6,5.05,,5.0,,5.59999938302362,5.049999969853415,,5.0,5.650000220873455
C=CCSc1nc2c(sc3nc(C)cc(C)c32)c(=O)[nH]1,,,,,,,,,,,,,,,,,5.949999401714238,5.100000128334196,,4.949999401714239,5.200000237109354
C=CCSc1nc2ccccc2c(=O)n1Cc1ccco1,,,,,,,,,,,,7.6,5.4,,,,7.59999938302362,5.40000018605658,,,5.999999999999999
C=CCSc1nc2ccccc2n1C(=O)/C=C/c1cc(OC)c(OC)c(OC)c1,,,,,,,,,,,,5.15,5.1,,5.1,,5.149999867728904,5.100000128334196,,5.100000128334196,5.650000220873455
C=CCSc1nc2ccccc2n1Cc1nnc(-c2cccs2)o1,,,,,,,,,,,,,,,,5.74272335,,,,,
C=CCSc1nc2sccc2c2nc(O)cn12,,,,,,,,,,,,5.75,,,5.1,,,,,,
C=CCSc1ncccc1C(=O)NCc1ccc(C)cc1,,,,,,,,,,,,6.1,4.9,,4.95,,6.100000128334196,4.899998417198648,,4.949999401714239,5.59999938302362
C=CCSc1nn2c(=O)c3ccccc3nc2s1,,,,,,,,,,,,6.0,4.6,4.6,4.7,,6.0,4.59999938302362,4.59999938302362,4.700000503883016,4.899998417198648
C=CCSc1nnc(-c2cc3c(-c4ccccc4)nn(C)c3s2)n1C,,,,,,,,,,,,6.55,4.85,4.85,5.8,,6.550000451689026,4.849999245077862,4.849999245077862,5.800000874803203,4.749999855918706
C=CCSc1nnc(-c2cc3c(C(F)(F)F)nn(C)c3s2)n1C,,,,,,,,,,,,5.95,,4.75,5.05,,5.949999401714238,,4.749999855918706,5.049999969853415,5.450000476425332
C=CCSc1nnc(NC(=O)COc2ccc3ccccc3c2)s1,,,,,,,,,,,,,5.05,,,,,5.049999969853414,,,5.650000220873455
C=CCSc1nnc2c(n1)OC(c1c(C)[nH]n(-c3ccccc3)c1=O)Nc1ccccc1-2,,,,,,,,,,,,4.8,6.35,6.8,4.85,,4.800000874803203,6.349999603463148,6.800000874803204,4.849999245077862,5.049999969853414
C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,,,,,,,6.0,,,,,,,,,,,,,,
C=CC[C@@H]1C=C(C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](C(C)=C[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,,,4.258582557,,,,,,,,,,,,,,,,,,
C=CC[C@@H]1C=C[C@@H](O/N=C(/C)CCC(=O)OC[C@@H]2O[C@H](C#Cc3ccccc3)C=C[C@@H]2Oc2ccc(C)cc2)[C@@H](CO)O1,,,,,,,,,,,,,,,5.3,,,,,5.300000202445418,
C=CC[C@@H]1C=C[C@@H](O/N=C(/C)CCC(=O)OC[C@@H]2O[C@H](c3ccccc3)C=C[C@@H]2Oc2ccc(OC)cc2)[C@@H](CO)O1,,,,,,,,,,,,,7.9,,5.400000000000001,,,7.899998417198648,,5.40000018605658,5.899998417198648
C=CC[C@@H]1C=C[C@@H](O/N=C2/[C@H]3O[C@@H]3[C@@H](O)[C@H]3[C@H]2CCn2c(=O)n(-c4ccccc4)c(=O)n23)[C@@H](CO)O1,,,,,,,,,,,,,,,5.5,,,,,5.499999678657065,
C=CC[C@@H]1C=C[C@@H](O/N=C\C[C@@H]2C=C[C@H](OC(C)=O)[C@H](COC(C)=O)O2)[C@@H](CO)O1,,,,,,,,,,,,,,,5.400000000000001,,,,,5.40000018605658,
C=CC[C@@H]1C=C[C@@H](O/N=C\[C@@H](NS(=O)(=O)c2ccc(C)cc2)[C@H](C)/C=C\CC(=O)OC)[C@@H](CO)O1,,,,,,,,,,,,,,,5.400000000000001,,,,,5.40000018605658,
C=CC[C@@H]1C=C[C@@H](O/N=C\[C@@H](OC)[C@H](C)/C=C\CC(=O)OC)[C@@H](CO)O1,,,,,,,,,,,,,,,5.5,,,,,5.499999678657065,
C=CC[C@@H]1C=C[C@@H](O/N=C\c2ccc(C(=O)N3[C@H](c4ccc(C)cc4)[C@@H](C)CC[C@H]3C(=O)OC)cc2)[C@@H](CO)O1,,,,,,,,,,,,,5.4,,5.400000000000001,,,5.40000018605658,,5.40000018605658,5.499999678657065
C=CC[C@@H]1C=C[C@H](O/N=C(\C)CCN2CCCCc3nc(C)c(C)cc32)[C@H](CO)O1,,,,,,,,,,,,,,5.4,5.400000000000001,,,,5.40000018605658,5.40000018605658,
C=CC[C@@H]1C=C[C@H](O/N=C(\C)CCN2CCCc3nc(C)c(C)cc32)[C@H](CO)O1,,,,,,,,,,,,,,5.5,5.599999999999999,,,,5.499999678657065,5.59999938302362,
C=CC[C@@H]1C=C[C@H](O/N=C(\C)CCN2CCc3nc(-c4ccccc4)c(-c4ccccc4)cc3C2)[C@H](CO)O1,,,,,,,,,,,,,7.1,,5.400000000000001,,,7.100000128334197,,5.40000018605658,
C=CC[C@@H]1C=C[C@H](O/N=C(\C)CCN2CCc3nc(CC)c(CC)cc3C2)[C@H](CO)O1,,,,,,,,,,,,,,5.4,,,,,5.40000018605658,,
C=CC[C@@H]1C=C[C@H](O/N=C2\c3cc(OC)ccc3O[C@H](c3cccc(OC)c3)[C@H]2O)[C@H](CO)O1,,,,,,,,,,,,,6.4,5.3,,,,6.40000018605658,5.300000202445418,,5.499999678657065
C=CC[C@@H]1C=C[C@H](O/N=C\[C@@H](C)[C@H](OCc2ccccc2)C(C)C)[C@H](CO)O1,,,,,,,,,,,,,5.4,,5.400000000000001,,,5.40000018605658,,5.40000018605658,
C=CC[C@@H]1C=C[C@H](Oc2ccc(C)cc2)[C@H](COC(=O)NCc2cccc3ccccc23)O1,,,,,,,,,,,,,5.4,5.1,5.5,,,5.40000018605658,5.100000128334196,5.499999678657065,5.899998417198649
C=CC[C@H](N)C(=O)O,,,,,,,,,,,,,,,4.4,,,,,,
C=CC[C@H]1N(C(=O)c2cnccc2C(F)(F)F)CCC[C@@]1(Oc1ccc(C(F)(F)F)cc1)C(=O)N1CCN(c2ccccc2OCCOC)CC1,,,,,,,,,,,,,,,5.68,,,,,,
C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,,,,,,,,,4.860029658404407,,6.160019442321658,,,,,,,,,,
C=CC[N+]1(CC#CCOC(c2ccccc2)c2ccccc2)CCOCC1,,,,,,,,,,,,,,5.15,,,,,,,
C=CC[N+]1(CC#CCOC(c2ccccc2)c2ccccc2)CCOCC1.[Cl-],,,,,,,,,,,,,,,,,,,5.149999867728904,,
C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1.[Br-],,,,,,,,,,4.96003097313254,5.310025555333226,,,,,,,,,,
C=CC[n+]1c(-c2ccc(C)cc2)csc1NNC(=O)Nc1ccccc1,,,,,,,,,,,,5.0,5.0,5.5,5.45,,,,,,
C=CC[n+]1c(-c2ccc(C)cc2)csc1NNC(=O)Nc1ccccc1.[Br-],,,,,,,,,,,,,,,,,5.0,5.0,5.499999678657065,5.450000476425332,5.300000202445418
C=CCc1cc(C=O)cc(OC)c1OCc1ccc(Cl)cc1,,,,,,,,,,,,5.95,5.05,,4.75,,5.949999401714238,5.049999969853415,,4.749999855918706,6.100000128334196
C=CCc1cc(OC)c2c(c1)OCO2,,,,,,,,5.629043035583546,4.429052140917414,4.629052278349855,5.079052713902801,,,,5.0,,,,,,
C=CCc1cc(OC)c2c(c1OC)OCO2,,,,,,,,,,,,,,,5.1,,,,,,
C=CCc1cc(S(=O)(=O)c2ccc(O)c(CC=C)c2)ccc1O,,,,,,,,,6.348818937555312,5.19886394724405,4.798865170407076,,,,,,,,,,
C=CCc1ccc(C(=O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,,,,,,,,,,,,,4.68,,5.26,,,,,,
C=CCc1ccc(O)c(OC)c1,,,,,,,,4.50135041526701,4.348864512263225,4.701349932773607,4.454447342137559,,,,5.4,,,,,,
C=CCc1ccc(OC(=O)c2ccccc2)c(OC)c1,,,,,,,,,,,,,,,5.3,,,,,,
C=CCc1ccc(OC)c(OC)c1,,,,,,,,4.596396784654946,4.3988649544426,,,,,,,,,,,,
C=CCc1ccc(OC)cc1,,,,,,,,4.412140928786882,,5.1621402125011135,,,,,4.9,,,,,,
C=CCc1ccc(OCCOCCOc2ccc(C)cc2[N+](=O)[O-])c(OC)c1,,,,,,,,,,,,5.45,6.25,4.9,5.75,,5.450000476425332,6.250000251143582,4.899998417198648,5.749999855918706,6.0
C=CCc1ccc(S(=O)(=O)N(CCCO)c2ccnn2-c2ccccc2)cc1,,,,,,,,,,,,,4.1,,,,,,,,
C=CCc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,,,,,,,,,,,,,6.0,,,,,,,,
C=CCc1ccc([N+](C)(C)CCC(=O)CC[N+](C)(C)c2ccc(CC=C)cc2)cc1,,,,,,,,,,,,4.5,,4.5,,,4.499999678657065,,4.499999678657065,,
C=CCc1ccc2c(c1)OCO2,,,,,,,,4.497804059032973,,,,5.0,,,5.5,,,,,,
C=CCc1cccc(C2C(C)CCC3C(=O)N4C(CCC(C)C4c4cccc(CC=C)c4)C(=O)N32)c1,,,,,,,,,,,,,5.4,5.5,6.7,,,,,,
C=CCc1cccc(C2C(C)CCC3C(=O)N4C(Cc5c([nH]c6ccccc56)C4c4cc(OC)c(OC)c(OC)c4)C(=O)N32)c1,,,,,,,,,,,,,,5.4,5.4,,,,,,
C=CCc1cccc(C2Nc3ccccc3C(=O)N2O)c1O,,,,,,,,,,,,5.4,5.3,6.45,4.7,,5.40000018605658,5.300000202445418,6.450000476425332,4.700000503883016,5.800000874803204
C=CCc1cccc2cc(C(=O)N(CC)CC)c(=O)oc12,,,,,,,,,,,,5.85,,,4.95,,5.849999245077863,,,4.949999401714239,4.550000451689026
C=CCc1ccccc1O,,,,,,,,4.498865393540615,4.448864857638396,,,,,,,,,,,,
C=CCc1ccccc1OCC(O)CNC(C)C,,,,,,,,5.26003230324049,,5.310025555333226,,,,,,,,,,,
C=CCc1ccccc1OC[C@H](O)CNC(C)C,,,,,,,,,,,,5.3,,5.1,,,5.264705825525966,,5.100000118554677,,
C=CCc1ccccc1OC[C@H](O)CN[C@]1(C)CCC[C@@H](C(C)(C)NC(=O)CBr)C1,,,,,,,,,,,,,,6.2,5.7,,,,6.200000237109354,5.700000503883016,
C=CCn1c(-c2ccc(Cl)cc2)ccc(C#N)c1=O,,,,,,,,,,,,6.3,5.15,,5.35,,6.300000202445418,5.149999867728904,,5.349999603463148,5.700000503883016
C=CCn1c(-c2cccn(Cc3ccccc3)c2=O)n[nH]c1=S,,,,,,,,,,,,,,,4.9,,,,,4.899998417198648,4.59999938302362
C=CCn1c(=O)[nH]c(O)c(C(CC)=NC2CC2)c1=O,,,,,,,,,,,,6.15,,5.95,,,,,,,
C=CCn1c(=O)c(C(=O)NCCN(CC)CC)c(O)c2ccccc21,,,,,,,,,,,,5.85,5.05,5.35,,,,,,,
C=CCn1c(=O)c(C(=O)NCCN(CC)CC)c(O)c2ccccc21.Cl,,,,,,,,,,,,,,,,,5.849999245077863,5.049999969853415,5.349999603463148,,
C=CCn1c(=O)c(C=Nc2cccc([N+](=O)[O-])c2)c(O)n(CCCC)c1=O,,,,,,,,,,,,5.15,4.85,4.9,,,5.149999867728904,4.849999245077862,4.899998417198648,,4.749999855918706
C=CCn1c(=O)c2c(nc(Br)n2Cc2ccccc2Cl)n(C)c1=O,,,,,,,,,,,,4.8,4.85,,6.1,,4.800000874803203,4.849999245077862,,6.100000128334196,6.100000128334196
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)C(O)(CC)CC2,,,,,,,,,,,,,,,5.16,,,,,,
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,,,,,,,,,,,,,,,4.72,,,,,,
C=CCn1c(=O)c2sc(N(CC)CC)nc2n(CC(=O)NCc2ccc(Cl)cc2)c1=O,,,,,,,,,,,,,,,,6.052881505,,,,,
C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,,,,,,,,4.500284056998402,,4.200283913762908,5.100283434381408,,,,5.0,,,,,,
C=CCn1c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21,,,,,,,,4.657158032653341,,,,,,,,,,,,,
C=CCn1c(C(C)NC(=O)c2ccccc2)n[nH]c1=S,,,,,,,,,,,,,4.75,,,,,4.749999855918706,,,5.300000202445418
C=CCn1c(C)c(C(C)=O)c(N2CCN(c3ccccc3)CC2)nc1=S,,,,,,,,,,,,,4.9,4.65,4.6,,,4.899998417198648,4.650000220873455,4.59999938302362,5.250000251143582
C=CCn1c(C)c(C)c2cc(-n3ccccc3=O)nc(NCc3c(C)cccc3C)c21,,,,,6.301029995663981,4.585026652029182,5.619788758288394,,,,,4.21,6.3,4.58,5.62,,,,,,
C=CCn1c(C)cc(C(=O)CN2C(=O)c3ccccc3C2=O)c1C,,,,,,,,,,,,,,,5.55,,,,,5.550000451689026,5.40000018605658
C=CCn1c(CCC(=O)O)ccc1-c1ccc(F)cc1,,,,,,,,,,,,,4.7,,,,,4.700000503883016,,,5.0
C=CCn1c(COc2ccccc2)nnc1SCC(=O)N/N=C/c1ccc(C)cc1,,,,,,,,,,,,5.45,4.95,4.4,5.5,,5.450000476425332,4.949999401714239,4.40000018605658,5.499999678657065,4.800000874803203
