SMILES,pic50_cyp2c9,pic50_cyp2d6,pic50_cyp3a4,censored_cyp2c9,censored_cyp2d6,censored_cyp3a4
O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1cc(-c2c(Cl)cccc2Cl)on1,,,4.769551078621726,,,False
COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COc2ccc3c(c2)N(CCN2CCOC2=O)CCC3)cc1,,,5.421360790031928,,,False
CC(C)(Cc1c[nH]c2ccccc12)NCC(O)COc1ccccc1C#N,,7.301029995663981,,,False,
COc1ccc2[nH]c(SCc3ccc(I)cc3)nc2c1,5.288192770958809,6.3872161432802645,,False,False,
Cn1c(N2CCO[C@@H](c3ccc(C#N)cc3F)C2)nc(-c2ccncn2)cc1=O,,4.573488738635425,,,False,
O=C(CNc1ccc(-c2ccc(NC(=O)C3CC3)nc2)cc1)Nc1ccc(CN2CCNCC2)c(C(F)(F)F)c1,,,5.958607314841775,,,False
CCC(=O)N1CC[C@@H](CN2CCC[C@@H](Cc3ccc(F)cc3)C2)[C@H](NC(=O)Nc2nc(C)c(C(C)=O)s2)C1,,5.823908740944319,,,False,
CN(CC(=O)N(C)C(CN1CCCC1)c1ccc(-c2ccccc2)cc1)c1ccc(Cl)c(Cl)c1,,5.229147988357855,,,False,
CC(C)c1cc(Oc2c(Cl)cc(-n3nc(C#N)c(=O)[nH]c3=O)cc2Cl)n[nH]c1=O,4.657577319177793,,,False,,
COc1cc(C[C@@H](CO)[C@H](CO)Cc2ccc3c(c2)OCO3)cc(OC)c1OC,,,6.096910013008056,,,False
COC(=O)CCCN[C@@H](Cn1c(=O)c(-c2cccc(OC)c2F)cn(Cc2c(F)cccc2C(F)(F)F)c1=O)c1ccccc1,,,6.292429823902063,,,False
CC(C)(F)C(=O)NC[C@@H]1CCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,,4.707743928643524,,,False,
O=C(C1CCCCC1)N1CCC(C(O)CC2c3ccccc3-c3cncn32)CC1,,5.022276394711152,,,False,
CC[C@@H](c1ccc(-c2ccc(=O)n(CC)c2)cc1)N1CC[C@](CC(C)(C)O)(c2ccccc2)OC1=O,4.692503962086787,,,False,,
Cc1c(Oc2ccc(S(C)(=O)=O)cc2F)ncnc1OC1CCN(C(=O)OC(C)C)CC1,5.275724130399211,,,False,,
Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,,,4.958607314841775,,,False
O=C(O)COc1c(C(=O)O)sc(-c2cccc(NC3CCN(S(=O)(=O)Cc4ccccc4)CC3)c2)c1Br,4.3979400086720375,,,False,,
O=C(Nc1ccc(-c2cccc3ccccc23)cc1)Nc1ccc(-c2ccnc3[nH]cnc23)cc1,,,5.769551078621726,,,False
CN1C[C@@H]2CCCC[C@]2(c2ccc(Cl)c(Cl)c2)C1,,5.096910013008056,5.277366077466188,,False,False
Cc1nccn1-c1ccc(-c2cn(CC(=O)Nc3cccc(Cl)c3Cl)nn2)cn1,,4.7447274948966935,,,False,
O=C(CCc1[nH]nc2c1ccc1cc(O)ccc12)Nc1ccccc1C(=O)O,5.036212172654444,,,False,,
COc1ccc(-c2nc(COc3cccc(CN(CC(=O)O)C(=O)Oc4ccc(C)cc4)c3)c(C)o2)cc1,5.552841968657781,,,False,,
CN[C@@H]1CCN(C(=O)[C@@H](COCc2ccccc2)NC(=O)c2cccnc2Oc2ccc(C(F)(F)F)cc2Cl)C1,,,4.920818753952375,,,False
Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5cccnc5)cnc(N)c34)cc2)c1,,,6.6020599913279625,,,False
CC(C)C(=O)N(Cc1ccc(Cl)c(Cl)c1Cl)[C@H]1CCNC1,,4.75448733218585,,,False,
CN(C[C@H]1Cc2c(cccc2N2CCN(C3CC3)CC2)CN1)[C@H]1CCCc2cccnc21,,5.215382707367125,,,False,
NCCC(=O)Nc1cccc2c1cnn2S(=O)(=O)c1cccc2ccccc12,5.154901959985743,4.0,4.522878745280337,False,True,False
Cc1cccc(C)c1CNc1nc(-n2ccccc2=O)cc2c(C)c(C)[nH]c12,5.481486060122113,,5.522878745280337,False,,False
COc1ccccc1CC(c1ccc(F)cc1)N1CCNCC1,,4.91721462968355,,,False,
CN1CC=C(c2c[nH]c3ccc(NC(=N)c4ccco4)cc23)CC1,,4.688246138944246,,,False,
O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,4.104025267640935,4.2051635421854385,4.498940737782249,False,False,False
CC[C@@H]1CCC[C@H](C2(CC(=O)N3CCN4CCCC[C@H]4C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,,,5.376750709602099,,,False
O=C(O)CCCOc1ccc(-c2cc(OC(F)(F)F)ccc2Cl)cc1,4.481881052856847,,,False,,
CCNCC1(O)Cc2ccccc2C1Oc1ccccc1C,,5.886056647693163,,,False,
COc1ccc(C(=O)NC(C)Cc2ccccn2)cc1OC1CCN(C(C)C)CC1,,4.567030709125595,4.549750891680639,,False,False
C[C@H](c1cccnc1Cl)c1c(CCN(C)C)sc2ccccc12,,5.022276394711152,,,False,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3cccc4ncccc34)sc21,5.221848749616356,,4.698970004336019,False,,False
COc1cccc(OC)c1[C@@H]1C[C@@H](O)C(=O)N1Cc1ccc2oc3ccccc3c2c1,,,4.7447274948966935,,,False
CCCCC1(c2ccc3[nH]ccc3c2)CCNC1,,5.468521082957745,,,False,
Cc1cc(C)c(NC(=O)Nc2cc3ccccc3cc2C(=O)NC(C(=O)O)C2CCOCC2)c(C)c1,5.619788758288394,,,False,,
COc1ccc(Cl)cc1N1CCN(C(=O)c2ccc(C(=O)C(F)(F)F)s2)CC1,5.7447274948966935,,,False,,
O=C(NCC1(O)CCCCC1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,,,5.0,,,False
[2H]C([2H])(N[C@H]1C[S@+]([O-])C[C@@H](Cc2cc(F)c(N)c(O[C@H](COC)C(F)(F)F)c2)[C@@H]1O)c1cccc(C(C)(C)C)c1,,,6.849485002168009,,,False
CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccc(C)cc3)C2)nc1C,4.698970004336019,,4.698970004336019,False,,False
CN(C)[C@H]1C[C@@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,,,4.721246399047171,,,False
Cc1ccc2c(N3CCN(CCc4ccc(F)c(-c5cncnc5)c4)CC3)cccc2n1,5.0,,,False,,
CC(C)N1CCN(C(=O)N2CCC(C(C)(C)C)CC2)CC1,,5.154901959985743,,,False,
CC(C)(C(=O)c1cccnc1)c1cccnc1,,,5.306999827360513,,,False
CC(C)n1c(/C=C/C(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,6.3979400086720375,,,False,,
CC(C)CN1CCC(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4o3)cc2)CC1,6.721246399047171,,,False,,
O=C1Nc2ccccc2[C@]12C[C@H]2c1ccc2c(/C=C/c3ccc(N4CCNCC4)cc3)n[nH]c2c1,5.769551078621726,,,False,,
C[C@]1(CCOc2cc(F)c(S(=O)(=O)Nc3ncns3)cc2F)CC[C@H](N)CC1,,,5.522878745280337,,,False
Cc1nnc(C(C)C)n1[C@@H]1C[C@H]2CC[C@@H](C1)N2CC[C@H](NC(=O)C1CCCC1)c1cccs1,,4.774690718274137,,,False,
COc1ccc2c(O[C@H](C)c3nnc4ccc(-c5ccccc5)nn34)ccnc2c1,,,4.7447274948966935,,,False
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C,4.22548303427145,,5.142667503568731,False,,False
COC(=O)N1CC[C@H](N(Cc2cccc(F)c2F)c2ccc(C#N)c(Cl)c2)C1,5.920818753952375,5.173925197299173,,False,False,
Cn1c(-c2cccc(N)n2)c(C2CCCC2)c2ccc(C(=O)NC3(C(=O)Nc4ccc(/C=C/C(=O)O)cc4)CCC3)cc21,,,5.154901959985743,,,False
CC(C)Nc1noc2c(-c3ccc4c(N5CCOC[C@@H]5C)nncc4c3)c(Cl)ccc12,,,5.346787486224656,,,False
Cc1cc(/C=C/C(=O)/C=C/c2cc(C)c(O)c(C)c2)cc(C)c1O,4.202040356262804,4.87942606879415,4.0,False,False,True
C[C@@H](O[C@H]1CC[C@@H]2CN(C3=CC(=O)CC3)C[C@H]2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,4.522878745280337,4.455931955649724,4.4089353929735005,False,False,False
CC(C)(c1cc(-c2cccc(-c3cccnc3)c2)c2ncccc2c1)S(C)(=O)=O,6.200659450546418,,,False,,
CN1CCc2ccc(NS(=O)(=O)c3ccc(-c4ccc(Cl)cc4)cc3)cc2CC1,,5.823908740944319,,,False,
CC(C)C[C@@H](c1cccc(F)c1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2Cl)N2CCCC2=O)CC1)N(C)CCN,,,6.187086643357144,,,False
COc1cccc(N2C(=O)N(Cc3ccccc3F)C3(CCN(Cc4ccc(-c5ccncc5)cc4)CC3)C2=O)c1,,,6.522878745280337,,,False
COCCN(C)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,,5.35222594973117,,,False,
O=C(OCc1ccccc1)N1CCC(CNc2cccnc2)CC1,4.920818753952375,5.769551078621726,,False,False,
O=C1CCCN1Cc1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1F,5.045757490560675,,,False,,
COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,,,4.537602002101044,,,False
CNC1CCCC(c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)C1,,5.289036881004725,4.0,,False,True
Clc1cc(-c2nc(CSc3nnc(-c4ccncc4)n3C3CC3)no2)ccn1,,,4.847711655616943,,,False
COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COc2ccc3c(c2)N(CCC(=O)O)CCC3)cc1,,,5.0,,,False
Cn1c(-c2ccc(Cl)cn2)c(C2CCCC2)c2ccc(C(=O)NC(C)(C)C(=O)Nc3ccc(/C=C/C(=O)O)cc3)cc21,,,5.026872146400302,,,False
CN(C(=O)C1CCc2cc(S(N)(=O)=O)ccc2O1)[C@H](CN1CC[C@H](O)C1)c1ccccc1,,5.7447274948966935,,,False,
CCCCCCCCCCCc1cccn1C1c2ccccc2CCc2ccccc21,,5.236572006437063,,,False,
CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,,,5.4089353929735005,,,False
O=C(N[C@H](Cc1ccccc1)CN(Cc1cnc2ccccc2c1)C[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)OCc1nccs1,,,7.154901959985743,,,False
COc1cc(-c2ncc(COc3cccc([C@@H](CC(=O)O)C4CC4)c3)nc2CC(C)C)c(F)cn1,,,5.096910013008056,,,False
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,,5.0,,,False,
c1ccc(CN(CCCCN(C[C@H]2Cc3ccccc3CN2)[C@H]2CCCc3cccnc32)Cc2ccccn2)nc1,,,5.221125527997261,,,False
Cc1ncn(-c2cc(Cl)c(C(=O)NC[C@@H](c3cccc(F)c3)c3nc4ccc(Cl)cc4[nH]3)c(Cl)c2)n1,4.702896349850743,4.517126416391246,,False,False,
O=C(NCC1CCC1)c1cnc(Nc2cccc(Cl)c2)nc1C(F)(F)F,5.522878745280337,4.657577319177793,,False,False,
C[C@@H]1c2nnc(-c3csc(-c4ccccc4)n3)n2CCN1C(=O)c1ccc(F)cc1,,4.267606240177031,,,False,
CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3C[C@H](O)CO3)c(Cc3ccnc4ccccc34)sc21,4.886056647693163,,4.337242168318426,False,,False
OC1C2CC3CC(C2)CC1C3,4.657577319177793,,,False,,
COc1ccc2c(-n3c(=O)n(Cc4cccc([C@@]5(C)OC(=O)NC5=O)c4)c4ccccc43)noc2c1,5.698970004336019,4.040958607678906,4.657577319177793,False,False,False
CC(C)C[C@@H]1C(=O)N[C@H](C2Cc3ccccc3C2)C(=O)N1[C@@H](C(=O)NC(C)C)c1ccc(Br)s1,,,6.0,,,False
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1ccccc1,,,4.3979400086720375,,,False
CC(C)C(O)(c1ccc2cc(-c3cnco3)ccc2c1)c1cnn[nH]1,,,4.0,,,True
OC(CC1c2c(F)cccc2-c2cncn21)C1CCC(F)(F)CC1,,4.698970004336019,5.585026652029182,,False,False
CNc1noc2c(-c3ccc4c(N5CCOC[C@@H]5C)nncc4c3)c(Cl)ccc12,,,5.221848749616356,,,False
CC(C)Cn1c(=O)n(C)c(=O)c2c(S[C@@H]3CC[C@H](O)C3)c(Cc3ccccc3C(F)(F)F)sc21,6.698970004336019,,,False,,
CC(=O)c1sc(NC(=O)N[C@@H]2CN(CCO)CC[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,4.920818753952375,,,False,
Nc1nccn2c1c(-c1ccc3ccc(-c4ccccc4)nc3c1)nc2[C@H]1C[C@@H](N2CCOCC2)C1,,,4.920818753952375,,,False
CC(C)C(O)(c1ccc(-c2ccc(F)cc2)cc1)c1c[nH]cn1,,,5.275724130399211,,,False
Cc1cccc(C#CC=C2CCN(C(=O)N(C)C(C)c3ccccc3)CC2)n1,,,5.3979400086720375,,,False
Cc1ccc(N2CCN(C(=O)[C@H](C)Cc3ccc(Cl)cc3)CC2)c([C@@H](NC(=O)CCN(C)C)C(C)C)c1,,,5.036212172654444,,,False
Cc1ncn(-c2ccc3c(c2)CCc2cn(Cc4ccccc4)nc2N3)n1,,,6.522878745280337,,,False
COC(=O)CCCN[C@@H](Cn1c(=O)c(-c2cccc(OC)c2F)c(C)n(Cc2c(F)cccc2C(F)(F)F)c1=O)c1ccccc1,,,6.356547323513812,,,False
CC[C@H](C(=O)Nc1ccccc1N1CCCC1)c1ccccc1,4.723538195826756,,5.4089353929735005,False,,False
CC(=O)c1sc(NC(=O)N[C@@H]2CCN(Cc3ccco3)C[C@H]2CN2CCC[C@@H](Cc3ccc(F)cc3)C2)nc1C,,6.107905397309519,,,False,
CCC(=O)N1CC[C@H](N(Cc2ccccc2C(F)(F)F)c2ccc(C#N)c(Cl)c2)C1,5.920818753952375,5.0,,False,False,
CN(C)CCC1=C(Cc2ccc(F)cc2)c2ccccc2C1,,6.522878745280337,,,False,
C[C@H](NC(=O)c1c(Cc2cncnc2)c(-c2cccs2)nc2ccccc12)C1CCCCC1,4.499999953328896,,,False,,
O=C(NCc1ccc(S(=O)(=O)C2CCCCC2)cc1)N1Cc2ccncc2C1,7.096910013008056,,,False,,
Cc1cc2ncc3c(n2n1)CN([C@H]1CO[C@H](c2cc(F)c(F)cc2F)[C@@H](N)C1)C3,,4.229147988357855,,,False,
CN(C)C[C@H]1C[C@H](c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn32)C1,,,4.823908740944319,,,False
C[C@@H]1CN(Cc2ccc(-c3ccccc3C(=O)N3CCC(C(=O)c4ccc(F)cc4)CC3)cc2)C[C@H](C)N1,,,5.376750709602099,,,False
CCc1cccc(-c2c(Cl)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)[C@@H]3CC[C@H](NC)C3)C2)c1,,,7.309803919971486,,,False
NCc1ccc(-c2cnccc2-c2ccccc2)o1,,,5.2839966563652006,,,False
O=C(/C=C/c1ccc(O)cc1)/C=C/c1ccc(O)cc1,5.7447274948966935,4.0,,False,True,
COc1nc(-c2csc(Nc3c4c(nn3CCF)CCC4)n2)ccc1-n1cnc(C)c1,,,4.978810700930062,,,False
C=CCOc1ccc(OCC(O)CNC(C)C)cc1,,4.6777807052660805,,,False,
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1)C(=O)c1ccc2nc(N(C)CCN(C)C)oc2c1,,,6.7447274948966935,,,False
Cc1ccccc1-c1ccc2c(c1)[nH]c(=O)c1nc(-c3c(F)cccc3Cl)[nH]c12,4.769551078621726,,,False,,
CCCC1(C(=O)c2ccc3[nH]ncc3c2)CCCN1,,4.823908740944319,,,False,
Cc1nc2c(N[C@H]3c4ccccc4C[C@@H]3O)cc(-n3cncn3)cn2c1C,5.275724130399211,,4.823908740944319,False,,False
N#Cc1ccccc1N1CCC(N(c2ccc(C(F)(F)F)cc2)c2cccnc2)CC1,,,5.2839966563652006,,,False
CCN1CC(n2nccc2-c2cc(Cl)ccc2Oc2cc(F)c(S(=O)(=O)Nc3cscn3)cc2F)C1,5.490259984429618,,,False,,
Nc1nccn2c1c(-c1ccc3ccc(-c4ccccc4)nc3c1)nc2[C@H]1C[C@H](CN2CCC2)C1,,,4.769551078621726,,,False
Cc1n[nH]c2ncc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)nc12,,,6.3979400086720375,,,False
O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)C[C@H]2CC[C@H]1N2)N(Cc1cccc(Cl)c1Cl)C1CC1,,,5.721246399047171,,,False
Cc1nc2cc(N(C)c3ccnc(Nc4cccc(S(N)(=O)=O)c4)n3)ccc2n1C,,,4.568636235841012,,,False
COc1ccc2[nH]c(SCCCO)nc2c1,,5.379863945026242,5.260427655549908,,False,False
Cn1nccc1-c1cc(Cl)ccc1Oc1ccc(S(=O)(=O)Nc2ncns2)cc1C#N,6.286509456906058,,6.2549252084179425,False,,False
CC[C@@H]1CCC[C@H](C2(CC(=O)N3CC[C@@H](O)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,,,4.924453038607469,,,False
CS(=O)(=O)N(Cc1cnc[nH]1)c1ccc(-c2nc3ccccc3s2)cc1,,,5.823908740944319,,,False
CNc1nc2ccccc2n1Cc1sc2c(c1C(=O)N1CCC1)c(=O)n(C)c(=O)n2CC(C)C,,,6.0,,,False
O=C(N[C@@H](Cc1ccccc1)[C@H](O)CN(CCN1CCCC1)C(=O)c1ccc2nc(N3CCCC3)oc2c1)OCc1cncs1,,,6.886056647693163,,,False
O=S(=O)(c1ccc(/C=C/c2ccc(F)cc2)cc1)c1ccccc1CO,7.0,,,False,,
COc1cccc(-c2cn(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,,,4.443697499232712,,,False
CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CC(O)CNC)C2)c1,,,6.075720713938118,,,False
CCNC(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,,7.050609993355087,,,False,
O=C(CC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CC2CCC(C1)N2CCO,,,6.0,,,False
Cc1noc(C)c1-c1ccc2c(Nc3ccccc3C(C)(C)C)c(C(N)=O)cnc2c1,,,5.698970004336019,,,False
COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@]23OC(=O)c2ccccc23)C2CC2)cc(OCCOC)c1,,,5.142667503568731,,,False
CCOCCn1c(=O)n(C2CCN(C(=O)C3CCN(Cc4ccncc4)CC3)CC2)c2ccccc21,,,4.8696662315049934,,,False
N[C@@H](CC(=O)N1CCC[C@H]1CNc1ncc(F)cn1)Cc1cc(F)c(F)cc1F,,7.0,,,False,
O=C(N1CCCC1)C(F)(F)c1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1,5.3979400086720375,,,False,,
O=S(=O)(Nc1nccs1)c1cc(Cl)c(NC[C@H]2CCCN(O)C2)cc1F,,,4.935961993665642,,,False
CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccc(Cl)cc3)C2)nc1C,5.1487416512809245,,,False,,
O=C(N[C@H](CNC[C@H](Cc1ccccc1)NC(=O)OCc1nccs1)Cc1ccccc1)OCc1cncs1,,,6.917051545003746,,,False
O=S(=O)(Nc1nccs1)c1cc(Cl)c(NCCC2CCCCN2)cc1F,,,4.698970004336019,,,False
NS(=O)(=O)c1ccc(CNC(=O)c2cc3cnccc3[nH]2)cc1,6.468521082957745,,,False,,
Cn1c(N2CCO[C@@H](c3ccc(F)cc3)C2)nc(-c2ccncc2)cc1=O,,4.400347352003516,,,False,
O=C(Nc1ccc(F)cn1)c1cc(Cl)cc(Oc2cncnc2)c1,,,5.207608310501746,,,False
O=C(Nc1ccc(Cl)cc1Cl)c1cn[nH]n1,6.301029995663981,,4.235823867609669,False,,False
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(NCCS(C)(=O)=O)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,,,5.455931955649724,,,False
C[C@@H]1C[C@H](C)CN(S(=O)(=O)c2ccc3c(c2)C(=NO)c2cc(S(=O)(=O)N4C[C@H](C)C[C@H](C)C4)ccc2C3=NO)C1,5.250263684430939,,,False,,
CCCC#Cc1cc([C@@]2(c3ccc(OC(F)F)c(C)c3)N=C(N)N(C)C2=O)ccc1F,,,5.468521082957745,,,False
CC(C)Oc1ccc(-c2nc(-c3cccc4c3OCCN(CCCC(=O)O)C4)no2)cc1Cl,4.568636235841012,,,False,,
CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,,,6.0,,,False
O=C(C1CCC(F)(F)CC1)N1CC(c2nc(-c3cccc(Cl)c3)no2)C1,,4.0,4.0,,True,True
NCCN(C(=O)c1ccc(Cl)cc1Cl)c1ccc(Cl)cc1,,,7.154901959985743,,,False
CC(C)(C)CCC1(C(=O)c2cc3ccccc3[nH]2)CCNC1,,4.638272163982407,,,False,
CCCS(=O)(=O)c1ccc2[nH]c(-c3cccc(C(F)(F)F)c3)nc2c1,5.130768280269024,,4.698970004336019,False,,False
CC(C)(O)CC(=O)N1CCC(c2ccc(NC(=O)N3Cc4ccccc4C3)cc2)CC1,5.075720713938118,,4.795880017344075,False,,False
CC(C)n1cc(S(=O)(=O)c2ccc(CNC(=O)c3cc4ccncc4o3)cc2)cn1,7.154901959985743,,,False,,
CC(C)(C)C(=O)N1CCC(c2ccc(C(=O)NC(=N)N)cc2C(F)(F)F)CC1,4.769551078621726,,,False,,
CCc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@@H](NC5CCOCC5)C4)C3)s2)cc1,,5.296198518056918,,,False,
O=C(Cc1ccc(F)cc1)N1CCC(C(O)CC2c3ccccc3-c3cncn32)CC1,,5.318758762624412,,,False,
COc1ccc(Br)cc1-c1csc(Nc2ccc(-n3cnc(C)c3)cc2)n1,,,5.920818753952375,,,False
O=C(NCCC(c1ccccc1)c1ccccc1)c1cccnc1,4.522878745280337,,,False,,
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,,5.403787892858616,,,False,
CCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C,,,4.7447274948966935,,,False
C[C@@H](c1ccccn1)c1c(CCN2CCCC2)sc2ccccc12,,5.568636235841012,,,False,
Cc1cc(Cl)c(OCCOc2ccc([C@H]3CCNC[C@@H]3C(=O)N(Cc3cc(CNC(=O)CC(F)(F)F)ccc3Cl)C3CC3)cc2)c(Cl)c1,,,5.102372908709558,,,False
C[C@@H](c1ncccc1F)c1c(CCN(C)C)sc2ccccc12,,5.3979400086720375,,,False,
CCNCc1ccc(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,,,4.853871964321762,,,False
COc1ccc(C2=NC(c3ccc(Cl)cc3F)C(C(=O)Nc3ccc4[nH]ncc4c3)=C(C)N2)cc1,,6.698970004336019,5.568636235841012,,False,False
Fc1ccc(O[C@@H](c2ccccc2)[C@H]2CCNC2)c(Cl)c1,,6.299997602857746,,,False,
COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)C[C@H]2c2ccc(OC)cc2)cc1,4.327902142064282,4.0,4.431798275933005,False,True,False
CC(C)(C)OC(=O)N[C@H](Cc1cccc(F)c1C(F)(F)F)C(=O)NCc1nc2cccnc2n1C1(c2ccccc2)CC1,,,6.0915149811213505,,,False
Cc1nc2c3c(c(-n4ccccc4=O)cn2c1C)CC[C@@H](c1ccccc1)N3,5.251811972993799,,5.113509274827518,False,,False
Oc1cccc(-c2ccc(Cc3ccncc3)cc2)c1,,,6.269217724333611,,,False
CN(CCc1ccccc1)C(=O)c1ccc(-n2nc(C(F)(F)F)c3c2CCCC3)cc1,6.0,,,False,,
NC(C(=O)N1CCN(c2ccc3[nH]ncc3c2)CC1)c1ccc(Cl)cc1,,,6.275724130399211,,,False
CCCCC(C(=O)COc1c(F)c(F)cc(F)c1F)n1cc([C@@](C)(NCc2ccn3nccc3n2)C(C)C)nn1,,,6.503070351926785,,,False
C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,,,4.308918507877031,,,False
CCCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCN(C)CC3)cc1,,5.795880017344075,,,False,
COc1ccc(Cc2nc3c(n2C)CCc2cc(-n4cnc(C)c4)ccc2C3=O)cc1,,,6.522878745280337,,,False
O=C(CCc1cn2c(n1)sc1cc(O)ccc12)NC1=C(C(=O)O)CCCC1,4.920818753952375,,,False,,
O=C(N[C@@H]1C[C@H]2CC[C@@H](C1)N2Cc1ccc2cc(F)ccc2c1)c1ccccc1C(=O)N1CCCC1,,5.136677139879544,,,False,
O=C(N[C@H]1CC[C@H](C(O)CC2c3ccccc3-c3cncn32)CC1)c1ccccc1,,,5.939713034397075,,,False
N[C@@H](CC(=O)N1CCC[C@H]1CNS(=O)(=O)C(F)(F)F)Cc1cc(F)c(F)cc1F,,4.906578314837764,,,False,
CCCCN1C(=O)COc2ccc(CN3CCN(CCOc4cccc5nc(C)ccc45)CC3)cc21,4.920818753952375,,,False,,
COC(C)(C)CC1n2cncc2CN([C@@H](C)c2ccc(Cl)cc2)S1(=O)=O,,,6.275724130399211,,,False
C[C@H](C[C@@H](O)N1CCC[C@@H](Cc2ccc(F)cc2)C1)NC(=O)Nc1cc(-n2ccnn2)cc(-n2ccnn2)c1,,6.045757490560675,,,False,
COc1ccc(-c2cc(CNS(=O)(=O)c3ccccc3)on2)cc1,,,4.481486060122112,,,False
CC(F)(F)CNC(=O)N1Cc2nc(N)nc(-c3c(Cl)cc(Cl)cc3OCCn3cc(F)cn3)c2C1,,,6.221848749616356,,,False
CC(C)=C(c1ccncc1)c1ccc(-c2ccc(N)c(N)c2)cc1,,,5.752026733638194,,,False
Cc1cccc(C)c1CNc1cc(C(=O)NCCO)cn2c(C)c(C)nc12,4.647817481888637,4.236572006437063,4.950781977329818,False,False,False
Fc1ccc(Cn2c(N3CCC(NCC4CCOCC4)CC3)nc3ccccc32)cc1,,4.915996009391971,,,False,
