SMILES,pac50_cyp1a2,pac50_cyp2c19,pac50_cyp2c9,pac50_cyp2d6,pac50_cyp3a4,weight_cyp1a2,weight_cyp2c19,weight_cyp2c9,weight_cyp2d6,weight_cyp3a4
CN(C)c1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(Cc3cccs3)c2n1,5.800000874803203,,,,,1.0,,,,
CN(C)c1ncc2nc(-c3ccc(F)cc3)c(=O)n(-c3ccccc3)c2n1,5.59999938302362,,,5.800000874803204,,0.7,,,0.7,
CN(C)c1ncc2nc(-c3ccc(F)cc3)c(=O)n(C)c2n1,5.800000874803203,,,,,1.0,,,,
CN(C)c1ncc2nc(-c3ccc(F)cc3)c(=O)n(C3CC3)c2n1,5.800000874803203,,6.59999938302362,,,1.0,,1.0,,
CN(C)c1ncc2nc(-c3ccc(F)cc3)c(=O)n(CCC#N)c2n1,5.899998417198648,,,6.300000202445418,,1.0,,,1.0,
CN(C)c1ncc2nc(-c3ccc(F)cc3)c(=O)n(CCc3ccccc3)c2n1,5.59999938302362,,,,,1.0,,,,
CN(C)c1ncc2nc(-c3ccc(F)cc3)c(=O)n(C[C@H]3CCCO3)c2n1,5.59999938302362,,,5.899998417198648,,1.0,,,1.0,
CN(C)c1ncc2nc(-c3ccc(F)cc3)c(=O)n(Cc3cccs3)c2n1,6.0,,,,4.59999938302362,1.0,,,,0.15
CN(C)c1ncc2nc(-c3cccc(C#N)c3)c(=O)n(C)c2n1,5.499999678657065,,,,,0.7,,,,
CN(C)c1ncc2nc(-c3cccc(C#N)c3)c(=O)n(CCC#N)c2n1,,,,4.40000018605658,,,,,0.15,
CN(C)c1ncc2nc(-c3cccc(C#N)c3)c(=O)n(C[C@H]3CCCO3)c2n1,5.499999678657065,,,5.59999938302362,,1.0,,,1.0,
CN(C)c1ncc2nc(-c3ccccc3)c(=O)n(-c3ccccc3)c2n1,6.40000018605658,,,,4.700000503883016,1.0,,,,0.7
CN(C)c1ncc2nc(-c3ccccc3)c(=O)n(C)c2n1,6.0,4.40000018605658,5.0,,,1.0,0.15,0.7,,
CN(C)c1ncc2nc(-c3ccccc3)c(=O)n(C3CC3)c2n1,5.59999938302362,4.40000018605658,5.0,,,1.0,0.15,0.7,,
CN(C)c1ncc2nc(-c3ccccc3)c(=O)n(CCC#N)c2n1,5.800000874803203,4.40000018605658,,6.0,,1.0,0.15,,1.0,
CN(C)c1ncc2nc(-c3ccccc3)c(=O)n(CCc3ccccc3)c2n1,4.700000503883016,,6.200000237109354,,,0.7,,1.0,,
CN(C)c1ncc2nc(-c3ccccc3)c(=O)n(C[C@H]3CCCO3)c2n1,5.499999678657065,4.40000018605658,4.700000503883016,4.899998417198648,4.899998417198648,1.0,0.15,0.15,0.7,0.7
CN(C)c1ncc2nc(-c3ccccc3)c(=O)n(Cc3ccc(F)cc3)c2n1,4.899998417198648,,,,,0.7,,,,
CN(C)c1ncc2nc(-c3ccccc3)c(=O)n(Cc3cccs3)c2n1,5.499999678657065,,5.0,,4.800000874803203,1.0,,0.7,,0.7
CN(C)c1ncc2nc(-c3cccs3)c(=O)n(-c3ccccc3)c2n1,4.499999678657065,,,,,0.7,,,,
CN(C)c1ncc2nc(-c3cccs3)c(=O)n(C)c2n1,5.899998417198648,,,,4.499999678657065,1.0,,,,0.7
CN(C)c1ncc2nc(-c3cccs3)c(=O)n(C3CC3)c2n1,5.899998417198648,,5.499999678657065,,4.800000874803203,1.0,,1.0,,0.7
CN(C)c1ncc2nc(-c3cccs3)c(=O)n(CCC#N)c2n1,5.300000202445418,,,,,0.7,,,,
CN(C)c1ncc2nc(-c3cccs3)c(=O)n(CCc3ccccc3)c2n1,5.300000202445418,,,,,1.0,,,,
CN(C)c1ncc2nc(-c3cccs3)c(=O)n(C[C@H]3CCCO3)c2n1,5.800000874803203,,,,4.59999938302362,1.0,,,,0.7
CN(C)c1ncc2nc(-c3cccs3)c(=O)n(Cc3cccs3)c2n1,5.40000018605658,,,,5.499999678657065,0.7,,,,0.4
CN(C)c1ncc2nc(-c3cn(C)c4ccccc34)c(=O)n(C[C@H]3CCCO3)c2n1,5.200000237109354,,,,5.100000128334196,0.7,,,,0.7
CN(C)c1ncc2nc(CCc3ccccc3)c(=O)n(-c3ccccc3)c2n1,6.100000128334196,4.40000018605658,4.899998417198648,5.59999938302362,5.200000237109354,1.0,0.15,0.7,1.0,0.7
CN(C)c1ncc2nc(CCc3ccccc3)c(=O)n(C3CC3)c2n1,5.499999678657065,4.800000874803203,4.899998417198648,5.0,5.0,1.0,0.7,0.7,0.7,0.7
CN(C)c1ncc2nc(CCc3ccccc3)c(=O)n(CCC#N)c2n1,5.700000503883016,5.0,4.800000874803203,5.59999938302362,4.700000503883016,1.0,0.7,0.7,0.7,0.7
CN(C)c1ncc2nc(CCc3ccccc3)c(=O)n(CCc3ccccc3)c2n1,5.200000237109354,5.40000018605658,4.899998417198648,5.100000128334196,5.200000237109354,0.7,0.7,0.7,1.0,0.7
CN(C)c1ncc2nc(CCc3ccccc3)c(=O)n(C[C@H]3CCCO3)c2n1,5.899998417198648,5.499999678657065,4.499999678657065,,4.800000874803203,1.0,0.7,0.15,,0.7
CN(C)c1ncc2nc(CCc3ccccc3)c(=O)n(Cc3ccc(F)cc3)c2n1,5.0,6.100000128334196,5.0,4.59999938302362,5.40000018605658,0.7,1.0,0.7,0.15,1.0
CN(C)c1ncc2nc(CCc3ccccc3)c(=O)n(Cc3cccs3)c2n1,5.800000874803203,5.200000237109354,4.800000874803203,4.59999938302362,5.0,1.0,0.7,0.7,0.15,0.7
CN(C)c1ncc2ncc(=O)n(C)c2n1,5.200000237109354,,,4.700000503883016,,0.7,,,0.15,
CN(C)c1ncc2ncc(=O)n(C3CC3)c2n1,5.499999678657065,,,,,1.0,,,,
CN(C)c1ncc2ncc(=O)n(CCC#N)c2n1,4.899998417198648,,,,,0.7,,,,
CN(C)c1ncc2ncc(=O)n(CCc3ccccc3)c2n1,6.100000128334196,5.700000503883016,5.200000237109354,4.40000018605658,,1.0,1.0,0.7,0.15,
CN(C)c1ncc2ncc(=O)n(C[C@H]3CCCO3)c2n1,5.40000018605658,,,,,0.7,,,,
CN(C)c1ncc2ncc(=O)n(Cc3ccc(F)cc3)c2n1,5.40000018605658,5.499999678657065,5.0,4.899998417198648,5.499999678657065,1.0,1.0,0.7,0.7,0.4
CN(C)c1ncc2ncc(=O)n(Cc3cccs3)c2n1,5.800000874803203,5.0,4.40000018605658,4.899998417198648,4.800000874803203,1.0,0.7,0.15,0.7,0.7
CN(C)c1nccc(N(Cc2ccccc2)Cc2ccccc2)c1C#N,4.949999401714239,5.349999603463148,5.650000220873455,5.0,4.899998417198648,0.7,0.7,1.0,0.4,0.7
CN(C)c1ncnc2c1ncn2CCn1cnc2c(N(C)C)ncnc21,5.200000237109354,,,,,0.15,,,,
CN(C)c1ncnc2ccc(-c3ccc4c(c3)OCO4)cc12,6.59999938302362,5.40000018605658,,5.499999678657065,6.0,1.0,0.7,,1.0,1.0
CN(C)c1ncnc2ccc(-c3cccc(C#N)c3)cc12,6.499999678657065,,,,4.899998417198648,1.0,,,,0.7
CN(C)c1ncnc2ccc(-c3cccc(NS(C)(=O)=O)c3)cc12,5.899998417198648,,,,5.100000128334196,1.0,,,,0.7
CN(C)c1ncnc2ccc(-c3ccccc3C#N)cc12,6.40000018605658,,,,5.800000874803203,1.0,,,,1.0
CN(C)c1ncnc2ccc(-c3ccccc3C(F)(F)F)cc12,6.200000237109354,5.40000018605658,,4.800000874803203,5.0,1.0,1.0,,0.7,0.7
CN(C)c1ncnc2ccc(-c3cccnc3)cc12,6.700000503883016,,5.899998417198649,4.40000018605658,6.0,1.0,,0.7,0.15,1.0
CN(C)c1ncnc2ccc(-c3ccoc3)cc12,6.100000128334196,4.40000018605658,,5.0,4.899998417198648,1.0,0.15,,0.7,0.7
CN(C)c1oc(-c2ccccc2)nc1C#N,5.499999678657065,4.800000874803203,,,,1.0,0.7,,,
CN(C/C=C\c1ccccc1)Cc1cccc2ccccc12,5.700000503883016,6.300000202445418,,6.59999938302362,,0.7,0.7,,1.0,
CN(C1CCCCC1)S(=O)(=O)c1ccc(NC(=S)NC(=O)c2cccs2)cc1,,5.450000476425332,6.049999969853415,,5.40000018605658,,1.0,1.0,,1.0
CN(CC(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cnc[nH]1,,5.650000220873455,7.149999867728904,4.849999245077862,4.949999401714239,,1.0,1.0,0.7,0.7
CN(CC(=O)NCc1ccc(F)cc1)S(=O)(=O)c1cccc2nsnc12,,5.499999678657065,,,5.499999678657065,,1.0,,,1.0
CN(CC(=O)Nc1ccc(F)c(F)c1)S(=O)(=O)c1cccc2nsnc12,4.800000874803203,5.450000476425332,6.450000476425332,,5.300000202445418,0.7,1.0,1.0,,0.7
CN(CC(=O)Nc1cccc2c1CCCC2)S(=O)(=O)c1ccc(Br)cc1,5.0,5.300000202445418,,5.499999678657065,5.049999969853415,0.7,0.7,,1.0,0.7
CN(CCC#N)C(=O)c1ccc(CNS(=O)(=O)c2ccc(F)cc2)cc1,5.700000503883016,4.749999855918706,5.0,4.550000451689026,6.94999940171424,0.4,0.7,0.4,0.7,0.4
CN(CCC(=O)O)C1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,7.200000237109354,,,,,0.7,,,,
CN(CCC(=O)O)S(=O)(=O)c1ccccc1,5.499999678657065,,,,,0.4,,,,
CN(CCCNC(=O)C1CCC(=O)N1Cc1ccccc1Cl)c1ccccc1,,5.0,,5.049999969853414,5.149999867728904,,0.7,,0.4,0.7
CN(CCCNC(=O)C1CCN(S(=O)(=O)c2cccc3nsnc23)CC1)Cc1ccccc1,5.300000202445418,4.40000018605658,,5.300000202445418,5.499999678657065,0.7,0.15,,0.7,1.0
CN(CCCNC(=O)c1ccc(/C=N/O)nc1)CCCN(C)Cc1ccccc1,,,,5.550000451689026,,,,,1.0,
CN(CCCNC(=O)c1cccn2c(=O)c3ccccc3nc12)Cc1ccccc1,4.849999245077862,4.899998417198648,4.749999855918706,5.650000220873455,6.0,0.7,0.7,0.7,0.7,1.0
CN(CCCl)Cc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,,,,4.499999678657065,4.59999938302362,,,,0.15,0.7
CN(CCO)c1cc(Sc2nc3ccccc3s2)c2nonc2c1[N+](=O)[O-],4.849999245077862,4.949999401714239,5.450000476425332,4.650000220873455,4.650000220873455,0.7,0.7,0.7,0.15,0.15
CN(CCO)c1nc(N)c2c(N)nc3c(c2c1C#N)CC(=O)N3C1CCCC1,5.550000451689026,,5.849999245077863,,5.0,1.0,,1.0,,0.7
CN(CCOc1ccc(C[C@H](Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1,,5.40000018605658,4.499999678657065,7.499999678657065,5.0,,0.7,0.4,1.0,1.0
CN(CC[C@@H](Oc1ccc(-c2ccccc2)cc1)c1ccc(F)cc1)CC(=O)O,,5.200000237109354,5.59999938302362,4.499999678657065,,,0.7,0.7,0.7,
CN(CCc1ccc(Cl)c(Cl)c1)CCN1CCCC1,4.499999678657065,,,6.100000128334196,,0.7,,,1.0,
CN(CCc1ccc(Cl)c(Cl)c1)CCN1CCCCCC1,4.499999678657065,,,6.899998417198648,5.0,0.7,,,1.0,0.7
CN(CCc1ccc(Cl)c(Cl)c1)C[C@@H](O)COc1ccc(NS(C)(=O)=O)cc1,4.800000874803203,5.700000503883016,5.59999938302362,4.59999938302362,4.800000874803203,0.7,1.0,1.0,0.7,0.7
CN(CCc1ccc(Cl)c(Cl)c1)[C@H]1CCCC[C@H]1N1CCCC1,4.499999678657065,4.800000874803203,,8.200000237109354,4.899998417198648,0.7,0.7,,1.0,0.7
CN(CCc1ccccn1)Cc1ccc(Cl)cc1Cl,5.149999867728904,6.349999603463148,5.200000237109354,6.450000476425332,5.100000128334196,0.7,1.0,0.15,1.0,0.7
CN(CCc1ccccn1)c1ccc2c(c1)C(=O)c1ccccc1-2,6.800000874803203,5.59999938302362,5.499999678657065,5.59999938302362,5.499999678657065,1.0,0.7,0.15,0.7,0.7
CN(CCc1ccccn1)c1ccc2c(c1)Cc1ccccc1-2,6.200000237109354,6.100000128334196,5.100000128334196,5.499999678657065,5.59999938302362,0.7,0.7,0.15,0.7,0.7
CN(Cc1cc(Br)cc(Br)c1O)Cc1c(O)ccc2ccccc12,5.899998417198648,6.300000202445418,5.499999678657065,5.800000874803204,5.40000018605658,0.15,1.0,0.15,0.7,0.7
CN(Cc1cc(C(C)(C)C)cc(Br)c1O)Cc1cc(C(C)(C)C)cc(Br)c1O,5.499999678657065,5.499999678657065,5.40000018605658,5.59999938302362,,0.7,0.7,0.15,0.7,
CN(Cc1cc(Cl)cc(Cl)c1O)Cc1c(O)ccc2ccccc12,6.200000237109354,5.899998417198649,5.499999678657065,5.899998417198649,,0.7,0.7,0.15,0.7,
CN(Cc1cc2ccccc2[nH]c1=O)S(C)(=O)=O,4.550000451689026,,,,,0.15,,,,
CN(Cc1cccc2ccccc12)Cc1cccc2ccccc12,5.499999678657065,5.800000874803204,,6.40000018605658,,0.7,0.7,,1.0,
CN(Cc1ccccc1)C(=O)CC(c1ccccc1)c1cc(Cl)ccc1O,4.59999938302362,5.749999855918706,5.349999603463148,5.049999969853415,4.849999245077862,0.15,1.0,1.0,0.7,0.7
CN(Cc1ccccc1)Cn1ccnc1,5.100000128334196,5.700000503883016,5.59999938302362,6.100000128334196,5.40000018605658,0.15,0.7,0.7,0.7,0.7
CN(Cc1ccccc1)S(=O)(=O)c1ccc(OCC(=O)N2CCOCC2)cc1,,,4.849999245077862,,,,,0.7,,
CN(Cc1ccccc1)c1nc(-c2ccc([N+](=O)[O-])cc2)nc2ccccc12,5.800000874803203,,6.300000202445418,,5.949999401714238,1.0,,1.0,,1.0
CN(Cc1ccco1)C(=O)C1CCC(=O)N1Cc1ccc(F)cc1,,4.749999855918706,,4.59999938302362,,,0.7,,0.4,
CN(Cc1ccco1)c1cc(-c2ccc3c(c2)OCO3)ncn1,6.300000202445418,5.0,,4.899998417198648,5.40000018605658,1.0,0.7,,0.7,1.0
CN(Cc1ccco1)c1cc(-c2cccc(C#N)c2)ncn1,6.100000128334196,4.899998417198648,,,,1.0,0.4,,,
CN(Cc1ccco1)c1cc(-c2cccc(NS(C)(=O)=O)c2)ncn1,5.40000018605658,4.499999678657065,,4.59999938302362,4.800000874803203,1.0,0.15,,0.15,0.7
CN(Cc1ccco1)c1cc(-c2ccccc2C(F)(F)F)ncn1,4.800000874803203,5.0,,,,0.7,0.7,,,
CN(Cc1ccco1)c1cc(-c2ccccc2Cl)ncn1,5.59999938302362,5.100000128334196,,,,1.0,1.0,,,
CN(Cc1ccco1)c1cc(-c2cccnc2)ncn1,6.499999678657065,4.700000503883016,,,5.499999678657065,1.0,0.15,,,1.0
CN(Cc1ccco1)c1cc(-c2ccoc2)ncn1,,4.899998417198648,,,,,0.7,,,
CN(Cc1ccco1)c1ccnc(-c2cccc(C#N)c2)n1,6.40000018605658,6.200000237109354,6.200000237109354,4.700000503883016,4.899998417198648,1.0,1.0,0.4,0.15,0.7
CN(Cc1ccco1)c1ccnc(-c2cccc(NS(C)(=O)=O)c2)n1,5.899998417198648,4.59999938302362,,4.700000503883016,5.200000237109354,1.0,0.4,,0.7,0.7
CN(Cc1ccco1)c1ccnc(-c2ccccc2C(F)(F)F)n1,5.59999938302362,5.100000128334196,,4.59999938302362,,0.7,1.0,,0.15,
CN(Cc1ccco1)c1ccnc(-c2cccnc2)n1,6.100000128334196,5.200000237109354,,5.100000128334196,4.899998417198648,1.0,0.7,,0.7,0.7
CN(Cc1ccco1)c1ccnc(-c2ccoc2)n1,4.899998417198648,4.59999938302362,,,,0.7,0.15,,,
CN(Cc1ccco1)c1nc(-c2ccc3c(c2)OCO3)nc2ccccc12,6.300000202445418,5.100000128334196,,5.0,5.800000874803203,1.0,1.0,,0.7,1.0
CN(Cc1ccco1)c1nc(-c2cccc(C#N)c2)nc2ccccc12,7.0,4.800000874803203,6.0,4.899998417198648,4.899998417198648,1.0,0.7,0.15,0.4,0.7
CN(Cc1ccco1)c1nc(-c2ccccc2C(F)(F)F)nc2ccccc12,5.700000503883016,5.100000128334196,,5.100000128334196,4.899998417198648,1.0,0.7,,0.7,0.7
CN(Cc1ccco1)c1nc(-c2ccccc2Cl)nc2ccccc12,6.200000237109354,4.800000874803203,,5.0,4.499999678657065,1.0,0.7,,0.7,0.15
CN(Cc1ccco1)c1nc(-c2cccnc2)nc2ccccc12,6.499999678657065,4.899998417198648,,4.899998417198648,4.899998417198648,1.0,0.4,,0.7,0.7
CN(Cc1ccco1)c1nc(-c2ccoc2)nc2ccccc12,6.40000018605658,4.899998417198648,,4.800000874803203,4.59999938302362,1.0,0.7,,0.7,0.7
CN(Cc1ccco1)c1ncnc2ccc(-c3ccc4c(c3)OCO4)cc12,6.300000202445418,6.200000237109354,5.899998417198648,5.800000874803203,5.59999938302362,1.0,1.0,0.15,1.0,1.0
CN(Cc1ccco1)c1ncnc2ccc(-c3cccc(C#N)c3)cc12,6.300000202445418,5.200000237109354,5.800000874803203,4.59999938302362,4.499999678657065,1.0,0.7,0.15,0.15,0.7
CN(Cc1ccco1)c1ncnc2ccc(-c3cccc(NS(C)(=O)=O)c3)cc12,6.40000018605658,5.100000128334196,6.100000128334196,4.700000503883016,5.300000202445418,1.0,1.0,0.7,0.7,1.0
CN(Cc1ccco1)c1ncnc2ccc(-c3ccccc3C#N)cc12,6.0,5.899998417198648,,4.800000874803203,4.499999678657065,1.0,1.0,,0.7,0.15
CN(Cc1ccco1)c1ncnc2ccc(-c3ccccc3C(F)(F)F)cc12,5.300000202445418,5.499999678657065,6.0,5.0,4.800000874803203,0.7,1.0,0.15,0.7,0.7
CN(Cc1ccco1)c1ncnc2ccc(-c3ccccc3Cl)cc12,5.700000503883016,5.499999678657065,5.800000874803203,5.100000128334196,4.800000874803203,1.0,1.0,0.15,0.7,0.7
CN(Cc1ccco1)c1ncnc2ccc(-c3cccnc3)cc12,6.499999678657065,5.100000128334196,,5.700000503883016,5.40000018605658,1.0,0.7,,1.0,1.0
CN(Cc1ccco1)c1ncnc2ccc(-c3ccoc3)cc12,5.59999938302362,5.300000202445418,,5.300000202445418,4.59999938302362,1.0,1.0,,0.7,0.7
CN(Cc1ccco1)c1ncncc1-c1ccc2c(c1)OCO2,6.700000503883016,6.899998417198648,6.100000128334196,5.899998417198648,5.899998417198648,1.0,1.0,0.7,1.0,1.0
CN(Cc1ccco1)c1ncncc1-c1cccc(C#N)c1,4.899998417198648,4.700000503883016,,,5.100000128334196,0.7,0.7,,,0.7
CN(Cc1ccco1)c1ncncc1-c1cccc(NS(C)(=O)=O)c1,4.800000874803203,4.800000874803203,6.300000202445418,4.700000503883016,6.100000128334196,0.7,0.4,0.7,0.15,1.0
CN(Cc1ccco1)c1ncncc1-c1ccccc1C(F)(F)F,4.899998417198648,5.40000018605658,,4.700000503883016,5.899998417198648,0.7,1.0,,0.15,1.0
CN(Cc1ccco1)c1ncncc1-c1ccccc1Cl,4.59999938302362,6.100000128334196,6.100000128334196,4.899998417198648,6.300000202445418,0.7,1.0,0.15,0.7,1.0
CN(Cc1ccco1)c1ncncc1-c1cccnc1,5.300000202445418,5.0,,,5.59999938302362,0.7,0.7,,,1.0
CN(Cc1ccco1)c1ncncc1-c1ccoc1,4.800000874803203,4.40000018605658,,4.40000018605658,5.499999678657065,0.7,0.15,,0.15,1.0
CN(N=O)C(=O)N[C@H]1C(O)OC(CO)[C@@H](O)[C@H]1O,,5.100000128334196,,4.700000503883016,,,1.0,,1.0,
CN(N=O)c1cc(O)ccc1O,4.499999678657065,4.59999938302362,5.0,4.499999678657065,,0.7,0.4,0.4,0.7,
CN(N=O)c1ccc(/C=C\c2ccnc3ccccc23)cc1,6.800000874803203,,,,,1.0,,,,
CN(NC(=O)NN)c1ncc(C(F)(F)F)cc1Cl,4.849999245077862,5.0,,,4.849999245077862,0.7,0.7,,,0.7
CN(c1ccc(C(=O)NC2CC3CCC2C3)cc1)S(C)(=O)=O,,,,,4.800000874803203,,,,,0.7
CN(c1ccc(C(=O)NCC2CCCO2)cc1)S(=O)(=O)c1ccccc1,,,4.59999938302362,,,,,0.7,,
CN(c1ccccc1)c1ccc(/C=c2\s/c(=C(/C#N)C(=O)C(C)(C)C)n(Cc3ccco3)c2=O)cc1,,5.749999855918706,5.450000476425332,,5.200000237109354,,1.0,0.7,,0.7
CN(c1ccccc1)c1nc(-n2ccnc2)nc(-n2ccnc2)n1,6.800000874803203,5.749999855918706,6.550000451689026,4.949999401714239,6.049999969853415,1.0,1.0,1.0,0.7,1.0
CN1/C(=C/C=C(/C#N)C(N)=O)C(C)(C)c2ccccc21,5.100000128334196,4.899998417198648,4.550000451689026,,4.650000220873455,0.7,0.7,0.15,,0.7
CN1/C(=C\C(=O)COC(=O)Cn2nnc(-c3ccccc3)n2)C(C)(C)c2ccccc21,5.800000874803203,4.949999401714239,5.40000018605658,4.499999678657065,4.849999245077862,0.15,0.7,1.0,0.15,0.7
CN1/C(=C\C=[N+](C)c2ccccc2)C(C)(C)c2ccccc21.[I-],,8.149999867728905,,6.499999678657065,4.499999678657065,,0.4,,1.0,0.15
CN1C(=C2C(=O)OC(C)(C)OC2=O)Sc2ccccc21,4.949999401714239,5.999999999999999,,,,0.7,0.7,,,
CN1C(=O)/C(=C/c2ccccc2OCc2ccccc2F)NC1=S,5.40000018605658,5.849999245077863,6.250000251143582,,,0.7,1.0,1.0,,
CN1C(=O)/C(=C\c2ccccc2)Sc2ccc(C(=O)N3CCN(c4ccccn4)CC3)cc21,4.849999245077862,5.40000018605658,4.949999401714239,,4.849999245077862,0.7,1.0,0.7,,0.7
CN1C(=O)/C(=N\OC(=O)c2cccc3ccccc23)c2ccccc21,5.149999867728904,5.049999969853415,5.550000451689026,4.899998417198648,4.550000451689026,0.7,0.7,1.0,0.7,0.7
CN1C(=O)C(=Cc2ccc(N3CCCCC3)o2)C(=O)N(C)C1=S,5.800000874803203,5.550000451689026,4.949999401714239,,,1.0,0.4,0.4,,
CN1C(=O)C(=Cc2ccc(N3CCCCCC3)o2)C(=O)N(C)C1=S,5.800000874803203,5.650000220873455,5.100000128334196,4.700000503883016,5.40000018605658,1.0,1.0,0.7,0.15,1.0
CN1C(=O)C(=Cc2ccccc2Oc2ccc(Cl)c(F)c2)C(=O)N(C)C1=O,4.650000220873455,5.450000476425332,5.200000237109354,,4.849999245077862,0.7,1.0,0.7,,0.7
CN1C(=O)C(C2c3ccccc3C(=O)N2Cc2ccc([N+](=O)[O-])cc2)C(=O)N(C)C1=O,,4.849999245077862,4.59999938302362,,,,0.4,0.7,,
CN1C(=O)C(CC(=O)Nc2ccc(F)cc2)N(CCCc2ccccc2)C1=S,4.59999938302362,5.749999855918706,5.550000451689026,5.700000503883016,4.650000220873455,0.15,1.0,1.0,1.0,0.4
CN1C(=O)CC(NNC(=O)c2ccc(Cl)cc2)C1=O,4.849999245077862,,,,4.700000503883016,0.7,,,,0.7
CN1C(=O)CC[C@@H]1c1cccnc1,,,,,4.700000503883016,,,,,0.7
CN1C(=O)COc2c(C(=O)N[C@@H]3CN4CCC3CC4)cc(Cl)cc21,4.40000018605658,,,,,0.15,,,,
CN1C(=O)NC(c2ccc(O)cc2)C(C(=O)c2cccs2)C1(O)C(F)(F)F,,4.800000874803203,4.40000018605658,,4.59999938302362,,0.4,0.15,,0.7
CN1C(=O)c2ccccc2C(C(=O)O)C1c1cn(C)c2ccccc12,4.40000018605658,,5.0,,,0.15,,0.7,,
CN1C(=O)c2ccccc2Sc2ccc(C(=O)N3CCC4(CC3)OCCO4)cc21,,,5.049999969853415,,4.700000503883016,,,0.7,,0.7
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,4.700000503883016,5.200000237109354,5.257142537811457,4.59999938302362,,0.7,1.0,1.0,0.7,
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,,,5.59999938302362,,,,,0.4,,
CN1C2C=C(N(CCc3c[nH]c4ccccc34)C(=O)c3ccc(Cl)cc3)CC1CC2.Cl,,5.300000202445417,5.749999855918706,6.40000018605658,4.749999855918706,,0.4,1.0,1.0,0.7
CN1C2C=C3C(C#N)=C(N)C(C#N)(C#N)[C@H](c4c(F)cccc4F)[C@H]3C1CC2,,4.650000220873455,4.749999855918706,,5.349999603463148,,0.15,0.7,,1.0
CN1C2CCC1/C(=C\c1ccccc1)C(=O)/C2=C\c1ccccc1,4.40000018605658,5.0,,6.800000874803203,,0.15,0.4,,1.0,
CN1C2CCC1CC(OC(=O)c1ccc(Cl)cc1)C2.Cl,,5.250000251143582,,6.650000220873455,,,0.4,,1.0,
CN1CC(c2ccccc2)C2(COc3ccccc3C2=O)C12C(=O)Nc1ccccc12,,5.949999401714238,5.40000018605658,4.700000503883016,5.40000018605658,,0.7,1.0,0.15,0.7
CN1CC(c2ccccc2Cl)C2(COc3ccccc3C2=O)C12C(=O)Nc1ccccc12,,5.100000128334196,5.200000237109354,,5.650000220873455,,0.7,0.7,,1.0
CN1CC(c2ccccn2)C2(SC(=S)N(Cc3ccccc3)C2=O)C12C(=O)Nc1ccccc12,4.749999855918706,5.949999401714238,5.349999603463148,4.550000451689026,5.349999603463148,0.7,1.0,0.7,0.15,1.0
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,4.700000503883016,4.899998417198647,,5.344443874488612,,0.4,0.7,,1.0,
CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,4.499999678657065,4.899998417198648,,5.322222211457933,,0.15,1.0,,1.0,
CN1CCC(=C2c3ccccc3CCc3sccc32)CC1.O=C(O)C[C@@H](O)C(=O)O,,5.40000018605658,,5.899998417198648,,,0.7,,1.0,
CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1,,4.800000874803203,,5.40000018605658,,,0.15,,1.0,
CN1CCC(=NNC(=O)CSCc2ccccc2)CC1,4.849999245077862,4.749999855918706,,,4.749999855918706,0.7,0.7,,,0.7
CN1CCC(N(C)C(=O)CCc2nc3ccccc3c(=O)[nH]2)CC1,,,,,4.550000451689026,,,,,0.7
CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,,,,5.200000237109354,,,,,0.7,
CN1CCC(c2c[nH]c3ccc(O)cc23)CC1,4.499999678657065,,4.499999678657065,4.40000018605658,4.650000276730133,0.7,,0.4,0.15,0.7
CN1CCC(n2[nH]c(-c3ccccc3)c(Cc3ccccc3)c2=O)CC1,5.800000874803202,,,5.499999678657065,5.40000018605658,0.4,,,0.7,0.7
CN1CCC2(CC1)C1CN(C)CC=C1C(C#N)=C(N)C2(C#N)C#N.O.[OH-],4.700000503883016,,,4.849999245077862,,0.15,,,0.7,
CN1CCC2(CC1)CCN(C(=O)c1ccco1)CC2,4.899998417198648,,,,,0.4,,,,
CN1CCC2=C[C@H](O)[C@@H]3OC(=O)c4cc5c(cc4[C@H]3[C@H]21)OCO5,,,,5.200000237109354,,,,,0.7,
CN1CCCC2(CCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)C1,,4.59999938302362,,,4.59999938302362,,0.15,,,0.15
CN1CCCC2(CCN(C(=O)c3ccncc3)CC2)C1,,,,5.100000128334196,,,,,0.7,
CN1CCCC2(CCN(C(=O)c3cnccn3)CC2)C1,,,,,4.59999938302362,,,,,0.15
CN1CCCC2(CCN(S(=O)(=O)c3ccccc3)CC2)C1,4.700000503883016,,,,,0.7,,,,
CN1CCCC[C@@H]1CCN1CCCCC1,8.0,,,,,1.0,,,,
