SMILES,cyp1a2,cyp1a2_challenge,cyp2c9,cyp2c9_challenge,cyp2d6,cyp2d6_challenge,cyp3a4,cyp3a4_challenge
CCC1=C(OC(=O)N(CC)CC)N2C(=O)OC(=NCCOC)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(CC(=O)OC)C(=O)[C@H]12,,False,,False,,False,4.100734129753853,False
CCC1=C(OC(=O)N(CC)CC)N2C(=O)OC(=NCCOC)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(CC)C(=O)[C@H]12,,False,,False,,False,4.200733164600383,False
CCC1=C(OC(=O)N(CC)CC)N2C(=O)OC(=NCCOC)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)NC(=O)[C@H]12,,False,,False,,False,4.100734129753853,False
CCC1=C(OC(=O)N(CC)CC)N2C(=O)OC(=NCCOC)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)N(C)C(=O)[C@H]12,,False,,False,,False,4.200733164600383,False
CCC1=C(OC(=O)N(CC)CC)N2C(=O)OC(=NCCOC)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)N(CC(=O)OC)C(=O)[C@H]12,,False,,False,,False,4.300732301935884,False
CCC1=C(OC(=O)N(CC)CC)N2C(=O)OC(=NCCOC)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)N(CC)C(=O)[C@H]12,,False,,False,,False,4.4007317326115984,False
CCC1=C(OC(=O)N(CC)CC)N2C(=O)OC(=NCCOC)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)NC(=O)[C@H]12,,False,,False,,False,4.300732301935884,False
CCC1=C(OC(=O)N(CC)CC)N2C(=O)OC(=NCCc3c[nH]c4ccccc34)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(C)C(=O)[C@H]12,,False,,False,,False,5.000742896209168,False
CCC1=C(OC(=O)N(CC)CC)N2C(=O)OC(=NCCc3c[nH]c4ccccc34)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(CC(=O)OC)C(=O)[C@H]12,,False,,False,,False,4.800725927200039,False
CCC1=C(OC(=O)N(CC)CC)N2C(=O)OC(=NCCc3c[nH]c4ccccc34)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(CC)C(=O)[C@H]12,,False,,False,,False,5.000742896209168,False
CCC1=C(OC(=O)N(CC)CC)N2C(=O)OC(=NCCc3c[nH]c4ccccc34)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)NC(=O)[C@H]12,,False,,False,,False,4.700731783825896,False
CCC1=C(OC(=O)N(CC)CC)N2C(=O)OC(=NCCc3c[nH]c4ccccc34)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)N(C)C(=O)[C@H]12,,False,,False,,False,5.000742896209168,False
CCC1=C(OC(=O)N(CC)CC)N2C(=O)OC(=NCCc3c[nH]c4ccccc34)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)N(CC(=O)OC)C(=O)[C@H]12,,False,,False,,False,4.700731783825896,False
CCC1=C(OC(=O)N(CC)CC)N2C(=O)OC(=NCCc3c[nH]c4ccccc34)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)N(CC)C(=O)[C@H]12,,False,,False,,False,4.800725927200039,False
CCC1=C(OC(=O)N(CC)CC)N2C(=O)OC(=NCCc3c[nH]c4ccccc34)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)N(c3ccccc3)C(=O)[C@H]12,,False,,False,,False,4.300732301935884,False
CCC1=C(OC(=O)N(CC)CC)N2C(=O)OC(=NCCc3c[nH]c4ccccc34)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)NC(=O)[C@H]12,,False,,False,,False,4.800725927200039,False
CCC1=C(OC(=O)N(CC)CC)N2C(=O)OC(=NCc3ccccc3)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(CC(=O)OC)C(=O)[C@H]12,,False,,False,,False,4.4007317326115984,False
CCC1=C(OC(=O)N(CC)CC)N2C(=O)OC(=NCc3ccccc3)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(CC)C(=O)[C@H]12,,False,,False,,False,4.6007310617021595,False
CCC1=C(OC(=O)N(CC)CC)N2C(=O)OC(=NCc3ccccc3)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)N(c3ccccc3)C(=O)[C@H]12,,False,,False,,False,4.700731783825896,False
CCC1=C(OC(=O)N(CC)CC)N2C(=O)OC(=NCc3ccccc3)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)NC(=O)[C@H]12,,False,,False,,False,4.4007317326115984,False
CCC1=C2CC[C@H]3C(=O)N(C)C(=O)[C@H]3[C@H]2[C@@]2(C)C(=NCc3ccccc3)OC(=O)N2C1=O,,False,,False,,False,4.0007325469525,False
CCC1=C2CC[C@H]3C(=O)N(C)C(=O)[C@H]3[C@H]2[C@@]2(C)C(=O)N(CC(=O)OC)C(=O)N2C1=O,,False,,False,,False,3.700733512777473,False
CCC1=C2CC[C@H]3C(=O)N(C)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=NCC(=O)OC)OC(=O)N2C1=O,,False,,False,,False,4.100734129753853,False
CCC1=C2CC[C@H]3C(=O)N(C)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=NCC3CC3)OC(=O)N2C1=O,,False,,False,,False,4.4007317326115984,False
CCC1=C2CC[C@H]3C(=O)N(C)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=NCCOC)OC(=O)N2C1=O,,False,,False,,False,4.100734129753853,False
CCC1=C2CC[C@H]3C(=O)N(C)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=NCCc3c[nH]c4ccccc34)OC(=O)N2C1=O,,False,,False,,False,5.000742896209168,False
CCC1=C2CC[C@H]3C(=O)N(CC(=O)OC)C(=O)[C@H]3[C@H]2[C@@]2(C)C(=NCC(=O)OC)OC(=O)N2C1=O,,False,,False,,False,3.700733512777473,False
CCC1=C2CC[C@H]3C(=O)N(CC(=O)OC)C(=O)[C@H]3[C@H]2[C@@]2(C)C(=NCCc3c[nH]c4ccccc34)OC(=O)N2C1=O,,False,,False,,False,4.300732301935884,False
CCC1=C2CC[C@H]3C(=O)N(CC(=O)OC)C(=O)[C@H]3[C@H]2[C@@]2(C)C(=O)N(CC3CC3)C(=O)N2C1=O,,False,,False,,False,4.200733164600383,False
CCC1=C2CC[C@H]3C(=O)N(CC(=O)OC)C(=O)[C@H]3[C@H]2[C@@]2(C)C(=O)N(Cc3ccccc3)C(=O)N2C1=O,,False,,False,,False,3.900735004557056,False
CCC1=C2CC[C@H]3C(=O)N(CC(=O)OC)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=NCCOC)OC(=O)N2C1=O,,False,,False,,False,4.0007325469525,False
CCC1=C2CC[C@H]3C(=O)N(CC(=O)OC)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=NCCc3c[nH]c4ccccc34)OC(=O)N2C1=O,,False,,False,,False,5.000742896209168,False
CCC1=C2CC[C@H]3C(=O)N(CC)C(=O)[C@H]3[C@H]2[C@@]2(C)C(=NCC(=O)OC)OC(=O)N2C1=O,,False,,False,,False,3.900735004557056,False
CCC1=C2CC[C@H]3C(=O)N(CC)C(=O)[C@H]3[C@H]2[C@@]2(C)C(=NCCc3c[nH]c4ccccc34)OC(=O)N2C1=O,,False,,False,,False,4.5007310431261125,False
CCC1=C2CC[C@H]3C(=O)N(CC)C(=O)[C@H]3[C@H]2[C@@]2(C)C(=O)N(CC(=O)OC)C(=O)N2C1=O,,False,,False,,False,4.200733164600383,False
CCC1=C2CC[C@H]3C(=O)N(CC)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=NCC3CC3)OC(=O)N2C1=O,,False,,False,,False,4.700731783825896,False
CCC1=C2CC[C@H]3C(=O)N(CC)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=NCCOC)OC(=O)N2C1=O,,False,,False,,False,4.100734129753853,False
CCC1=C2CC[C@H]3C(=O)N(CC)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=NCc3ccccc3)OC(=O)N2C1=O,,False,,False,,False,4.6007310617021595,False
CCC1=C2CC[C@H]3C(=O)N(CC)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=O)N(CC3CC3)C(=O)N2C1=O,,False,,False,,False,4.700731783825896,False
CCC1=C2CC[C@H]3C(=O)N(CC)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=O)N(CCOC)C(=O)N2C1=O,,False,,False,,False,3.900735004557056,False
CCC1=C2CC[C@H]3C(=O)N(CC)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=O)N(Cc3ccccc3)C(=O)N2C1=O,,False,,False,,False,4.5007310431261125,False
CCC1=C2CC[C@H]3C(=O)N(c4ccccc4)C(=O)[C@H]3[C@H]2[C@@]2(C)C(=NCC(=O)OC)OC(=O)N2C1=O,,False,,False,,False,3.900735004557056,False
CCC1=C2CC[C@H]3C(=O)N(c4ccccc4)C(=O)[C@H]3[C@H]2[C@@]2(C)C(=NCC3CC3)OC(=O)N2C1=O,,False,,False,,False,4.100734129753853,False
CCC1=C2CC[C@H]3C(=O)N(c4ccccc4)C(=O)[C@H]3[C@H]2[C@@]2(C)C(=NCc3ccccc3)OC(=O)N2C1=O,,False,,False,,False,4.5007310431261125,False
CCC1=C2CC[C@H]3C(=O)N(c4ccccc4)C(=O)[C@H]3[C@H]2[C@@]2(C)C(=O)N(CC(=O)OC)C(=O)N2C1=O,,False,,False,,False,3.900735004557056,False
CCC1=C2CC[C@H]3C(=O)N(c4ccccc4)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=NCC3CC3)OC(=O)N2C1=O,,False,,False,,False,4.4007317326115984,False
CCC1=C2CC[C@H]3C(=O)N(c4ccccc4)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=NCCOC)OC(=O)N2C1=O,,False,,False,,False,4.200733164600383,False
CCC1=C2CC[C@H]3C(=O)N(c4ccccc4)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=NCCc3c[nH]c4ccccc34)OC(=O)N2C1=O,,False,,False,,False,5.000742896209168,False
CCC1=C2CC[C@H]3C(=O)N(c4ccccc4)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=NCc3ccccc3)OC(=O)N2C1=O,,False,,False,,False,4.4007317326115984,False
CCC1=C2CC[C@H]3C(=O)N(c4ccccc4)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=O)N(CC(=O)OC)C(=O)N2C1=O,,False,,False,,False,4.5007310431261125,False
CCC1=C2CC[C@H]3C(=O)NC(=O)[C@H]3[C@H]2[C@@]2(C)C(=NCC3CC3)OC(=O)N2C1=O,,False,,False,,False,3.700733512777473,False
CCC1=C2CC[C@H]3C(=O)NC(=O)[C@H]3[C@H]2[C@@]2(C)C(=NCCc3c[nH]c4ccccc34)OC(=O)N2C1=O,,False,,False,,False,4.0007325469525,False
CCC1=C2CC[C@H]3C(=O)NC(=O)[C@H]3[C@H]2[C@@]2(C)C(=O)N(CC3CC3)C(=O)N2C1=O,,False,,False,,False,3.6007338084109173,False
CCC1=C2CC[C@H]3C(=O)NC(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=NCC(=O)OC)OC(=O)N2C1=O,,False,,False,,False,3.900735004557056,False
CCC1=C2CC[C@H]3C(=O)NC(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=NCC3CC3)OC(=O)N2C1=O,,False,,False,,False,3.900735004557056,False
CCC1=C2CC[C@H]3C(=O)NC(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=NCc3ccccc3)OC(=O)N2C1=O,,False,,False,,False,4.300732301935884,False
CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2,,False,,False,,False,5.333484988727497,False
CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,,False,,False,,False,5.100821520113817,False
CCC1=NN(C(=O)CCc2ccccc2)C(O)(C(F)(F)F)C1,4.307420859297306,False,4.631238141608918,False,,False,3.900980628935963,False
CCC1C(=O)N=C(SCC(=O)Nc2ccc(C(=O)OC)cc2)NC1=O,4.15742233238627,False,,False,,False,,False
CCC1C(=O)OC[C@H]1Cc1cncn1C.O=[N+]([O-])O,,False,,False,,False,3.800734633636869,False
CCC1C(C(=O)O)CCN1S(=O)(=O)c1cccc2ccc(C)nc12,,False,,False,,False,2.0733841719993555,True
CCC1C(CO)CCN1C(=O)NCc1ccc(N2CCCC(C(N)=O)C2)cc1,,False,,False,,False,2.4671735319993555,True
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2[C@H]5O)N3C1O,,False,,False,5.419328842460694,False,,False
CCC1CC(c2nc(-c3ccc(-n4ccnc4)cc3)no2)CCO1,7.782581444999996,True,,False,5.530625234992345,True,,False
CCC1CC2CC(NC(C)=O)C1C2,,False,4.431238405874674,False,,False,,False
CCC1CCC(=O)O1,4.375705949765858,False,,False,,False,,False
CCC1CCC(CCC(=O)O)C1,4.120007724314831,False,4.078703720680497,False,,False,,False
CCC1CCCCN1CCCNC(=O)Cn1nc(-c2ccc(C)cc2)ccc1=O,,False,,False,4.742241156276297,False,3.8009802580157768,False
CCC1CCCCN1CCn1c(=S)[nH]c2cc(OC)c(OC)cc2c1=O,4.207420702660929,False,,False,6.242240761051421,False,3.950978999210623,False
CCC1CCCCN1Cc1cc(OC)c(O)c([N+](=O)[O-])c1,,False,,False,4.342240150210577,False,,False
CCC1CCN(C(=O)c2nn(-c3cccc(Cl)c3)nc2C)C1,5.231568162999997,True,,False,,False,,False
CCC1CC[N+]2(C)CCC3=C(CCC3)C2(C)C1.[I-],,False,,False,4.992240583789779,False,,False
CCC1CCc2c(c3ccccc3[nH]c2=O)O1,5.607421708726649,False,,False,,False,,False
CCC1CCc2nc(NC(=O)c3c(C)nn(C)c3-n3cccn3)sc2C1,4.999697111999996,True,,False,,False,4.724083711999355,True
CCC1CN(C(=O)Nc2ccccc2)c2ccc(-c3ccc(OCC(C)(C)C(=O)O)nc3)cc2O1,,False,5.639124518466617,False,,False,,False
CCC1CN(C(=O)c2cnn3cccc(OC)c23)c2ccccc2O1,,False,4.673295933003728,True,,False,5.695400874999355,True
CCC1CN(c2ccccc2)CCN1C(=O)c1cn(Cc2noc(C)n2)nn1,,False,4.3305303150037275,True,,False,,False
CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21.Cl.Cl,,False,,False,,False,3.700733512777473,False
CCC1COC(=O)O1,4.329834682522586,False,,False,,False,,False
CCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,4.4298351216206,False,4.838529434479041,False,3.9732520511108222,False,6.025361666857736,False
CCC1OC(=O)C(C)C(=O)C(C)[C@@H](OC2OC(C)CC(N(C)C)C2O)C(C)(OC)C2(CCCn3cnc(-c4cccnc4)c3)CC(C)C(=O)C(C)C3N(C2)C(=O)O[C@]13C,,False,,False,,False,3.6007338084109173,False
CCC1OC(=O)C(C)[C@@H](O[C@H]2C[C@@](C)(OC)C(O)C(C)O2)C(C)[C@@H](O[C@@H]2OC(C)CC(N(C)C)C2O)[C@@](C)(O)CC(C)C(=O)[C@@H](C)C(O)[C@]1(C)O,,False,,False,,False,3.6007338084109173,False
CCC1OC(OC(c2cnc[nH]2)C(NC(=O)c2nc(C(CC(N)=O)NCC(N)C(N)=O)nc(N)c2C)C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc2nc(-c3nc(C(=O)NCCCCN=C(N)N)cs3)cs2)C(C)O)C(O[C@@H]2OC(CO)C(O)[C@H](OC(N)=O)C2O)C(C)C1C.O=S(=O)(O)O.O=S(=O)(O)O,,False,,False,,False,3.900735004557056,False
CCC1OC23CCCCC2C(C#N)(C(=N)O3)C1(C#N)C#N,,False,4.131237783223632,False,,False,,False
CCC1Oc2ccccc2N(CC(=O)NCCCN2CCCCC2C)C1=O,,False,,False,4.992240583789779,False,3.8009802580157768,False
CCCC#Cc1cc([C@@]2(c3ccc(OC(F)F)c(C)c3)N=C(N)N(C)C2=O)ccc1F,,False,,False,,False,4.802006071685241,False
CCCC(=O)C(=O)O,,False,,False,4.022898062743507,False,,False
CCCC(=O)C(C)=O,,False,4.038530441677591,False,,False,3.439660016156209,False
CCCC(=O)C(CC)Sc1ccoc1C,4.329834682522586,False,4.038530441677591,False,,False,3.439660016156209,False
CCCC(=O)CC,4.616196915513931,False,,False,,False,,False
CCCC(=O)N1CCC(C(=O)Nc2ccc3c(c2)OCO3)CC1,,False,,False,,False,4.110678551999356,True
CCCC(=O)N1CCCC1C(=O)N1CCC(C(=O)Nc2ccccc2O)CC1,,False,,False,,False,3.897178306999355,True
CCCC(=O)N1CCCC1C(=O)N1CCCN(c2nccs2)CC1,,False,,False,,False,3.739102984999356,True
CCCC(=O)N1CCN(S(=O)(=O)c2cc(Cl)ccc2OC)CC1,,False,,False,,False,3.8009802580157768,False
CCCC(=O)N1c2ccccc2C(N(C(C)=O)c2ccccc2)CC1C,,False,4.68123872420235,False,,False,,False
CCCC(=O)N=C1SC2CS(=O)(=O)CC2N1c1ccc(CC)cc1,,False,4.28123853814577,False,,False,4.0009781713314085,False
CCCC(=O)NC(Nc1cccc(C(F)(F)F)c1)C(Cl)(Cl)Cl,4.057421961466083,False,5.131237783223633,False,4.542240874986129,False,3.900980628935963,False
CCCC(=O)NC(Nc1ccccc1F)C(Cl)(Cl)Cl,,False,4.331238507999185,False,,False,3.950978999210623,False
CCCC(=O)NC(Nc1ccccc1OC)C(Cl)(Cl)Cl,4.207420702660929,False,,False,,False,3.950978999210623,False
CCCC(=O)NC(Oc1ccc(Cl)cc1Cl)C(Cl)(Cl)Cl,4.257419874781714,False,,False,,False,,False
CCCC(=O)NCCc1c2n(c3ccc(OC)cc13)CCCc1ccccc1-2,4.960331206764677,False,4.6842193775900025,False,3.9016695663778864,False,5.000860533770288,False
CCCC(=O)NCCc1c2n(c3ccc(OC)cc13)Cc1ccccc1-2,4.960331206764677,False,5.184224419702565,False,3.9016695663778864,False,4.700855460491138,False
CCCC(=O)Nc1c(-c2cccs2)c(=O)c2ccccc2n1CC,,False,,False,,False,3.7009791371563807,False
CCCC(=O)Nc1c2c(nn1-c1ccc(C)cc1C)CSC2,,False,4.131237783223632,False,,False,4.250979621861664,False
CCCC(=O)Nc1cc(-c2cn3cccnc3n2)ccc1OC,6.357421457583067,False,,False,,False,,False
CCCC(=O)Nc1ccc(C(=O)/C=C/c2ccc(SC)cc2)cc1,4.257419874781714,False,5.031238394064476,False,4.592241033466911,False,,False
CCCC(=O)Nc1ccc(C(=O)NNC(=S)NC(=O)c2cccs2)cc1,,False,3.981239042028786,False,,False,,False
CCCC(=O)Nc1ccc(C(=O)Nc2cc(C(F)(F)F)ccc2Cl)cc1,,False,,False,4.542240874986129,False,3.900980628935963,False
CCCC(=O)Nc1ccc(CNC(=O)CN2CC3CN4CCCCC4C3C2)cc1,,False,,False,5.277009926992346,True,,False
CCCC(=O)Nc1ccc(O)c(C(C)=O)c1,5.191002031320476,False,,False,,False,,False
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1.Cl,4.456016663165006,False,,False,4.084417373518855,False,,False
CCCC(=O)Nc1ccc2nc(SCC(=O)Nc3ccc(N4CCOCC4)c(Cl)c3)sc2c1,,False,4.931238759019225,False,4.492240905132714,False,4.950978999210624,False
CCCC(=O)Nc1cccc(Oc2nc(C)cc(C)c2C#N)c1,4.657421660028485,False,4.28123853814577,False,,False,3.950978999210623,False
CCCC(=O)Nc1nc(-c2ccc3c(c2)CCN3S(C)(=O)=O)cs1,,False,,False,,False,4.200979882466957,False
CCCC(=O)Nc1nc(C(=O)OCC)cs1,4.15742233238627,False,,False,,False,,False
CCCC(=O)Nc1nc2nc(-c3ccccc3)cc(-c3ccccc3)n2n1,4.957420840606687,False,,False,,False,,False
CCCC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)([O-])O[C@H]2[C@H]1OC(=O)CCC,3.7630322223300183,False,,False,4.796954045378592,False,,False
CCCC(=O)Nc1nnc(CCN2CCCCC2)s1,,False,,False,4.292241779935917,False,,False
CCCC(=O)Nc1nnc(Cc2ccccc2)s1,4.257419874781714,False,,False,,False,,False
CCCC(=O)Nc1nnc(SCC(=O)NCc2cccs2)s1,4.357421457583067,False,,False,,False,,False
CCCC(=O)O,4.129834361836777,False,,False,,False,,False
CCCC(=O)OC(=O)CCC,4.1714000828092255,False,,False,,False,,False
CCCC(=O)OC/C=C(\C)CCC=C(C)C,4.329834682522586,False,3.863125559560194,False,,False,,False
CCCC(=O)OCC,,False,4.53853042990295,False,,False,,False
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,4.47983445489223,False,4.8885327127793925,False,,False,,False
CCCC(=O)OCCC(C)CCC=C(C)C,4.129834361836777,False,4.138530880775606,False,3.723251713511802,False,4.339662579967332,False
CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,4.441000004930618,False,5.29969757253239,False,,False,4.350820860062862,False
CCCC(=O)OC[C@@H](OC(=O)CCC)[C@@H](OC(=O)CCC)[C@H](Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21)OC(=O)CCC,,False,4.499695145639398,False,4.634418806116886,False,4.800827860166541,False
CCCC(=O)O[C@]1(C(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,,False,4.5496968251554915,False,4.484418434588723,False,4.950826131650352,False
CCCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@@]21C,,False,4.449695384640936,False,4.784418794579006,False,5.000811700216413,False
CCCC(=O)O[C@]1(C(=O)CO)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,,False,,False,,False,4.050826867966476,False
CCCC(=O)c1ccccc1,,False,,False,3.792402431997389,False,,False
CCCC(=O)n1nc(-c2cccnc2)nc1N,4.657421660028485,False,,False,,False,,False
CCCC(C(=O)Nc1nccs1)c1ccccc1,4.757421643639647,False,4.181236955344418,False,4.092240288156335,False,4.0009781713314085,False
CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,4.262544749286143,False,4.184219245074232,False,6.99728380915551,False,4.950855017275607,False
CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1.Cl,,False,4.499695145639398,False,6.384335678909016,False,5.300734833979323,False
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,4.030898238787327,False,,False,,False,3.720727985669437,False
CCCC(C)C,4.275600755627924,False,4.034295786678671,False,,False,,False
CCCC(C)C(=O)O,4.09749048560026,False,3.956186171772094,False,4.065188608050731,False,3.2073153659242792,False
CCCC(C)C1(CC)C(=O)N=C([S-])NC1=O.[Na+],,False,4.399695684644625,False,,False,4.300776507893461,False
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,,False,,False,,False,3.6007338084109173,False
CCCC(C)CC,4.386968694333583,False,,False,,False,,False
CCCC(C)CO,4.37948069415527,False,,False,3.67289771642606,False,,False
CCCC(C)NC1=NCCCCC1,,False,,False,4.3922393223313625,False,,False
CCCC(C)c1cc(NS(=O)(=O)c2ccc(C#N)c(Br)c2)[nH]n1,,False,,False,,False,4.722611341999356,True
CCCC(C)c1ccccc1O,4.27983424034321,False,4.088530344873387,False,,False,,False
CCCC(CC)CCCCCCCN,4.968965220359246,False,4.127661876741062,False,5.21237611743823,False,3.928792619981884,False
CCCC(CCC)C(=O)O,4.481608596519601,False,3.914417437719056,False,,False,,False
CCCC(CCC)C(=O)[O-].[Na+],,False,,False,,False,4.900732264347251,False
CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl,4.57983463919801,False,4.8885327127793925,False,4.023251954306619,False,,False
CCCC(NC(=O)Cc1c[nH]c2cnccc12)c1nnn[nH]1,,False,,False,,False,2.024431084999355,True
CCCC(NCc1cn(CCOC)c(=O)[nH]c1=O)C1CCC1,,False,,False,5.814936652992346,True,,False
CCCC(O)(CCC)C(=O)NN(C(=O)Nc1csc2c1CCCC2)c1ccccc1,4.307420859297306,False,4.131237783223632,False,4.542240874986129,False,5.200979882466957,False
CCCC(c1cc(C(C)(C)C)c(O)cc1C)c1cc(C(C)(C)C)c(O)cc1C,4.374546606708701,False,4.98521938370993,False,4.670624258055468,False,4.284376109684045,False
CCCC/C(C)=C/[C@@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,,False,,False,,False,4.700731783825896,False
CCCC/C=C/C(NC(=O)C(C)(C)C)c1ccccc1,4.059653630102904,False,3.6872033036619767,False,4.201669884204322,False,3.700856324966927,False
CCCC/C=C/C(NC(=O)CCc1ccccc1)c1ccccc1,4.960331206764677,False,4.784219133178269,False,4.89695369244143,False,4.300856146588999,False
CCCC/C=C/C(NC(=O)OCc1ccccc1Cl)c1ccccc1,4.760226932984833,False,4.087203992408599,False,4.4969551427270105,False,4.100856941943307,False
CCCC/C=C/C(NC(=O)Oc1cccc(C(F)(F)F)c1)c1ccccc1,4.960331206764677,False,4.3842204094659465,False,5.4969551427270105,False,3.9008578167465098,False
CCCC/C=C/C(NC(=O)c1ccc(-c2ccccc2)cc1)c1ccccc1,4.160840269917776,False,,False,,False,,False
CCCC/C=C/C(NC(=O)c1ccc(C(=O)OC)cc1)c1ccccc1,4.760226932984833,False,4.6842193775900025,False,,False,,False
CCCC/C=C/C(NC(=O)c1ccc(C(F)(F)F)cc1)c1ccccc1,4.460258188946936,False,4.984216978540185,False,,False,4.100856941943307,False
CCCC/C=C/C(NC(=O)c1ccccc1)c1ccccc1,4.760226932984833,False,4.284220827875583,False,,False,3.9008578167465098,False
CCCC/C=C/C(NC(=O)c1ccco1)c1ccccc1,4.660249614282472,False,4.084221702678786,False,3.9016695663778864,False,4.400855844594888,False
CCCC/C=C/C(NC(=O)c1cccs1)c1ccccc1,5.160840269917777,False,5.78423973440602,False,,False,4.000855359141955,False
CCCC/C=C/C=C\C=O,,False,,False,3.8232520113632606,False,3.389660112960413,False
CCCC/C=C/CCCCO,,False,3.7885301040785704,False,,False,,False
CCCC/C=C/[C@@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1OC,,False,,False,,False,4.300732301935884,False
CCCC1(C(=O)OC)C=C2C(=C(C(C)C)C(=O)C2C)CN1,,False,3.987203621488413,False,,False,4.000855359141955,False
CCCC1(C(=O)OC)C=C2C(=C(C)C(=O)C2C)CN1,,False,,False,,False,3.500734315810433,False
CCCC1(C(=O)OC)C=C2C(=C(c3ccccc3)C(=O)C2C)CN1,4.160840269917776,False,4.584219730527165,False,,False,4.100856941943307,False
