smiles,CYP3A4_class
Fc1ccc(CN2CCN3CCC[C@@H]3C2)c(F)c1,0
Cc1cccn2cc(CN[C@@H]3CC(C)(C)OC3(C)C)nc12,0
O=C(c1ccoc1)N1CCN(C(=O)C2CCCC2)CC1,0
O=C(CN1C(=O)c2ccccc2S1(=O)=O)c1ccc(F)cc1,0
Nc1cc(N)nc(SCC(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)n1,0
CN(CC(=O)N1CCC(CC(=O)O)CC1)c1ncccn1,0
O=C(O)COc1ccc(Cl)cc1C#Cc1ccc2c(c1)S(=O)(=O)C=C2,0
COC(=O)CCNC(=O)Nc1cccc(SC)c1,0
COc1cc(CNC(=O)C[C@H](C)c2ccccc2)ccn1,0
Cc1ccc(N2CC[C@H](NC(=O)[C@@H](C)Cc3c(C)n[nH]c3C)C2=O)cc1,0
O=C1c2ccccc2CCCN1CCCCN1CCN(c2cccc(Cl)c2Cl)CC1,0
C[C@@H](C(=O)NCC(C)(C)N1CCOCC1)c1ccsc1,0
CC(C)[C@@H]1C[C@@](O)(Cc2nccs2)CCO1,0
C[C@H](C1CC1)N(C(=O)C1CCC(C(=O)N(C2CC2)[C@@H](C)C2CC2)CC1)C1CC1,0
CS(=O)(=O)Nc1nc2ccccc2n2c(=O)n(-c3ccccc3)nc12,0
CC[C@@H](C)CNC[C@](C)(O)c1cc(C)oc1C,0
CCOC(=O)Nc1cccc(C(=O)O[C@H](C)c2nnc(-c3ccccc3)o2)c1,0
C[C@H]1NCC[C@@H]1C(=O)NC[C@H](O)C1CC1,0
Cc1ccc(N2C(=O)c3c(Cl)ccc(NS(=O)(=O)c4ccc(C(C)(C)C)cc4)c3C2=O)cn1,0
CN(Cc1nc(-c2ccc(Cl)cc2)no1)S(=O)(=O)c1ccc(Br)cc1,0
Cc1ccc(C)c(S(=O)(=O)N[C@](C)(CC(C)C)C(N)=O)c1,0
COc1cccc(C(N)=O)c1OCc1cccc(F)c1F,0
Cc1[nH]nc(C(N)=O)c1NC(=O)CC1CCCCC1,0
C=CCOC1CC(C(=O)OC)C2(C)CCC3C(=O)OC(c4ccoc4)CC3(C)C2C1=O,0
Cc1cn(S(=O)(=O)c2ccc3oc4c(c3c2)C2CCC(C4)N2)c2ccccc12,0
CN(C)c1ccc(CNC(=O)[C@@H]2CCCN2S(C)(=O)=O)cc1,0
Cc1ccc([C@@H]2CCCCCN2Cc2cn(C)nc2C)o1,0
CC[C@@H](C)Oc1cccc(NC(=O)N2CCN(CC(=O)NC(C)C)CC2)c1,0
COc1ccc2[nH]c(CN(C)c3ccc(C(F)(F)F)cc3)c(CCNC(C)=O)c2c1,0
CCCCCN1C[C@H](CC)NCc2ccccc21,0
CC[C@@H]1C[C@@H](C)CC[C@@H]1NCCCC(=O)NC1CC1,0
CN(Cc1csc(-c2cccs2)n1)C(=O)CCc1ccc(=O)[nH]n1,0
Cc1ccc(NC(=O)CCn2cnc3cc(S(=O)(=O)N4CCCC4)ccc32)cc1,0
Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC(C)(C)c2nc(Br)c(N3CCOCC3)cc21,0
Cc1cc(CN2CCC(N3CCO[C@H](C)C3)CC2)ccc1-n1cncn1,0
Cc1nn(-c2cccc(Cl)c2)c(C)c1[C@@H](C)CNC(C)C,0
CSc1cc2c(cc1Cl)N(C(=O)Nc1cccnc1)CC2,0
COCCn1nnnc1[C@@H](c1ccccc1Cl)N1CCN(c2cccc(C)c2C)CC1,0
Cc1ccc(S(=O)(=O)c2nc(-c3ccc(Cl)cc3)oc2NCc2ccc(Cl)cc2)cc1,0
NC(=O)CSc1nc2nccnc2c(=O)n1Cc1ccc(Cl)cc1,0
CCN1CCC[C@H]1CN(C)c1ccc(F)cc1[C@@H](C)N,0
O=C1N(Cc2c[nH]c3ccccc23)CCCC12CCN(c1ccc3ccccc3n1)CC2,0
CC[C@H]1c2ccc(C)n2CCN1C(=O)c1cc(-c2cc(OC)ccc2OC)n[nH]1,0
CC(=Cc1ccccc1)CN1CCN(CC2ON=C3c4ccc(OC5CCCC5)cc4OCC32)CC1,0
CC1CCN(c2nc(C(F)(F)F)ccc2CNC(=O)Nc2cccc3cccnc23)CC1,0
C[C@@H](NC(=O)C(C)(C)C)C(=O)Nc1ccccc1SC(F)F,0
c1ccc2nc(N3CCO[C@H](Cn4cccn4)C3)cnc2c1,0
Cc1noc(-c2ccc(N3CCC[C@@H](C(=O)O)C3)nn2)n1,0
COc1cc(Nc2nc(N)n(-c3cccc(N4CCOCC4)c3)n2)cc(OC)c1OC,0
CN[C@H](Cc1ccc(F)cc1F)C1(C)CCCC1,0
Cc1ccc(N2CC[C@@H](N(C)Cc3nnc(C4CC4)n3C)C2=O)cc1,0
ON=C1C(=Cc2cn(Cc3ccc(Cl)cc3)c3ccccc23)N2CCC1CC2,0
COc1cccc(OC)c1C(=O)N1CCC(Cn2nc(-c3ccccc3)c(C)cc2=O)CC1,0
CCc1nn(C)c(OC)c1CNC(=O)NC[C@@H]1CCCO[C@@H]1C(C)C,0
CCn1c(=O)c2ccccc2n(CC(=O)N(Cc2ccc(F)cc2)C2CC2)c1=O,0
Cc1cccc2c1C(=O)NC1(CCN(C(=O)CC(C)(C)C)CC1)N2,0
C[C@H](C1CC1)N(C(=O)N[C@@H]1CCN(c2c(F)cccc2F)C1=O)C1CC1,0
CC(C)N[C@@]1(CO)CCC[C@@H]1CCN(CC1CC1)C(C)C,0
CC(C)(C(N)C(=O)N1CC(F)CC1C#N)S(=O)(=O)O,0
O=C(Nc1ccc(O)cc1)N1CCN(c2ccc(F)cc2)CC1,0
COC(=O)C(C)NC1CC1c1ccccc1,0
Cc1cc(C)n(C[C@@H](C)CNC(=O)NCCc2ccncc2)n1,0
NS(=O)(=O)c1ccc(CCN=C(S)N=C2C=CC(=C3c4ccc(O)cc4Oc4cc(O)ccc43)C(C(=O)O)=C2)cc1,0
CN(Cc1ccccn1)C(=O)CNC(=O)c1cccs1,0
CCOc1cccc(CNCCOCCO)c1OCc1ccccc1Cl,0
CN(C)C(=O)[C@H]1CCCN(c2ccc(C#N)c(C(F)(F)F)c2)C1,0
Cc1ccccc1NC(=O)N1Cc2ccccc2-n2cccc2[C@H]1c1cccs1,0
CNC1CCN(c2cc(Cc3ccccc3)nc(N)n2)C1,0
O=C(Nc1cccc(-c2nc(-c3ccc4c(c3)nnn4C3CCCC3)no2)c1)c1ccco1,0
O=C(CCSc1ccc(C(F)(F)F)cn1)Nc1ccc2[nH]c(=O)[nH]c2c1,0
CC(C)Oc1ccc(CNC(=O)c2cnc3sc4c(n3c2=O)CCCC4)cc1,0
NCCCCCC1C(OCc2ccccc2)C(OCc2ccccc2)C(OCc2ccccc2)CN1Cc1ccc2ccccc2c1,0
CCN1CC(C)N(C(=O)N2Cc3c(NC(=O)c4ccc(F)cn4)n[nH]c3C2(C)C)CC1C,0
C[C@@H](NCc1cn(C)nc1C(F)(F)F)c1cnc2ccsc2c1,0
CC(C)[C@@H](C)NC(=O)N1CCC(c2ccc(F)cc2)CC1,0
O=C1CCc2ccccc2N1OCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1,0
COCc1ccc(CNC(=O)CCO[C@@H](C)CC(C)C)cc1,0
CCCn1cc(NC(=O)Nc2ccc(N3CCO[C@H](C)C3)cc2)cn1,0
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(C(C)(C)CO)cc2)CC3)cc1,0
CC(=O)N1CCN(Cc2cccc(NCc3cncs3)n2)CC1,0
O=C(CCCc1cccs1)N1CCN(c2cnn(-c3ccccc3)c(=O)c2Cl)CC1,0
COCCOCCN1CCC(c2nc(C)cs2)CC1,0
COCCNC(=O)[C@@H](C)NCC(C)C,0
COc1cccc(C(=O)NCc2ccn(C)c2)c1F,0
Cc1ccc(N2C(=O)OC(C)(C)[C@]2(C)O)cc1,0
O=S(=O)(Nc1cc(Cl)cc(Cl)c1)c1ccc2c(c1)[C@H]1C=CC[C@H]1[C@@H](c1ccccc1)N2,0
CN(c1ccccc1-c1ccc(-c2cnc(N)cn2)c(F)c1)S(C)(=O)=O,0
Cc1ccc2c(N3CCN(CCc4cccc5c4OCC(=O)N5C)C(C)C3)cc(F)cc2n1,0
C[C@H](CN(C)[C@@H](C)c1cc(F)ccc1O)C(=O)O,0
COC(=O)[C@@H](O)C1CCN(Cc2ccc(O[C@H](C)C#N)cc2)CC1,0
CCN[C@H](CSc1ccncc1)c1cc(C)ccc1OC,0
Cc1nc(-c2nc(N)c3cc(Cc4ccccc4)sc3n2)cs1,0
C[C@H]1CCCN(C(=O)C2CCN(C(=O)NCCCC(C)(C)CO)CC2)C1,0
CCCC(=O)NC1CCC(CCN2CCC(c3coc4ccccc34)CC2)CC1,0
CCOc1cc(NC(=O)c2ccccc2)c(OCC)cc1NC(=O)Nc1ccc(Cl)c(Cl)c1,0
Cc1ccccc1OC(=O)c1cccnc1Oc1ccccc1,0
C[C@@H](O)[C@@H]1CCCN(CC(=O)N2CCN(Cc3ccccc3)CC2)C1,0
CCc1nn(Cc2ccc(NC(=O)c3ccc4ccccc4c3)cc2)c(CC)c1CC(=O)O,0
CN1CCCN(c2ccnc3cc(Cl)ccc23)CC1,0
O=C(OCC#CCSc1nnc(-c2ccccc2)o1)c1sc2ccccc2c1Cl,0
CC(C)N1CC(C(=O)N2CCN(C3(CNCc4c[nH]cn4)CCCCC3)CC2)C(c2ccc(Cl)cc2)C1,0
CCCCCCCCCCCC(=O)c1c(C(=O)OCC)[nH]c2cc(Cl)ccc12,0
NC1CCCN(c2nc3ccc[n+]([O-])c3n2Cc2ccccc2)C1,0
COc1ccc(OC)c(C2CC2NC(C)=O)c1,0
CC(C)(C)C(=O)Nc1ccc(N2CCNC(=O)C2)c(Cl)c1,0
Nc1nnc(S(N)(=O)=O)s1,0
COCCCN1CC(=O)N2CCC3=c4cc(OC)ccc4=N[C@@H]3[C@@]2(C)C1=O,0
c1csc(N2CCN(C[C@H]3Cc4nc[nH]c4CN3)CC2)n1,0
CN(C[C@H](O)C(F)(F)F)c1nccn(C)c1=O,0
O=C(CCCC(=O)Nc1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F)Nc1ccccc1,0
CC(C)C(=O)NCCCNC(=O)NCc1ccnc(OC2CCC2)c1,0
CC(C)OCCC(=O)N1CCC[C@@H](CN2CCN(c3ccccn3)CC2)C1,0
CCOc1cc2ccccc2cc1C(=O)OCc1nc(N)nc(N(C)C)n1,0
CCN1CCO[C@H](c2noc(C[C@@H]3CCCN3)n2)C1,0
O=C(CN1CCSc2ccccc21)Nc1ccc(N2CCOCC2)cc1,0
N#Cc1ccc(C(=O)O)cc1,0
Oc1ccc(Cc2ccc(O)c(O)c2)cc1O,0
COCc1ccccc1CNC(=O)NC[C@@H](O)COc1cccc(C)c1,0
COC(=O)[C@H]1CN(C(=O)Cc2cccs2)C[C@H]1C,0
CCOc1cc2c(cc1OCC)[C@H](c1cccc(Cl)c1)NCC2,0
O=C(COc1ccccc1O)Nc1ccc(COc2ccccc2)cc1,0
CN1C(=O)Cc2cc(NC(=O)Cn3c(=O)oc4ccccc43)ccc21,0
Cc1nc(COc2cccc(C(=O)OCc3cnn(C)c3)c2)cs1,0
O=C(O[C@H]1C[C@H](n2ccc(=O)[nH]c2=O)O[C@@H]1CO)c1ccccc1,0
COC(=O)CCCS(=O)(=O)N[C@@H](CC(F)(F)F)c1ccc(F)cc1,0
C#CCOc1ccc(CNc2ccc(OC)c(N3CCCC3=O)c2)cc1,0
CC(=O)Nc1c(Cl)cc(CNC(N)=NC(=O)C2CC(c3ccccc3)CN2c2ccccc2)cc1Cl,0
CCCCC(CC)CNc1nc2nn(C)cc2c2nc(-c3ccco3)nn12,0
CCOC(=O)c1cnc(N2CCOCC2)n2nc(-c3ccco3)nc12,0
O=C1c2[nH]nc(-c3ccc(Cl)cc3)c2[C@H](c2cccc(Br)c2)N1C1CCCC1,0
CS(=O)(=O)N1CCC(NC(=O)[C@@H]2CC(=O)N(Cc3ccco3)C2)CC1,0
C[C@@H]1C[C@@H](C)CN(Cc2ccc(CNC(=O)c3ccccc3-n3cnnn3)cc2)C1,0
CO[C@@H](C)C(=O)Nc1ccccc1OC1CCCC1,0
Cc1ccc([C@@H](C)NC(=O)NC[C@@](C)(O)CN2CCOCC2)o1,0
O=C(Cc1ccc2c(c1)OCO2)NC1CCC(CCN2CCN(c3nccc4c3CCO4)CC2)CC1,0
CCN[C@@]1(C#N)CC[C@@H](n2c(C)nc3ccccc32)C1,0
CCO[C@H](C)c1nc(CN(C)Cc2ccc(OC)c(F)c2)cs1,0
O=C1CC2(CCN(C(=O)NC3CCC(c4cccc(F)c4F)CN(CC(F)(F)F)C3=O)CC2)C(=O)N1,0
CC(C)CNc1ccc(C(=O)N2CCCC[C@@H]2CCn2cccn2)cn1,0
CCc1nn(C)cc1NC(=O)NC[C@@H](c1cccs1)N1CCC(C)CC1,0
CCCN(CCC)CC(=O)N1CCC[C@H](C(N)=O)C1,0
CCC1NC(C(=O)Nc2n[nH]c3c2CN(C(=O)N2CCN(CC4CCOCC4)CC2C)C3(C)C)=CO1,0
CCOc1ccccc1CCC(=O)NC[C@@H](OC)c1ccc(F)cc1,0
CC(C)CC[C@@](C)(O)CNC(=O)[C@@H]1C[C@@H]1c1cccc(F)c1F,0
CC(=O)N1CCc2cc(S(=O)(=O)N3CCCC3)ccc21,0
CCCNc1ccc(CN(C)CC(C)(C)O)cn1,0
O=C(c1ccc2[nH]c(=O)c(=O)[nH]c2c1)N1CCCCC1,0
Cc1ccc([C@@H](C)NC(=O)c2ccc(OC[C@H]3CCCO3)cc2)o1,0
Fc1ccc([C@@H](CNc2ncccc2F)N2CCOCC2)cc1,0
CC(C)=CCSc1nnc(Nc2ccc(C)cc2)[nH]1,0
OC1C(O)C(n2cnc3c(NCc4cccc(Cl)c4)nc(C#Cc4ccc(-c5ccccc5)cc4)nc32)C2CC12,0
CCOc1ccc(-n2c(CCC(=O)NCc3ccc(OC)cc3)nc3ccccc3c2=O)cc1,0
C[C@@H](CCc1ccccc1)NC(=O)CSc1nc(-c2ccccc2)nc2cc(=O)[nH]n12,0
CC1(C)C(=O)[C@]2(C(=O)Nc3ccccc3NC(=O)[C@@]34CC[C@@H](C3)C(C)(C)C4=O)CC[C@H]1C2,0
C=CCn1c(SCCOc2ccc(C#N)cc2)nnc1-c1ccccc1,0
Cc1cccnc1CNCc1ccccc1,0
COC(=O)C1=C(C)C(C(=O)[C@H](C)N(C)CCOc2ccccc2F)=N[C@H]1C,0
Cc1ccc(NC(=O)Nc2sc3nc4n(c(=O)c3c2C)CC[C@@H](C)CC4)c(C)c1,0
O=C(c1cccc(Cl)c1Cl)N(CCC1CC1)C1CCNC1,0
CCOCCCN1CCc2c(cccc2N2CCOC2=O)C1,0
COc1ccc(CN2CCCN(c3ccc(OC)cc3NC(=O)Cc3ccc(F)cc3)C2=O)cc1,0
C[C@H](NCCCCCN1CCCCC1)c1nccs1,0
CCOC(=O)c1[nH]c(C)c(CN(C(=O)Nc2ccc(OC)cc2OC)C2CCCCC2)c1C,0
FC(F)(F)c1cnc2c(-c3cccnc3)noc2c1,0
NS(=O)(=O)c1ccc(-n2c(S)nc3c(Br)cccc3c2=O)cc1,0
O=C(Nc1cc2c(cc1Cl)OCCCO2)c1ccccc1-n1cccn1,0
CCC[C@H](C)C(=O)N(C)C1CCC(=O)CC1,0
CCOC(=O)c1ccc(NC(=O)Cn2cnc3c(nnn3Cc3ccc(Cl)cc3)c2=O)cc1,0
C=CCn1nnnc1S[C@@H](C)C(=O)Nc1cccc(Cl)c1Cl,0
CCCN(CCC)c1cc(C)nc2c(-c3ncc(F)cc3C)c(C)nn12,0
O=C(NCc1cccc(Cl)c1)C1CCN(C2=NC=NC3=NC=N[C@H]32)CC1,0
CCCCCCCCCCCCCCCC(=O)NCCCCC(NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C1CCCN1C(=O)CNC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccc(O)cc1)NC(=O)CNC(=O)C(C)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(C)N)C(C)O)C(=O)NC(CCCCN)C(N)=O,0
Fc1ccccc1-c1cnc(Br)cn1,0
CC(C)N[C@@H](CCN(C)CCOCC1CC1)C(N)=O,0
Nc1ccccc1CC(=O)NCCCC(=O)NC1CC1,0
CCN1CCC(c2ccccc2)=C(C(=O)OCCCc2ccc(OC)cc2)C1,0
Cn1nc2n(c1=O)CCN(Cc1ccccc1OC(F)F)C2,0
CNC(=O)[C@@H](C)CN(C)C(=O)c1cccc2[nH]ccc12,0
O=C(O)CCc1nnc2ccc(N3CCCC3)nn12,0
O=C(C1CC1)N1CCC[C@@H](c2cncc(Oc3ccccc3)n2)C1,0
CC[C@@H](C#N)OC(=O)c1cc(Br)cn1C(C)C,0
CCOc1ccc(C(=O)N(CCN(C)C)Cc2ccc(C#N)cc2)cc1OCC,0
CCOC(=O)c1c(C)nsc1NC[C@@H](C)CN1CCCC1,0
N#Cc1cccc(-c2ccc(C3(c4nc5cc(C(F)(F)F)c(F)cc5[nH]4)CC34CCN(Cc3ccccc3)CC4)cc2)c1,0
Cc1occc1CNC(=O)N(C)[C@H](C)c1ccc([S@@+](C)[O-])cc1,0
O=C(NC[C@@H]1CCCO1)c1c(Cl)cccc1Cl,0
CCOc1ccc(-n2nnnc2CN2CCN(S(=O)(=O)c3ccc(F)cc3)CC2)cc1,0
Cc1nc(C)c([C@H](C)NC(=O)[C@](C)(N)C(F)(F)F)s1,0
Cc1ncc2c(c1-c1noc(-c3cn[nH]c3)n1)CCNC2,0
C[C@@H](CNC(=O)c1cc(C#N)cs1)Oc1ccccc1,0
CCCCCCCCC(NC(C)C(=O)O)C(=O)NC(CC(C)C)C(=O)Nc1ccccc1,0
CCN(CC)c1ccc(N[C@@H]2CC[C@H](N)C2)cc1,0
CCOc1ccc([C@@H]2CC(C(=O)O)=Nc3ncnn32)cc1Cl,0
CCCn1c(=O)c2c(C(F)(F)F)cc(-c3ccccn3)nc2n(CCC)c1=O,0
CC(C)CC(NC(=O)C(NC(=O)C(NC(=O)OC(C)(C)C)C(C)C)C(N)=O)C(O)CC(C)C(=O)NC(C(=O)NCc1ccccc1)C(C)C,0
NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccc(NC(S)=NN3CCOCC3)cc2)s1,0
CCn1c(=O)n(CC(C)C)c(=O)c2[nH]c(-c3cn[nH]c3)nc21,0
C[C@@H](C(=O)NC1CC1)S(=O)(=O)c1nc2ccccc2[nH]1,0
CCC(CC)Nc1nc(C)c(-c2ccc(OC(F)(F)F)cc2OC)nc1OC,0
C[C@@H](C(=O)N1CCC([C@@H](O)c2ccccc2)CC1)c1ccc2c(c1)OCCO2,0
CCS(=O)(=O)N(C)c1ccc(C(=O)N2CCN(c3cccc(C)c3C)CC2)cc1,0
O=C(O)CCNC(=O)c1ccc(-c2cc(Cl)ccc2CNc2ccc(-c3ccc(F)cc3F)c(Cl)c2)cn1,0
Cc1oc(C(=O)NS(=O)(=O)c2ccccc2)cc1CNc1ccc(-c2ccccc2)cc1,0
CC(C)NC[C@H](Cc1ccc(O)cc1)c1ccccc1,0
C[C@H](NC(=O)N[C@H](CO)c1ccc(Cl)cc1)c1ccc(Cl)cc1,0
O=C(NCc1ccc(Cl)cc1)C1CCC(c2ccc(Cl)cc2Cl)N(c2ccc(Cl)cc2)C1,0
CCC[C@@H](C)NC(=O)[C@H](C)Nc1cccc(N2CCOC2=O)c1,0
N#CCOc1cccc(CC(=O)N(Cc2ccccc2)C2CC2)c1,0
C[C@H](c1nc2ccccc2n1Cc1ccc(Cl)c(Cl)c1)N1CCCC1,0
Cc1cccc(Cc2cnc(NC(=O)CSc3nc(-c4ccccc4)cs3)s2)c1,0
Cc1nnc2ccc(C(=O)N3CCN([C@H]4C[C@H]5CC[C@@H]4C5)CC3)cn12,0
CNC(=O)c1cccc(N(C)Cc2cc(C)on2)n1,0
CCOC(=O)c1c(NC(=O)[C@H]2CCCN2S(C)(=O)=O)sc2ccccc12,0
NS(=O)(=O)c1ccc(CCNC(=O)NS(=O)(=O)c2ccccc2Cl)cc1,0
Cc1ccccc1NS(=O)(=O)c1ccc(C(=O)NC2CCCC2)cc1,0
Cc1ccc(NC(=O)NCC(c2ccc(C(F)(F)F)cc2)N2CCN(C3CCCCC3)CC2)cc1,0
C[C@@H](NCc1cccc2cccnc12)c1ccc(F)cn1,0
CCCNc1ccc2c(C(F)(F)F)cc(=O)[nH]c2c1,0
CCCN1CCCN(C(=O)NCc2nnc3n2CCCCC3)CC1,0
C[C@@H](NS(C)(=O)=O)C(=O)N(C)Cc1ccc(Br)o1,0
CCOc1ccc(S(=O)(=O)NCCN)cc1-c1nnc2c(n1)c(C)nn2C,0
COc1ccc(NC(=O)CSc2nnc(-c3ccoc3C)n2Cc2ccco2)cc1,0
C[C@H](OCC(F)(F)F)C(=O)Nc1nc(-c2ccc(F)cc2)cs1,0
N#C[C@H]1CCCCC[C@@H]1Sc1ccccn1,0
C[C@@H](Sc1ccccn1)C(=O)Nc1ccccc1F,0
CC12Cn3cnc(-c4ccc(F)cc4)c3C=C1CCCC2C(C)(O)C1CCCCC1,0
CCc1nn(C)cc1CNC/C=C/c1ccccc1OC,0
CC(=O)NCCCN(C)C(=O)NCC(C)(C)CC(C)C,0
CCO[C@H](C)c1nc(CNc2cccc(COC(C)C)c2C)cs1,0
CCOC(=O)[C@@]1(NC)CCC[C@H]1CCN(C)CCCOC,0
COc1ccc2[nH]cc(Cc3n[nH]c(=S)o3)c2c1,0
COc1ccc([C@H](C)NC(=O)c2cccc(OC)c2O)cc1F,0
O[C@H](COCc1ccccc1)CSc1nnnn1C1CCCCC1,0
C=CC(=O)N[C@@H](CCC(=O)NCCCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)C(=O)Nc1cccc(Nc2ncc(NC(=O)c3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)cn2)c1,0
Cc1onc(-c2ccc(F)cc2)c1COc1ccc(C(=O)N2CCS(=O)(=O)CC2)cn1,0
C[C@@H](Cc1ccccc1)N(C)CC(C)(C)CN,0
Cc1nc(CSc2nnnn2C)oc1-c1ccc(Cl)cc1,0
CCc1nn(CC)c(C/C=C/CCNCC(C)C)c1Cl,0
CCC1(CC)[C@H](NC(=O)N2CCC3(C2)OCCO3)[C@H](C)[C@@H]1OC,0
Cc1ccc(S(=O)(=O)N[C@@H](CC(C)C)C(=O)Oc2ccc3c(oc(=O)c4ccccc43)c2C)cc1,0
COCCN1CCN(Cc2nc([C@@H](C)OC)no2)CC1=O,0
CNc1nc(Cl)nc2c1ncn2C1OC(C(=O)N(C)C)C(O)C1O,0
CC(C)Cn1cc(NC(=O)N(Cc2ccco2)[C@@H]2CCCC[C@@H]2C)c2ccccc2c1=O,0
CC(=O)c1nc(C)n(-c2c(Cl)cc(Cl)cc2Cl)n1,0
COc1ccc(C(=O)CCCC(=O)O[C@@H](C)[C@@H]2CCCO2)cc1,0
O=C(Nc1ccc2[nH]c(-c3ccco3)nc2c1)Nc1ccccn1,0
CCN(CCC#N)CC(=O)N1CCN(CC(=O)Nc2ccc(F)cc2)CC1,0
Cc1ccc(NC(=O)CSc2nc(=O)n3ccc(C)cc3n2)cc1,0
CCOc1ccc(O)c(CN2CC[C@@](O)(C(F)(F)F)C2)c1,0
Cc1c(-c2ccccn2)nc2cc(F)ccc2c1N1CC2(CCOCC2)c2ccc(N3CCOCC3)cc21,0
O=C(NCc1ccco1)Nc1cccc(-c2nnc3n2CCC3)c1,0
CCCN[C@@H]1CC[C@@H](N(CCOC)[C@@H](C)C2CC2)C1,0
CCc1ccc(NC(=O)[C@H](C)N2CCOCC2)cc1,0
O=C1C(=O)N(CCCOc2cccc3ccccc23)c2ccc(Cl)cc21,0
CC(=O)NCCNc1cccc2ccccc12,0
CN(Cc1ccc(F)c(F)c1)C(=O)C1CCN(C(=O)N2CCCC2)CC1,0
CC(C)[C@@H](NC1=NS(=O)(=O)c2ccccc21)C(=O)NCc1nc2ccccc2n1C,0
CC(C)C[C@H](C)OCCC(=O)Nc1cc(S(C)(=O)=O)ccc1Cl,0
Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1,0
O=C(NNC(=S)Nc1ccccc1)c1ccccc1O,0
CC(C)c1ccc(Oc2cnn(C)c(=O)c2Nc2ccc(C(=O)NCc3ccccn3)cc2)cc1,0
NS(=O)(=O)c1ccc(-n2cc(-c3ccc(Br)cc3)c3c2N=CN2NC(=O)CN=C32)cc1,0
CC(C)(C)c1nc(N2CCN(CCCCN3CCC(=O)CCC3=O)CC2)cc(C(F)(F)F)n1,0
CC[C@@H](NC(=O)N1CCC[C@H](OC)C1)c1ccc(OC)cc1,0
COc1ccc(Cc2nc3c4c(C)c(C)n(CCN5CCOCC5)c4ncn3n2)cc1,0
CN(C)CCN(Cc1ccco1)C(=O)N[C@H](c1ccccc1)C1CC1,0
O=C(Nc1cccc(I)c1)c1cc(O)nc2ccccc12,0
Cc1nc2n(n1)C[C@@H](NCC(=O)N1CCC[C@H]3CCCC[C@@H]31)CC2,0
O=C(Cc1c[nH]c2ccc(-c3ccccc3)cc12)NC12CC3CC(CC(C3)C1)C2,0
O=C1CCCc2cc(O[C@H]3CCN(c4c(F)cccc4F)C3=O)ccc21,0
COc1cc(NC(=O)c2ccc3nnc(C)n3c2)cc(OC)c1,0
c1ccc2c(Nc3nnc(-c4ccncc4)s3)cccc2c1,0
Cc1ccc(NC(=O)Cc2ccc(Cl)cc2Cl)c(C)c1,0
CCCn1c(C)cc(C(=O)COc2ccccc2NC(C)=O)c1C,0
COc1cc(CN2CCOC[C@@H]2C)c(SC)cc1OC,0
CC(=O)OC1CCC2(C)OC3C4C(OC(=O)C=Cc5ccccc5)C(OC(=O)c5ccccc5)C1(C)C32OC4(C)C,0
O=S1(=O)CCc2ccc(OCc3ccccc3)cc2O1,0
Cc1ccc(-c2nnn(CC(=O)NCC3(O)CCCCC3)n2)cc1,0
CC[C@H](NC(=O)[C@H](C)OC1CCCCCC1)c1nc(C)n[nH]1,0
CCOC[C@@H]1CCCN(C(=O)CCCOc2ccc(F)cc2F)C1,0
CC(C)Oc1cccc([C@H](C(=O)O)N2CCN(Cc3ccccn3)CC2)c1,0
O=C(O)COc1c(C(=O)O)sc(-c2ccsc2)c1Br,0
NC(=O)c1ccc(F)c2c1CC(N(CCCCn1ccc3cc(F)ccc31)CC1CC1)CO2,0
Cc1ccc(CN(C)[C@H](C(=O)O)c2ccc3c(c2)OCO3)o1,0
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)N4CCCCC4)cc3)[nH]c2c1=O,0
CC(C(=O)NCc1ccc(C(F)(F)F)cc1N1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccc(NS(C)(=O)=O)c(F)c1,0
c1ccc(CCn2cc(-c3ccc4[nH]cnc4c3)nn2)cc1,0
O=C(Cc1ccc(CNC(=O)c2ccc3c(n2)NC(=O)CC3)cc1)NCc1ccco1,0
Cc1n[nH]cc1CN(CCCCO)C1CC1,0
NS(=O)(=O)c1ccc(CCN2S(=O)(=O)c3ccccc3S2(=O)=O)cc1,0
Cc1n[nH]c2ccc(-c3cn[nH]c3)cc12,0
Cc1ccc(-n2nc(C(=O)N3CCCC3)c(=O)n(Cc3cccc(F)c3)c2=O)cc1C,0
Cc1ccc(S(=O)(=O)N2CCOCC2)cc1C(=O)NC1CCCC1,0
