Drug,Y
COc1cc2c(cc1OC)[C@H](Cc1cc(OC)c(OC)c(OC)c1)[N@+](C)(CCCOC(=O)CC/C=C/CCC(=O)OCCC[N@+]1(C)CCc3cc(OC)c(OC)cc3[C@@H]1Cc1cc(OC)c(OC)c(OC)c1)CC2,0
Fc1ccc(C(c2ccc(F)cc2)N2CCN(CCCc3ccccc3)CC2)cc1,1
CC(=O)O[C@]1(C(C)=O)CC[C@@H]2[C@H]3C=C(C)C4=CC(=O)CC[C@@]4(C)[C@H]3CC[C@]21C,1
CCCCCC(=O)O[C@]1(C(C)=O)CC[C@@H]2[C@@H]3C=CC4=CC(=O)CC[C@]4(C)[C@@H]3CC[C@@]21C,1
C[C@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,1
ON=Cc1cc[n+](COC[n+]2ccc(/C=N/O)cc2)cc1,0
N[C@H]1CONC1=O,1
OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,1
CC[C@@H](C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,1
C[C@H](C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,1
NC[C@H]1CC[C@@H](C(=O)O)CC1,1
CN1C(=O)CC[C@@H]1c1cccnc1,1
COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc2nonc12,1
Cc1ccc(C(=CCN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1,1
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,1
Cc1ccsc1C(=CCCN1CCC[C@H](C(=O)O)C1)c1sccc1C,1
NS(=O)(=O)c1cc([C@@]2(O)NC(=O)c3ccccc32)ccc1Cl,1
CC[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,1
CCN(CC)CCCCN(C)c1ccnc2cc(Cl)ccc12,1
O=[N+]([O-])c1ccc(O)c2ncccc12,1
CCN(CCO)CC[C@H](C)Nc1ccnc2cc(Cl)ccc12,1
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,1
Nc1ccc(/N=N/c2ccccc2)c(N)n1,1
CC(=O)[C@@H]1CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@H]3CC[C@]21C,1
CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@]3(F)[C@@H](O)C[C@@]21C,1
C[C@@]12CCC(=O)C=C1CC[C@H]1[C@H]2[C@H](O)C[C@]2(C)[C@@H]1CC[C@@]2(O)C(=O)CO,1
C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@@H]3CC[C@@]21C,1
C[C@@]12CC[C@@H]3[C@H](CCC4=CC(=O)CC[C@]43C)[C@H]1CC[C@H]2O,1
C[C@@]12C[C@@H](O)[C@@H]3[C@H](CCC4=CC(=O)CC[C@]43C)[C@H]1CC[C@@H]2C(=O)CO,1
C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@@H]3CC[C@@]21CC,1
CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,1
CN1C(=O)[C@@](C)(C2=CCCCC2)C(=O)N=C1O,1
CC1=NNC2=CN=C(c3ccccc3Cl)c3cc(Cl)ccc3N21,1
O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,1
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=N[C@H]1O,1
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,1
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,1
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,1
CN(C)C(=O)O[C@@H]1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,1
CN1C(=O)[C@@H](O)N=C(c2ccccc2)c2cc(Cl)ccc21,1
CN1C(=O)[C@@H](O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,1
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=N[C@H]1O,1
O=C(O)c1cccnc1,1
CC(C)(C)NC[C@@H](O)c1ccc(O)c(CO)n1,1
NNC(=O)c1ccncc1,1
O=C(NCCO[N+](=O)[O-])c1cccnc1,1
CCCc1cc(C(N)=S)ccn1,1
CNCCc1ccccn1,1
O=P(O)(O)C(O)(Cc1cccnc1)P(=O)(O)O,0
CCc1cc(C(N)=S)ccn1,1
N=C(N)NC[C@@H]1COc2ccccc2O1,1
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,1
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,1
O[C@](CCN1CCCCC1)(c1ccccc1)C1CCCCC1,1
N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,0
CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1,1
CCN[C@@H]1C[C@H](N)[C@H](O[C@@H]2C[C@@H](N)C=C(CN)O2)[C@H](O)[C@@H]1O[C@@H]1OC[C@@](C)(O)[C@@H](NC)[C@@H]1O,0
CCOc1cc(CC(=O)N[C@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,1
CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1,1
CCc1cccc2c1N[C@@H]1[C@H]2CCOC1(CC(=O)O)CC(=O)O,1
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,1
COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@H]4[C@H](C2)N(C)CC[C@]341,1
CC1(C)S[C@H]2[C@@H](NC(=O)[C@@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@@H]1C(=O)O,0
CC1(C)S[C@H]2[C@@H](NC(=O)[C@@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@@H]1C(=O)O,0
NNc1nncc2ccccc12,1
CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,1
Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,1
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,1
CN1[C@@H]2CCC[C@H]1C[C@@H](NC(=O)c1nn(C)c3ccccc13)C2,1
CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,1
CNCCCC1c2ccccc2C=Cc2ccccc21,1
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,1
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,1
C=C[C@@H]1CN2CC[C@@H]1C[C@H]2[C@@H](O)c1ccnc2ccccc12,1
C=C[C@H]1CN2CC[C@@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,1
C=C[C@@H]1CN2CC[C@@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,1
O=C1c2ccccc2C(=O)C1c1ccccc1,1
CN1[C@@H]2CC[C@@H]1CC(OC(=O)c1cn(C)c3ccccc13)C2,1
CN(C)CCN(c1ccc(Cl)cc1)c1ccccn1,1
CN1C[C@@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@@H]21,1
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@@H](O)[C@H](O)[C@H](O)CO)c2cc1C,1
Cc1cnc(C(=O)O)c[n+]1[O-],1
O=[N+]([O-])O[C@H]1CO[C@H]2[C@H]1OC[C@H]2O,1
O=[N+]([O-])O[C@@H]1CO[C@H]2[C@H]1OC[C@H]2O[N+](=O)[O-],1
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,1
N=c1nc2n(cc1F)[C@H]1O[C@@H](CO)[C@H](O)[C@H]1O2,1
Cn1c2c(c3ccccc31)C(=O)[C@@H](Cn1ccnc1)CC2,1
O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,1
CSc1ccc(C(=O)c2[nH]c(=O)[nH]c2C)cc1,1
COc1c2c(cc(F)c1N1C[C@@H]3CCCN[C@@H]3C1)C(=O)C(C(=O)O)=C[C@@H]2NC1CC1,1
CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,1
CC(=O)Nc1nnc(S(N)(=O)=O)s1,1
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,1
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,0
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,1
CC[C@@]1(c2ccc(N)cc2)CCC(=O)NC1=O,1
CCN(CC)CC[C@]1(c2ccccc2)CCC(=O)NC1=O,1
CC(=O)N[C@H]1[C@@H]([C@@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@H]1NC(=N)N,0
CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,1
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,1
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,1
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,1
CCN(CC)c1cc(C)nc2ncnn12,1
CC(C)C[C@@H](N(C)C)C1(c2ccc(Cl)cc2)CCC1,1
c1ccc2[nH]c(-c3cscn3)nc2c1,1
C#C[C@@]1(O)CC[C@@H]2[C@H]3[C@@H](C)CC4=C(CCC(=O)C4)[C@@H]3CC[C@@]21C,1
Nc1nc(=O)[nH]cc1F,1
CCCC(CCC)CCC[C@@H]1COCCN1CCO,1
COc1ccc2c(c1)C(=O)N(CCc1ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc1)C(=O)C2(C)C,1
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,1
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,1
CN1[C@H](CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,1
CC[C@]1(c2cccc(O)c2)CCCCN(C)C1,1
CC(=O)Oc1ccc2c3c1O[C@H]1[C@H](OC(C)=O)C=C[C@H]4[C@H](C2)N(C)CCC[C@@]341,1
Cc1cc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)[C@@H]2C)no1,1
Cc1cc(C(=O)NNCc2ccccc2)no1,1
CC[C@@H](C)[C@H]1[C@H](C)[C@H]2C[C@]3(C[C@@H]4C[C@H](C/C=C(/C)[C@@H](O[C@@H]5C[C@@H](OC)[C@@H](O[C@H]6C[C@@H](OC)[C@@H](O)[C@H](C)O6)[C@H](C)O5)[C@@H](C)C=CC=C5CO[C@@H]6[C@@H](O)C(C)=C[C@H](C(=O)O4)[C@]56O)O3)O[C@H]21,1
COc1ccc([C@H](CN(C)C)C2(O)CCCCC2)cc1,1
CCN(CC)CC#CCOC(=O)[C@](O)(c1ccccc1)C1CCCCC1,1
CN(N=O)C(=O)N[C@@H]1[C@H](O)[C@H](O)[C@H](CO)O[C@@H]1O,0
C#C[C@@]1(O)C=C[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@@H]3CC[C@@]21CC,1
COc1nc(C)nc(Cl)c1NC1=NCCN1,1
CC(=O)c1ccc(S(=O)(=O)N=C(O)NC2CCCCC2)cc1,1
CC1=C(C(=O)O)N2C(=O)[C@H](NC(=O)[C@@H](N)C3=CCC=CC3)[C@@H]2SC1,1
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]21,0
Nc1nc(N2CCCCC2)cc[n+]1[O-],1
C#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@@H]3C(=C)C[C@]21CC,1
O[C@@](CCN1CCCC1)(c1ccccc1)C1CCCCC1,1
CCC[C@H](C)C1(CC)C(=O)NC(=O)NC1=O,1
Clc1ccccc1CN1CCc2sccc2C1,1
CCCC[C@](C)(O)C/C=C/[C@H]1[C@H](O)CC(=O)[C@H]1CCCCCCC(=O)OC,1
CCC(=O)O[C@@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C,1
NC[C@@H]1O[C@@H](O[C@@H]2[C@H](O[C@@H]3O[C@H](CO)[C@H](OC[C@@H]4O[C@@H](CN)[C@@H](O)[C@@H](O)[C@@H]4N)[C@H]3O)[C@@H](O)[C@@H](N)C[C@@H]2N)[C@@H](N)[C@H](O)[C@@H]1O,0
OC[C@@H]1O[C@@H](O[C@@H]2[C@H](CO)O[C@@](O)(CO)[C@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,0
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,1
C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21,1
C[C@@H](CN1c2ccccc2Sc2ccccc21)N(C)C,1
OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(Cl)cc32)CC1,1
OCCN1CCN(CC/C=C2\c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1
Clc1cccc(Cl)c1N=C1NCCN1,1
N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,1
CCCN(CCC)C(=O)Cc1c(-c2ccc(C)cc2)nc2ccc(C)cn12,1
O=C1NC(=O)N([C@H]2O[C@@H](CO)[C@@H](O)[C@@H]2O)C[C@H]1C=CBr,1
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,1
C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCc4cc(O)ccc4[C@@H]3CC[C@@]21C,1
C[C@@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@@H]3[C@H]1CC[C@@H]2O,1
C#C[C@@]1(O)CC[C@@H]2[C@@H]3CCc4cc(OC)ccc4[C@@H]3CC[C@@]21C,1
CN1[C@@H]2C[C@@H](OC(=O)[C@@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@H]12,1
COc1cccc([C@@]2(O)CCCC[C@H]2CN(C)C)c1,1
CC1(C)[C@H](C(=O)O)N2C(=O)C[C@@H]2S1(=O)=O,0
CC(C)N(CC[C@](C(N)=O)(c1ccccc1)c1cccnc1)C(C)C,1
CO[C@@]1(NC(=O)[C@@H](C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@H]21,0
O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1,1
CC(C)[N+]1(C)[C@@H]2CC[C@@H]1CC(OC(=O)[C@@H](CO)c1ccccc1)C2,0
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N[C@@H]1C,1
CC(C)(C)NC[C@H](O)COc1cccc2c1C[C@H](O)[C@@H](O)C2,1
CC(C)(C)c1ccc([C@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1
C[C@@H]([C@](O)(Cn1cncn1)c1ccc(F)cc1F)S(C)(=O)=O,1
C[C@@H](CN(C)C)CN1c2ccccc2CCc2ccccc21,1
CN(C)CCCN1c2ccccc2CCc2ccccc21,1
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,1
CNCCCN1c2ccccc2CCc2ccccc21,1
Cc1cc(=O)n(-c2ccccc2)n1C,1
CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)[C@@H](C)Cc1ccc(OC)cc1,1
C=CC[C@@]1([C@@H](C)CCC)C(=C)NC(O)=NC1=O,1
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,1
CN1C(C(=O)Nc2nccs2)=C(O)c2ccccc2S1(=O)=O,1
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,1
CCCN[C@@H]1CCc2nc(N)sc2C1,1
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@@H]2C1,1
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1
CCN(CC)C(=O)N[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@@H]2N(C)C1,1
CC[C@H](CO)NC(=O)[C@H]1C=C2c3cccc4[nH]cc(c34)C[C@@H]2N(C)C1,1
CC[C@H](CO)NC(=O)[C@H]1C=C2c3cccc4c3c(cn4C)C[C@@H]2N(C)C1,1
O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,1
CCN(CC)CCOC(=O)[C@H](Cc1ccc2ccccc2c1)C[C@H]1CCCO1,1
c1ccc([C@@H]2CN3CCSC3=N2)cc1,1
CN1CCO[C@H](c2ccccc2)c2ccccc2C1,1
NS(=O)(=O)c1cc2c(cc1Cl)N[C@H](CN1CCCC1)NS2(=O)=O,1
CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@@H]3[C@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@]32C)/C1=C(/CCC=C(C)C)C(=O)O,1
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,1
CN[C@@H](C)[C@H]1CC[C@H](N)[C@H](O[C@@H]2[C@H](O)[C@@H](O[C@@H]3OC[C@@](C)(O)[C@@H](NC)[C@@H]3O)[C@@H](N)C[C@@H]2N)O1,0
CC[C@@H]1CC[C@H](N)[C@H](O[C@H]2[C@H](O)[C@@H](O[C@@H]3OC[C@@](C)(O)[C@H](NC)[C@@H]3O)[C@@H](N)C[C@@H]2N)O1,0
NCC[C@@H](O)C(=O)N[C@@H]1C[C@H](N)[C@H](O[C@@H]2O[C@@H](CN)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H]1O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](N)[C@@H]1O,0
NCC[C@@H](O)C(=O)N[C@@H]1C[C@H](N)[C@H](O[C@@H]2O[C@@H](CN)CC[C@@H]2N)[C@H](O)[C@@H]1O[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](N)[C@@H]1O,0
NC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](N)[C@@H]3O)[C@@H](N)C[C@@H]2N)[C@@H](N)C[C@@H]1O,0
CC(=O)NC[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](N)[C@@H]3O)[C@@H](N)C[C@@H]2N)[C@@H](O)[C@@H](O)[C@@H]1O,0
CCN1C[C@@H](C(=O)O)C(=O)c2ccc(C)nc21,1
C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1,0
COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3[N+](C)(C)CC2)CC[N+]1(C)C,0
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,1
COc1cc2c(cc1OC)CN(C(=O)[C@@H](C)N[C@H](CCc1ccccc1)C(=O)O)[C@@H](C(=O)O)C2,0
O=C(CCCN1CCC(O)(c2cccc(Cl)c2)CC1)c1ccc(F)cc1,1
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C/c1ccc([S+](C)[O-])cc1,1
COC(=O)C1=C(C)NC(C)=C(OC(C)=O)[C@H]1c1ccccc1[N+](=O)[O-],1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc([N+](=O)[O-])c1,1
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)[C@H]1c1ccccc1[N+](=O)[O-],1
COC(=O)C1=C(C#N)NC(C)=C(C(=O)OC(C)C)[C@H]1c1cccc([N+](=O)[O-])c1,1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1/C=C/C(=O)OC(C)(C)C,1
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc(Cl)c1Cl,1
CC#Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]c1=O,0
COc1ccc(CCN(C)CCCN2CCc3cc(OC)c(OC)cc3CC2=O)cc1OC,1
O=c1ccc2ccccc2o1,1
CN/C(=C\[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,1
Cc1ncsc1CCCl,1
NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,1
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CS[C@@H]12)c1csc(N)n1,0
CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CS[C@@H]12)c1csc(N)n1)C(=O)O,0
O=c1[nH]c2cc(Cl)ccc2o1,1
COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@@H]4[C@H](C2)N(C)CC[C@]341,1
CN1CC[C@@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@@H]3[C@@H]1C5,1
CC[C@@H](C(N)=O)N1CCCC1=O,1
CC[C@@H]1OC(=O)[C@@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)C[C@@H](N(C)C)[C@@H]2O)[C@](C)(OC)C[C@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,1
CC1(C)O[C@@H]2[C@H](CO[C@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,1
CCCc1cc(=O)[nH]c(=S)[nH]1,1
C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,1
CC(=O)O[C@]1(C(C)=O)CC[C@@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@H]5C[C@@H]5[C@]4(C)[C@@H]3CC[C@@]21C,1
C[C@H](O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,1
Cn1c(=O)c2c(ncn2C)n(C)c1=O,1
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,1
O=C1CC[C@]2(O)[C@H]3Cc4ccc(O)c5c4[C@]2(CCN3CC2CC2)[C@@H]1O5,1
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,1
CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,1
CCc1[nH]c(=O)[nH]c1C(=O)c1ccncc1,1
CCN1CCC[C@@H]1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,1
CCN1CCC[C@@H]1CNC(=O)c1c(OC)ccc(Br)c1OC,1
CCOc1ccccc1OCCN[C@@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,1
COc1ccccc1OCCNC[C@@H](O)c1ccc(C)cc1S(N)(=O)=O,1
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,1
C[C@H](C(=O)O)c1ccc(-c2cccc(F)c2)cc1,1
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,1
CON=C(C(=O)N[C@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CS[C@@H]12)c1csc(N)n1,0
CC[C@H](C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,1
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,1
CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@@H](C)[C@@H](O)[C@H]2O)cc1F,1
Nc1ccn([C@H]2CC[C@H](CO)O2)c(=O)n1,1
CC(C)(C(=O)c1cccnc1)c1cccnc1,1
CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,1
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN[C@@H](C)C3)c(F)c21,1
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,1
C[C@H]1[C@@H](O)[C@H](C)C=CC=CC=CC=CC=CC=CC=C[C@](O)(O[C@@H]2O[C@@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@@H](O)[C@H]2C(=O)O,0
CC1(C)O[C@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@H]5[C@]4(F)[C@H](O)C[C@]3(C)[C@@]2(C(=O)CO)O1,1
CCC[C@@H]1O[C@@H]2C[C@@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,1
CC1(C)O[C@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@H](O)C[C@@]3(C)[C@@]2(C(=O)CO)O1,1
CCCC[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@H]12,0
CC[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@H]12,0
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,1
CCCNC(Cc1cccc2c1CC(=O)N2)NCCC,1
Cc1ccc(S(=O)(=O)NC(=O)N[C@@H]2[C@H]3CC[C@](C)([C@H]2O)C3(C)C)cc1,1
O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,1
NC(=O)N1c2ccccc2C=Cc2ccccc21,1
NCCC[C@](N)(C(=O)O)C(F)F,1
CN(C)C(=N)NC(=N)N,1
O=NN(CCCl)C(=O)NCCCl,1
OC(O)C(Cl)(Cl)Cl,1
O=CN(O)CCCP(=O)(O)O,0
CCCC(CCC)C(=O)O,1
CC(=O)NCCCS(=O)(=O)O,0
CCN(CC)C(=S)SSC(=S)N(CC)CC,1
CCO,1
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,0
CC(O)(P(=O)(O)O)P(=O)(O)O,0
NCCC(O)(P(=O)(O)O)P(=O)(O)O,0
NCC(=O)O,1
O=P(O)(O)C(Cl)(Cl)P(=O)(O)O,0
NCCCC(O)(P(=O)(O)O)P(=O)(O)O,0
CC[C@H](CO)NCCN[C@@H](CC)CO,1
C[C@@H](C[N+](C)(C)C)OC(N)=O,0
CC(=O)O[C@H](CC(=O)O)C[N+](C)(C)C,0
O=S(=O)(O)CC[S],1
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,1
NNC(=O)NNN1C(=O)c2cc(S(=O)(=O)O)cc3c(N)c(S(=O)(=O)O)cc(c23)C1=O,0
CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1
C[C@H](O)[C@@H]1C(=O)N2C(C(=O)O)=C(SCC/N=C/N)C[C@@H]12,0
C[C@H](C(=O)O)c1ccc([C@@H]2CCCC(=NO)C2)cc1,1
CN1C(C(=O)Nc2ccccn2)=Cc2sccc2S1(=O)=O,1
